ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,title,url,volume,year
article,LIU2024105109,"In the Massive Online Open Course (MOOC) forum, learning engagement encompasses three fundamental dimensions—cognitive, emotional, and behavioral engagement—that intricately interact to jointly influence students' learning achievements. However, the interplay between multiple engagement dimensions and their correlations with learning achievement remain understudied, particularly across different academic disciplines. This study adopts an automated configurational approach that integrates bidirectional encoder representation from transformers (BERT) and fuzzy set qualitative comparative analysis (fsQCA) to explore the configurations of learning engagement, their connections with learning achievement, and variations across disciplines. Our analysis reveals a nuanced profile of learners' learning engagement, indicating the high-achieving individuals demonstrated more frequent posting and commenting behaviors and the high-level cognitive engagement than low-achieving individuals. Second, our analysis revealed multiple configurations where the coexistence or absence of factors at different levels of the cognitive, behavioral, and emotional dimensions significantly impacted learning achievement. Learners who conducted posting and replying behaviors, expressed positive emotions, and engaged in deep cognitive engagement tended to achieve superior learning outcomes. Third, there were significant differences in behavioral and emotional engagement among learners across different academic disciplines. Specifically, pure discipline learners were more inclined to engage in posting behaviors than the applied discipline learners. Across academic disciplines, positive emotions correlated strongly with higher achievement. These findings deepen our understanding of the multifaceted characteristics of learning engagement in MOOCs and highlight the importance of disciplinary distinctions, providing a foundation for educators and designers to optimize learners’ MOOC effects and tailor learning experiences in diverse disciplinary contexts.",,Zhi Liu and Qianhui Tang and Fan Ouyang and Taotao Long and Sannyuya Liu,,https://doi.org/10.1016/j.compedu.2024.105109,,,,0360-1315,Computers & Education,"Learning communities, Distance education and online learning, Applications in subject areas, Data science applications in education, Evaluation methodologies",,,105109,,Profiling students’ learning engagement in MOOC discussions to identify learning achievement: An automated configurational approach,https://www.sciencedirect.com/science/article/pii/S0360131524001234,219,2024
article,LIANG2023104827,"Digital technology has brought new opportunities for language education. Multimodal literacy refers to the ability to read, watch, understand, respond to, and generate multimodal texts. Multimodality, promoted by scholars, generates meaning in multiple modes. Hence, digital storytelling (DST) presented with multimodal content has been extensively applied in second language instruction. However, traditional DST is mostly presented in videos with one-way communication; it lacks two-way communication with the audience and is only regarded as a learning method for knowledge acquisition. As a result, the present study proposed a robot-based DST (robot-DST) approach to facilitate the interaction in the DST process and to enhance students' engagement. In order to evaluate its effectiveness, a quasi-experiment was conducted in an EFL course at a senior high school. Two classes of 11th graders participated in the experiment. One class with 40 students was the experimental group adopting the robot-DST approach, while the other class with 40 students was the control group adopting the conventional animation-based DST (CA-DST) approach. The results showed that the robot-DST approach could significantly reduce students' communication apprehension, as well as enhance their English speaking ability, storytelling ability, narrative engagement, and communication tendency. The findings show that using robots in the context of digital storytelling design has great potential for promoting learners’ language learning performances. Accordingly, in-depth discussion and suggestions for future research are provided for researchers and school teachers who intend to use robots in educational settings.",,Jia-Cing Liang and Gwo-Jen Hwang,,https://doi.org/10.1016/j.compedu.2023.104827,,,,0360-1315,Computers & Education,"Teaching/learning strategies, Improving classroom teaching, Pedagogical issues, Secondary education",,,104827,,A robot-based digital storytelling approach to enhancing EFL learners’ multimodal storytelling ability and narrative engagement,https://www.sciencedirect.com/science/article/pii/S0360131523001045,201,2023
article,SOSAREYES2022676,"In 2013, the Forensic Science Undergraduate Program (FSUP) at the National Autonomous University of Mexico was created in response to an alarming criminal situation in Mexico, as well as to the radical reform of its criminal justice system. Its mission is to educate and train ethical, critical, and humanistic forensic scientists capable of conducting inquiries that meet scientific quality standards and assist the justice system in firmly linking legal rulings to the available evidence. At the time, it was the first such program in the country, and the contributions that interdisciplinary forensic scientists could make to criminal investigations were largely unknown among forensic and legal practitioners. During its existence, providing an interdisciplinary, competence-based education to students has been one of the main challenges. To overcome it, teaching and assessment approaches—centered on the achievement of specifically forensic competencies as learning outcomes and the integration of forensic disciplines towards the resolution of simulated cases—have been devised to help develop the professional skill set expected of graduates. The COVID-19 pandemic led to adapting these approaches to distance or hybrid modes of learning, increasing their versatility and enriching the pedagogic repertoire of the FSUP. Currently, the main impact of the program lies in the successful incorporation of some of its graduates to agencies belonging to or related to the criminal justice system, such as the National Prosecutor’s Office, the Commission for Truth and Justice for the Ayotzinapa Case, and the National Commission for the Search of Missing and Disappeared Persons, among others.",,Ana María Sosa-Reyes and Alexa Villavicencio-Queijeiro and Luis Jiro Suzuri-Hernández,,https://doi.org/10.1016/j.scijus.2022.08.006,,,,1355-0306,Science & Justice,"Interdisciplinary, Teaching, Forensic science, Pre-pandemic, Post-pandemic","The Future of Teaching, Training and Learning in Forensic and Crime Sciences",6,676-690,,"Interdisciplinary approaches to the teaching of forensic science in the Forensic Science Undergraduate Program of the National Autonomous University of Mexico, before and after COVID-19",https://www.sciencedirect.com/science/article/pii/S135503062200106X,62,2022
article,LAI2023100178,"Background
ChatGPT, a powerful artificial intelligence chatbot, has great potential for active learning because of its ability to generate instant responses to academic inquiries and foster spontaneous interactions.
Purpose
This exploratory study investigated the roles of intrinsic motivation and factors of the technology acceptance model that influence ChatGPT acceptance for active learning among undergraduates in Hong Kong.
Method
Using a structural equation modeling approach, we examined the extended technology acceptance model in the context of higher education. Using self-report questionnaires, we obtained useful responses from 473 undergraduate students in Hong Kong in July 2023. The reliability and validity of the data were measured using confirmatory factor analysis, followed by path analysis to investigate the hypotheses in the proposed model.
Results
We identified intrinsic motivation as the strongest motivator for ChatGPT use intention. Consistent with the prior literature on technology acceptance, perceived usefulness was found to be a strong predictor of behavioral intention. In contrast to extant research, the findings indicate no significant relationship between perceived ease of use and behavioral intention. Neither perceived usefulness nor perceived ease of use were significant mediators in the relationship between intrinsic motivation and behavioral intention.
Conclusion
These findings highlight the significant effect of intrinsic motivation on ChatGPT acceptance in supporting students’ active learning. They also provide inspiration for ChatGPT developers and educationalists regarding the importance of intrinsic and extrinsic motivation (perceived usefulness) in promoting the broader acceptance of chatbots in the educational context. Efforts should be made to improve students’ positive subjective experiences and the response quality of ChatGPT.",,Chung Yee Lai and Kwok Yip Cheung and Chee Seng Chan,,https://doi.org/10.1016/j.caeai.2023.100178,,,,2666-920X,Computers and Education: Artificial Intelligence,"Technology acceptance model, ChatGPT, Intrinsic motivation, Chatbot, Active learning",,,100178,,Exploring the role of intrinsic motivation in ChatGPT adoption to support active learning: An extension of the technology acceptance model,https://www.sciencedirect.com/science/article/pii/S2666920X23000577,5,2023
article,CHEN2021100379,"A corollary to the exponential growth of digital technology is the increase in research interest in the construct of digital citizenship (DC) in diverse disciplinary areas. Although the term DC is used widely in research, scholars do not commit to a common definition. This integrative review investigates the conceptualizations and measurements of DC, across disciplines, in the extant literature. A systematic search of 11 databases identified a total of 350 unique items that contain “digital citizenship” in the title or keywords published by December 2018, with the majority published after 2010. Of these, 114 were peer-reviewed journal articles published in a wide range of discipline-specific venues, more than half of which were education-related. In-depth analyses show that each of the dominant conceptualizations of DC has been adopted by different disciplines, albeit with different popularities in adoption. Findings also revealed widely shared stakeholder concerns and research foci in DC research across the disciplines. However, there is a stark lack of empirical research on the young children, and an absence of commonly deployed research instruments in DC-related research. The present integrative review implicates the need for interdisciplinary collaboration for significant advances in DC research to address issues in policy and practice.",,Laure Lu Chen and Sheena Mirpuri and Nirmala Rao and Nancy Law,,https://doi.org/10.1016/j.edurev.2021.100379,,,,1747-938X,Educational Research Review,"Digital citizenship, Conceptualization, Measurement",,,100379,,Conceptualization and measurement of digital citizenship across disciplines,https://www.sciencedirect.com/science/article/pii/S1747938X21000026,33,2021
article,FLYNN2021100325,"Middle childhood remains a privileged albeit understudied developmental period in studies examining child–computer interactions, particularly as it pertains to digital game play. Middle childhood also is marked by increasing digital game play, arguably the most common form of child–computer interactions during this developmental period. For example, children between the ages of 6 and 8 play digital games 60–90 min per day and 47% of 3rd to 8th grade teachers reported using digital games in their classrooms several times a week (Vega & Robb, 2019). Surprisingly, how content learning and cognition may be facilitated through digital gaming remains sparsely investigated among children during this period. In the studies that do examine the linkages between game play and content learning or cognition, research methodologies vary markedly. The goal of this narrative review is to help bring greater cohesion to the research literature, which often spans many disciplines. This review emphasizes the games, measurement of outcomes, and research designs that have been used to examine content learning and cognitive skills among children ages 6 to 12 in the context of digital games.",,Rachel M. Flynn and Erica Kleinknecht and Ashley A. Ricker and Fran C. Blumberg,,https://doi.org/10.1016/j.ijcci.2021.100325,,,,2212-8689,International Journal of Child-Computer Interaction,"Digital games, Video games, Interactive games, Learning, Cognition, Digital game based learning, Academic achievement, Elementary school children, Middle childhood",,,100325,,A narrative review of methods used to examine digital gaming impacts on learning and cognition during middle childhood,https://www.sciencedirect.com/science/article/pii/S2212868921000490,30,2021
incollection,MAHER2025205,"Reactive transport is a framework that integrates across disciplines and scales, and leverages cutting-edge computational techniques to advance a nuanced understanding of Earth's complex systems. As a way of thinking, it connects science, engineering, and natural systems, and unifies across experiment, field and modeling studies. This chapter links core reactive transport concepts to their mathematical constructs embodied in reactive transport models. Approaches for scaling, such as dimensionless numbers, enable translation from conceptual to numerical models. The increasing complexity of numerical models also requires both targeted measurements and tools for evaluating and learning from multifaceted numerical models, emphasizing the importance of implementing reactive transport frameworks early in the design of any scientific study.",Oxford,K. Maher and Z. Perzan,Treatise on Geochemistry (Third edition),https://doi.org/10.1016/B978-0-323-99762-1.00071-1,Third edition,Ariel Anbar and Dominique Weis,978-0-323-99763-8,,,"Reactive transport, Advective transport, Advective velocity, Dispersion and diffusion, Hydrodynamic dispersion, Geochemical systems, Mineral dissolution and precipitation, Microbial reaction modeling, Sensitivity analysis, Uncertainty quantification",,,205-254,Elsevier,Reactive transport as a scientific framework,https://www.sciencedirect.com/science/article/pii/B9780323997621000711,,2025
article,FREDJ2015206,"The recent buzz around open data highlighted the crucial problem of anonymization in the context of data publishing. Many research efforts were devoted to the definition of techniques performing such an anonymization. However the selection of the most relevant technique and the adequate algorithm is complex. Successful decision depends firstly on the ability of data publishers to understand the anonymization techniques and their associated algorithms. In this paper, we focus on the choice of an algorithm among the different ones implementing one of the anonymization techniques, namely generalization. Through an abstraction process presented in this paper, we provide data publishers with simplified descriptions for the generalization technique and its algorithms. These descriptions facilitate the understanding of the algorithms by data publishers having low programing skills. We present also some other use cases of these abstractions as well as an experimentation conducted to validate them.",,Feten Ben Fredj and Nadira Lammari and Isabelle Comyn-Wattiau,,https://doi.org/10.1016/j.procs.2015.08.120,,,,1877-0509,Procedia Computer Science,"Anonymization, Privacy, Generalization Algorithm, Abstraction","Knowledge-Based and Intelligent Information & Engineering Systems 19th Annual Conference, KES-2015, Singapore, September 2015 Proceedings",,206-215,,Abstracting Anonymization Techniques: A Prerequisite for Selecting a Generalization Algorithm,https://www.sciencedirect.com/science/article/pii/S1877050915022474,60,2015
article,ZARESTKY2022100085,"Computational Science and Engineering (CS&E) is a relatively new discipline for which no consensus exists on how classes should best be taught. Many CS&E courses are compressed add-ons to existing programs and, consequently, must cover a breadth of topics encompassing modules from mathematics, statistics, computer science, and application disciplines. Additionally, these courses would benefit from embedded 21st century skills, including problem-solving, critical thinking, and lifelong learning behaviors, but such skills are often neglected in course design even though the education and workforce literature are clear about their importance for future careers. The breadth and complexity in course design necessary to incorporate all of these components create a challenge for instructors and students. In this interpretive study, we investigate student experiences and perceived outcomes in a technology-mediated graduate-level CS&E course designed to address the difficulties associated with this wide range of disciplinary topics and professional skills. Our course design is based on reflective practice and principles of metacognition, and applies elements such as a flipped classroom, student journals, and reflective writing exercises; these design goals directly support students’ metacognition and foster self-regulated learning behaviors that, in turn, develop critical thinking and problem-solving abilities. We evaluate this design using student reflective writing and surveys. Results indicate reflective writing activities in course design helped develop students’ metacognitive awareness, self-regulated learning behaviors, problem-solving, and critical thinking skills. This course design can serve as a template for others teaching technology-mediated courses in CS&E and related areas, and aiming to develop students’ 21st century professional skills.",,Jill Zarestky and Michelle Bigler and Mollie Brazile and Tobin Lopes and Wolfgang Bangerth,,https://doi.org/10.1016/j.caeo.2022.100085,,,,2666-5573,Computers and Education Open,"21st century skills, Computational engineering and sciences, Graduate education, Flipped class, Reflective writing",,,100085,,Reflective Writing Supports Metacognition and Self-regulation in Graduate Computational Science and Engineering,https://www.sciencedirect.com/science/article/pii/S2666557322000131,3,2022
article,KINOSHITA201616,"Across the globe, wildfires are increasing in frequency and magnitude under a warming climate, impacting natural resources, infrastructure, and millions of people every year. At the same time, human encroachment into fire-prone areas has increased the potential for ignition, as well as risks and damages to human communities. In an era of intensifying human activities on Earth – the “Anthropocene” – societal interactions with post-fire landscapes are becoming commonplace. Yet, theories regarding post-fire impacts derived from individual disciplines no longer apply in cases where human interactions are intense. A holistic approach that accounts for interactions between natural and human systems is necessary to understand the altered dynamics of post-fire landscapes. Focusing on the intersection of fire, water, and society, this paper explores an integrative research framework to couple post-fire fluvial and human processes. We review trends in wildfires and growing impacts on humans, how fluvial processes and systems are altered by wildfires, and the potential hazards for human settlements. This review forms a basis for integrating societal concerns, such as vulnerability, economic impacts, and management responses. We then link disciplinary questions into broad interdisciplinary research through an integrative framework. The 2012 Waldo Canyon Fire (Colorado, USA) provides an illustrative case with intense human interactions, both during and after the fire, to formulate critical questions within the integrative framework. Utilizing emergent integrative conceptual frameworks and tools will assist scholars in meeting the challenges and opportunities for broad collaboration, which are necessary to understand and confront wildfires characteristic of the “Anthropocene.”",,Alicia M. Kinoshita and Anne Chin and Gregory L. Simon and Christy Briles and Terri S. Hogue and Alison P. O’Dowd and Andrea K. Gerlak and Alejandra Uribe Albornoz,,https://doi.org/10.1016/j.ancene.2016.09.001,,,,2213-3054,Anthropocene,"Post-wildfire, Fluvial, Water, Risk, Interdisciplinary, Integrative framework",,,16-27,,"Wildfire, water, and society: Toward integrative research in the “Anthropocene”",https://www.sciencedirect.com/science/article/pii/S2213305416300911,16,2016
article,PIWOWARSULEJ2021124008,"The concept of sustainability has been gaining importance and influencing the development of an approach towards employees referred to as sustainable HRM (SHRM). HR development is one of the principles of SHRM that should be implemented consistently along with other SHRM principles, which means, e.g., that the development of employees should be carried out having a long-term perspective in mind. It is crucial to acquire the so-called competencies of the future as the basis for implementing the idea of Industry 4.0. The purpose of the article is to present the development of human potential in an organization against the background of other detailed sustainable HRM principles, to be followed by confronting the theory and the research results on the development of future competencies referring to industrial engineers in Poland as the professional group responsible for implementing the idea of cleaner production and Industry 4.0. The Author analyzed the results of three research projects based on the survey method and representative data from Eurostat and Statistics Poland. The conducted research shows that industrial companies in Poland have more of a short-sighted perspective when it comes to developing the potential of their engineers. The HR development practices focusing only on current needs are not in line with the SHRM principles of a long-term perspective and flexibility. There is also a visible lack of employee participation in the process of making training-related decisions, which is another principle of sustainable HRM. In addition, environmental sustainability remains a neglected area of knowledge in terms of training, and the cooperation with external educational institutions is low. It results in certain implications for HR managers and educational institutions. The article also presents directions for further research.",,Katarzyna Piwowar-Sulej,,https://doi.org/10.1016/j.jclepro.2020.124008,,,,0959-6526,Journal of Cleaner Production,"Sustainability, Sustainable human resources management, Sustainable HRM, Sustainable HR development, Industry 4.0, Industrial engineers",,,124008,,Human resources development as an element of sustainable HRM – with the focus on production engineers,https://www.sciencedirect.com/science/article/pii/S0959652620340531,278,2021
article,ZHANG2024e24168,"The Guangdong-Hong Kong-Macao Greater Bay Area (GBA) has become an important hub for technological innovation and economic development in China. With the growing demand for artificial intelligence (AI) and big data technology talents, it is essential to develop educational cooperation within the GBA to develop a talent pool that can meet the changing needs in the region. This paper focuses on the development of dynamic demand for AI talents and proposes a strategic planning framework for educational cooperation in the GBA. We use the research idea of common attributes and key chain clustering-factor association selection-analysis of the driving force and subordination among factors-the key characteristics of AI talents. Using collinear analysis of citations and grounded theory methods, an operational definition of the influencing factors of AI talent literacy characteristics is constructed. Using the Interpretative Structural Modeling(ISM) and MICMAC (Matrice d’Impacts Croises-Multipication Applique A Classement), analyze and identify the driving force and subordination of the influencing factors of key traits of talents, and present the combined effect of multi-level factors of key traits of talents. Combined with the educational differences and complementary advantages in the GBA, five strategies and seven implementation suggestions for the GBA's AI talent education cooperation plan are formulated to establish a collaborative ecosystem that promotes the growth and integration of AI in the GBA.",,Zhuo Zhang and Jie Li and Yansheng Chen and Fajun Chen and Zhonghao Liu,,https://doi.org/10.1016/j.heliyon.2024.e24168,,,,2405-8440,Heliyon,"Cooperative/collaborative learning, Cultural and social implications, Evaluation methodologies, Teaching/learning strategies, 21st century abilities",,2,e24168,,Mapping the educational Frontier: Unleashing the Potential of artificial intelligence talents through cooperative planning in the Guangdong-Hong Kong-Macao greater bay area,https://www.sciencedirect.com/science/article/pii/S2405844024001993,10,2024
incollection,2023537,,,,Programming Massively Parallel Processors (Fourth Edition),https://doi.org/10.1016/B978-0-323-91231-0.00032-X,Fourth Edition,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},978-0-323-91231-0,,,,,,537-551,Morgan Kaufmann,Index,https://www.sciencedirect.com/science/article/pii/B978032391231000032X,,2023
article,ARASTOOPOURIRGENS2023103952,"Research-Practice Partnerships (RPP) bridge the gap between schools and universities. However, few have embraced the co-design process through a communities of practice lens and investigated how knowledge is co-constructed and negotiated. This mixed-method study explored how elementary school teachers co-construct knowledge with researchers to understand better how a community of practice can be cultivated during a co-design RPP. Findings from a survey, journal entries, observational field notes, and focus groups suggest teachers co-constructed knowledge while acknowledging and mitigating conflicts. Based on these findings, we offer ways to seed and cultivate communities of practice among teachers and researchers for co-designing educational innovations.",,Golnaz {Arastoopour Irgens} and Shanna Hirsch and Danielle Herro and Matthew Madison,,https://doi.org/10.1016/j.tate.2022.103952,,,,0742-051X,Teaching and Teacher Education,"Co-design, RPP, Professional development, Communities of practice",,,103952,,Analyzing a teacher and researcher co-design partnership through the lens of communities of practice,https://www.sciencedirect.com/science/article/pii/S0742051X22003274,121,2023
article,WILSON201565,"This paper starts from the perspective that the current conceptualization of educational assessment is out of date, but particularly with regard to conception of information and communication (ICT) literacy. We initially provide a brief summary of the idea of a 21st century skill, then trace the conceptual changes in the idea of ICT literacy in four main steps: First, we briefly describe a concentration of knowledge about computers and their use, coalescing into the concept of ICT literacy in the early years of the field. Second, we describe the transition to a view of ICT literacy as a broad set of skills that have links to many traditional and non-traditional school subjects, and the move to technology integration in education. Third, we see the next transition for ICT literacy expressed as progress variables that are essential tools for the design of curriculum and assessments. Fourth, we discuss the impact of the “social network” perspective on ICT literacy—the critical need for building the power of virtual skills through proficiency with networks of people, information, tools, and resources. In summary, we offer a new framework for assessing student ICT learning, based on a learning progression and social networking point of view. Throughout, we use extensive examples to help illustrate our review of the broad sweep of this development, and, as a part of the conclusion, we speculate about the coming next steps.",,Mark Wilson and Kathleen Scalise and Perman Gochyyev,,https://doi.org/10.1016/j.tsc.2015.05.001,,,,1871-1871,Thinking Skills and Creativity,"ICT literacy, Learning in digital communities, Social networks, Social capital, Intellectual capital",21st Century Skills: International Advancements and Recent Developments,,65-80,,Rethinking ICT literacy: From computer skills to social network settings,https://www.sciencedirect.com/science/article/pii/S1871187115300080,18,2015
article,CORKIN2022104642,"Digital divides occur when there are inequities in access to the benefits afforded by digital technologies. Originally conceptualised as inequitable access to digital technologies and internet, it is now recognised that the ways in which individuals use digital technologies and the competencies they subsequently develop may also contribute to digital divides. The aims of the current study were twofold. Firstly, to investigate categories of screen media use outside of school for children at age eight, and whether children of this age fall into “user typographies”, whereby different “modes” of digital technology use have already started to emerge. Secondly, to consider the implications of different modes of use at 8 years of age for the establishment of digital divides. Using a sample of 5010 children participating in the Growing Up in New Zealand study, the results of factor analysis indicated six categories of screen-based activities (Social, Creative, Shopping, Educational, Entertainment, and Interests), while four different modes of digital technology use were identified via cluster analysis (Creative, Entertainment, Emergent, and Limited). While Entertainment Users and Creative Users engaged with most activities on a fairly regularly basis, Emergent Users, and in particular, Limited Users, engaged with a narrower range of activities and at lower frequencies. We argue that Entertainment Users and Creative Users who engage with a broader range of activities, and engage in Creative activities such as coding and programming outside of school, may be at an advantage with regard to digital divides. Possible strategies to help mitigate digital divides are proposed.",,Maria T. Corkin and Kane Meissel and Elizabeth R. Peterson and Kerry Lee and Nasser Giacaman and Stéphane Janicot and Susan M.B. Morton,,https://doi.org/10.1016/j.compedu.2022.104642,,,,0360-1315,Computers & Education,"Digital divide, Digital technologies, Modes of use, Inequities, Screen time, Typographies, Access, Digital capital, Social capital",,,104642,,Are distinct modes of using digital technologies evident by age eight? Implications for digital divides.,https://www.sciencedirect.com/science/article/pii/S0360131522002135,191,2022
article,GUO2021100952,"This article has been retracted: please see Elsevier Policy on Article Withdrawal (https://www.elsevier.com/about/our-business/policies/article-withdrawal). This article has been retracted at the request of the Editors-in-Chief. After a thorough investigation, the Editors have concluded that the acceptance of this article was partly based upon the positive advice of one illegitimate reviewer report. The report was submitted from an email account which was provided to the journal as a suggested reviewer during the submission of the article. Although purportedly a real reviewer account, the Editors have concluded that this was not of an appropriate, independent reviewer. This manipulation of the peer-review process represents a clear violation of the fundamentals of peer review, our publishing policies, and publishing ethics standards. Apologies are offered to the reviewer whose identity was assumed and to the readers of the journal that this deception was not detected during the submission process.",,Minjian Guo and Meng Zhang and Xue rui Li,,https://doi.org/10.1016/j.tsc.2021.100952,,,,1871-1871,Thinking Skills and Creativity,,,,100952,,RETRACTED: Steal like an artist: Connection between critical thinking and creativity of a future musician in a digital environment,https://www.sciencedirect.com/science/article/pii/S187118712100167X,42,2021
article,WANG2023100364,"The digitalization of higher education (HE) institutions and relevant issues have attracted the attention of many educational stakeholders. ICT has become a subject of high importance in every context, particularly in the workplace; thus, a principal goal for universities and schools is to prepare future professionals capable of dealing with problems and searching for effective solutions by their digital competence as a key skill. In this regard, a new framework is developed to evaluate the main drivers of digital transformation in higher education institutions (HEIs) in the era of industry 4.0. The developed framework is proposed a decision approach that can effectively use the presented information to make decisions of high rationality. This framework is applied to compute the subjective and objective criteria weights, and it is used to assess the preferences of organizations. An empirical case study to evaluate the main drivers for the implementation of digital transformation in HEIs is taken. According to the findings, the most significant drivers for the implementation of digital transformation in HEIs in the era of Industry 4.0 are developing, updating, and adapting a curriculum (0.0425), integration of digital technologies for universal education (0.0420), and cloud computing (0.0419), respectively. Hence, the evaluation results also show that the option higher education institution (HEI)-4 has the highest overall utility degree (1.845) over different drivers for the implementation of digital transformation in HEIs in the era of Industry 4.0. Also, comparison and sensitivity investigation are made to show the superiority of the developed framework.",,Kunqi Wang and Bangxi Li and Tian Tian and Norhayati Zakuan and Pratibha Rani,,https://doi.org/10.1016/j.jik.2023.100364,,,,2444-569X,Journal of Innovation & Knowledge,"Digital transformation, Higher education institutions, Education 4.0, Industry 4.0, Decision making",,3,100364,,Evaluate the drivers for digital transformation in higher education institutions in the era of industry 4.0 based on decision-making method,https://www.sciencedirect.com/science/article/pii/S2444569X23000604,8,2023
article,QIAN201650,"Game-based learning and 21st century skills have been gaining an enormous amount of attention from researchers and practitioners. Given numerous studies support the positive effects of games on learning, a growing number of researchers are committed to developing educational games to promote students’ 21st century skill development in schools. However, little is known regarding how games may influence student acquisition of 21st century skills. This paper examines the most recent literature in regard to game-based learning and identified 29 studies which targeted 21st century skills as outcomes. The range of game genres and game design elements as well as learning theories used in these studies are discussed, together with the range of indicators, measures and outcomes for impacts on 21st century skills. The findings suggest that a game-based learning approach might be effective in facilitating students’ 21st century skill development. The paper also provides valuable insights for researchers, game designers, and educators in issues related to educational game design and implementation in general.",,Meihua Qian and Karen R. Clark,,https://doi.org/10.1016/j.chb.2016.05.023,,,,0747-5632,Computers in Human Behavior,"Game-based learning, 21st century skills, Learning theory, Game design, Effect size",,,50-58,,Game-based Learning and 21st century skills: A review of recent research,https://www.sciencedirect.com/science/article/pii/S0747563216303491,63,2016
article,WANG2021100968,"This article has been retracted: please see Elsevier Policy on Article Withdrawal (https://www.elsevier.com/about/our-business/policies/article-withdrawal). This article has been retracted at the request of the Editors-in-Chief. After a thorough investigation, the Editors have concluded that the acceptance of this article was based upon the positive advice of two illegitimate reviewer reports. The reports were submitted from email accounts which were provided to the journal as suggested reviewers during the submission of the article. Although purportedly real reviewer accounts, the Editors have concluded that these were not of appropriate, independent reviewers. This manipulation of the peer-review process represents a clear violation of the fundamentals of peer review, our publishing policies, and publishing ethics standards. Apologies are offered to the reviewers whose identity was assumed and to the readers of the journal that this deception was not detected during the submission process.",,Bin Wang and Ping-ping Li,,https://doi.org/10.1016/j.tsc.2021.100968,,,,1871-1871,Thinking Skills and Creativity,,,,100968,,RETRACTED: Interdisciplinary approaches to arts education: Exploring the link between creative thinking and mastering exact sciences,https://www.sciencedirect.com/science/article/pii/S1871187121001838,42,2021
article,WILKIE2024101121,"Children are highly inclined to attend to the properties of numbers, operations and equality when given helpful tools for doing so. Our aim was to investigate early algebraic thinking with the compensation property of equality for subtraction. We provided 22 (9–11-year-old) students with physical blocks for building vertical towers and conducted individual interviews with them as they completed a sequence of 15 tasks involving subtraction as difference using concrete, numeric, and symbolic representations. Relational thinking was evidenced across a range of subtraction calculation skill levels. Those students who could use both indirect addition and take-away strategies flexibly, depending on the size of the numbers involved, were more likely to evidence attention to generality with symbolic equations. The shift to symbolic equations elicited some students’ productive attempts to connect subtraction as difference and subtraction as take way but seemed to hinder others by provoking a return to take away calculations rather than relational thinking strategies.",,Karina J. Wilkie and Sarah Hopkins,,https://doi.org/10.1016/j.jmathb.2023.101121,,,,0732-3123,The Journal of Mathematical Behavior,"Generalized arithmetic, Subtraction, Comparison, Difference, Relational thinking, Primary mathematics",,,101121,,Primary students’ relational thinking and computation strategies with concrete-to-symbolic representations of subtraction as difference,https://www.sciencedirect.com/science/article/pii/S0732312323000913,73,2024
article,ZITO2021100222,"This paper presents pilot testing of Owlet, a math program based on two original, tangible interface devices for primary school math and their accompanying apps. We built on prior work that demonstrated promising outcomes regarding manipulatives in math education and tangible user interfaces in a variety of applications. The Owlet program was pilot tested in ten classrooms, spanning students ages 5 to 11. We found that teachers used the exploratory activities to introduce the program, and other activities to encourage differentiated, student-paced practice of math concepts. Students were interested and engaged in using Owlet during the pilot tests, leading to student driven generation of challenges. Through development, Owlet, as a whole program, spanned more math concepts by prioritizing flexibility in one tangible interface and concreteness in the other. Our findings highlight the strengths and weaknesses of each tangible device.",,Lauren Zito and Jennifer L. Cross and Bambi Brewer and Samantha Speer and Michael Tasota and Emily Hamner and Molly Johnson and Tom Lauwers and Illah Nourbakhsh,,https://doi.org/10.1016/j.ijcci.2020.100222,,,,2212-8689,International Journal of Child-Computer Interaction,"Digital manipulative, Math manipulative, Primary math education, Tangible user interface",,,100222,,Leveraging tangible interfaces in primary school math: Pilot testing of the Owlet math program,https://www.sciencedirect.com/science/article/pii/S2212868920300398,27,2021
article,FORD2019131,"The emergence of additive manufacturing and 3D printing technologies is introducing industrial skills deficits and opportunities for new teaching practices in a range of subjects and educational settings. In response, research investigating these practices is emerging across a wide range of education disciplines, but often without reference to studies in other disciplines. Responding to this problem, this article synthesizes these dispersed bodies of research to provide a state-of-the-art literature review of where and how 3D printing is being used in the education system. Through investigating the application of 3D printing in schools, universities, libraries and special education settings, six use categories are identified and described: (1) to teach students about 3D printing; (2) to teach educators about 3D printing; (3) as a support technology during teaching; (4) to produce artefacts that aid learning; (5) to create assistive technologies; and (6) to support outreach activities. Although evidence can be found of 3D printing-based teaching practices in each of these six categories, implementation remains immature, and recommendations are made for future research and education policy.",,Simon Ford and Tim Minshall,,https://doi.org/10.1016/j.addma.2018.10.028,,,,2214-8604,Additive Manufacturing,"3D printing, Additive manufacturing, Teaching, Education, Learning",,,131-150,,Invited review article: Where and how 3D printing is used in teaching and education,https://www.sciencedirect.com/science/article/pii/S2214860417304815,25,2019
