ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
article,SWEET201633,"As software interfaces become more intuitive and require less technical expertise, the robotic arm is not only becoming a tool for automating bespoke construction, it is becoming a tool to help bring the concept of the “Master Builder” back to the architectural profession. Being analogous to a human arm, it is easy to imagine limitless possibilities the robotic arm. However, understanding and utilizing it for the purpose of construction requires more knowledge than just imagining it as prosthetic. Besides a fundamental understanding of the digital workflow from the initial design based data (3D modelling) to machine understandable data (proprietary output code), it requires the design and conception of the robot's physical environment from the tool at the end of its arm (end effector) to its physical surroundings(work cell). Contemporary software tools provide the capabilities for manufacturing purposes and allow for virtual simulations of the production process, ensuring higher rates of success for construction. It is the crossover between the virtual environment and the physical world that will empower architects of the future to reclaim the title of master builders as they will be required to not only comprehend but design and participate in the entire building process inclusive of the manufacturing of components. This paper outlines a pedagogical framework to introduce the multi-layered levels of knowledge to students of architecture that will allow them to use a 6-axis robotic arm for the purpose of automated construction, making them aware of a new and complex building process that will be integral to redefining architecture in the near future.",,Kevin Sweet,,https://doi.org/10.1016/j.autcon.2016.07.001,,,,0926-5805,Automation in Construction,,Computational and generative design for digital fabrication: Computer-Aided Architectural Design Research in Asia (CAADRIA),,33-38,,,Resurrecting the master builder: A pedagogical strategy for robotic construction,https://www.sciencedirect.com/science/article/pii/S0926580516301443,72,2016
article,ANDERSEN20191,"The world is becoming increasingly automated, and the ability to deal with technologies is seen as important in society and working life. Digital fabrication (DF) and design thinking (DT) have been suggested as approaches to developing students’ understanding of technology and their agency in a digitised world. However, nowadays teachers are not being trained in this field. In order to prepare the next generation for a rapidly changing and unknown future heavily influenced by computing it thus seems necessary to focus on the professional development (PD) of teachers. This study investigates how development of professional practice can be conducted to empower teachers and principals to implement DF and DT activities in schools. Initially, the paper gives an overview of nine educational initiatives in the field, followed by a closer examination of the Danish FabLab@SCHOOLdk organisation. The paper identifies the different PD programmes aimed at empowering in-service teachers, pedagogues, and principals in the field of DF and DT. As the main contribution to the research community, the study identifies five important stakeholders that are supporting and operating in synergy inside the FabLab@SCHOOLdk initiative as well as the surrounding gatekeepers with influence on the development processes. The paper further illustrates how the stakeholders operate in the organisation to enable educators to apply DF and DT in schools and discusses the development of professional practice in this field. Finally, a 1:1:1 -model for realising research-based suggestions in PD programmes is presented.",,Hanne Voldborg Andersen and Kati Pitkänen,,https://doi.org/10.1016/j.ijcci.2019.03.001,,,,2212-8689,International Journal of Child-Computer Interaction,"Digital fabrication, Design thinking, Education, Teachers, Principals, Professional development",,,1-16,,,Empowering educators by developing professional practice in digital fabrication and design thinking,https://www.sciencedirect.com/science/article/pii/S2212868918301223,21,2019
article,IONESCU201993,"Collaborative robots (cobots) can improve productivity by flexibly assisting production workers. Nevertheless, due to missing use cases, cobots have yet to be widely adopted in manufacturing. Democratizing robot programming by introducing cobots in public fablabs (or makerspaces) could lead to new applications transferrable to industry thanks to the creativity of interested laypersons. Fablabs could also mitigate the risk of unemployment due to automation by training cobot programmers for manufacturing jobs. In support of the proposed approach this paper introduces a participatory three-layer programming model designed to enable people with little or no programming experience to become effective cobot operators. The model builds on task-oriented programming environments extending them by more versatile yet intuitive programming environments. The model has been successfully evaluated on the basis of a real human-robot assembly application.",,Tudor B. Ionescu and Sebastian Schlund,,https://doi.org/10.1016/j.procir.2019.03.017,,,,2212-8271,Procedia CIRP,"Intuitive robot programming, participatory programming model, cobots, human-robot interaction, assembly system","52nd CIRP Conference on Manufacturing Systems (CMS), Ljubljana, Slovenia, June 12-14, 2019",,93-98,,,A Participatory Programming Model for Democratizing Cobot Technology in Public and Industrial Fablabs,https://www.sciencedirect.com/science/article/pii/S2212827119303221,81,2019
article,MEKKI2024100948,"Yosra Mekki suggests that doctors should have the ability to develop their own machine-learning models. She proposes an approach with the “spotlight” on physicians, to create user-friendly frameworks that allow doctors to develop customized models without requiring extensive previous knowledge of machine learning.",,Yosra Magdi Mekki,,https://doi.org/10.1016/j.patter.2024.100948,,,,2666-3899,Patterns,,,3,100948,,,Physicians should build their own machine-learning models,https://www.sciencedirect.com/science/article/pii/S2666389924000473,5,2024
article,HENDRICKX2021100474,"HIV viral load (VL) is an important predictor of HIV progression and transmission. Anti-retroviral therapy (ART) has been reported to reduce HIV transmission by lowering VL. However, apart from this beneficial effect, increased levels of population mean set-point viral load (SPVL), an estimator for HIV virulence, have been observed in men who have sex with men (MSM) in the decade following the introduction of ART in The Netherlands. Several studies have been devoted to explain these counter-intuitive trends in SPVL. However, to our knowledge, none of these studies has investigated an explanation in which it arises as the result of a sexually transmitted infection (STI) co-factor in detail. In this study, we adapted an event-based, individual-based model to investigate how STI co-infection and sexual risk behaviour affect the evolution of HIV SPVL in MSM before and after the introduction of ART. The results suggest that sexual risk behaviour has an effect on SPVL and indicate that more data are needed to test the effect of STI co-factors on SPVL. Furthermore, the observed trends in SPVL cannot be explained by sexual risk behaviour and STI co-factors only. We recommend to develop mathematical models including also factors related to viral evolution as reported earlier in the literature. However, this requires more complex models, and the collection of more data for parameter estimation than what is currently available.",,Diana M. Hendrickx and Wim Delva and Niel Hens,,https://doi.org/10.1016/j.epidem.2021.100474,,,,1755-4365,Epidemics,"Individual-based modelling, HIV, Sexually transmitted infection co-factor, Viral load trends, Sexual risk behaviour",,,100474,,,Influence of sexual risk behaviour and STI co-infection dynamics on the evolution of HIV set point viral load in MSM,https://www.sciencedirect.com/science/article/pii/S1755436521000293,36,2021
article,KUCUK201731,"Using robotics technologies in education is increasingly common and has the potential to impact students' learning. Educational robotics is a valuable tool for developing students' cognitive and social skills, and it has greatly attracted the interest of teachers and researchers alike, from pre-school to university. The purpose of this study is to understand the behavioral patterns of elementary students and teachers in one-to-one robotics instruction process. The participants were made up of 18 elementary school students and 18 preservice teachers. Quantitative content analysis and lag sequential analysis were used to analyze the student-teacher interactions. According to findings, the students' assembling bricks, sharing ideas and experiences, and the teachers' providing guidance and asking questions were the most frequent behaviors. Regarding behavioral sequences, the teachers' guidance significantly followed the students' behavior of expressing and sharing their ideas that followed the teachers’ questions. The students also significantly tended to play with robots that they themselves designed. Moreover, the teacher-student interactions were discussed in detail in terms of gender differences and difficulty level of robotics activities. The results of this study can be taken into consideration in the design of learning environments with robotics activities.",,Sevda Kucuk and Burak Sisman,,https://doi.org/10.1016/j.compedu.2017.04.002,,,,0360-1315,Computers & Education,"Elementary education, Gender studies, Interactive learning environments, Teaching/learning strategies, Applications in subject areas",,,31-43,,,Behavioral patterns of elementary students and teachers in one-to-one robotics instruction,https://www.sciencedirect.com/science/article/pii/S036013151730074X,111,2017
article,MLADENOVIC20153780,"Job market is increasingly demanding jobs in all fields of Computer science. Besides that, most jobs require computer literacy and computer fluency. Students should get these skills through elementary education. In the Republic of Croatia computer science is part of informatics course which is elective course for students from 5th to 8th grade. Because of that, students have to be motivated to elect such course. To investigate motivation and attitude towards elective course of informatics we conducted survey among 1462 8th grade elementary students as a special form of non-experimental research. Results of the research is presented in this paper.",,Saša Mladenović and Žana Žanko and Monika Mladenović,,https://doi.org/10.1016/j.sbspro.2015.01.1113,,,,1877-0428,Procedia - Social and Behavioral Sciences,"computer science, elementary school, motivation, attitude, survey","International Conference on New Horizons in Education, INTE 2014, 25-27 June 2014, Paris, France",,3780-3787,,,Elementary Students’ Motivation Towards Informatics Course,https://www.sciencedirect.com/science/article/pii/S1877042815011726,174,2015
incollection,ERSTAD2023245,"Our aim is to discuss critical issues related to educational assessment in contemporary societies, especially of so-called 21st century skills. We introduce some key definitions of 21st century skills, outline international initiatives dedicated to advancing them, and present two examples of national curricular developments emphasizing and integrating these. Next, we present some examples of projects illustrating the interrelationship between assessment, education and technological development. Last, we introduce some perspectives on the assessment and transformation of education that point toward opportunities and pitfalls for the future. Our analysis shows that while there are a number of ongoing initiatives dedicated to developing instruments and curricula for assessment of 21st century skills, there are also fundamental challenges for the development of relevant assessments on a systemic level and for transforming practices related to 21st century skills more broadly. The lack of representation from several parts of the world, in international assessment initiatives on 21st century skills, is also striking. By taking a meta-perspective, we identify evolving themes within this field and provide a critical perspective on these developments. We conclude there are a number of opportunities and pitfalls for creating good synergies between 21st century skills in curricula and practices, as well as for developing assessment strategies.",Oxford,Ola Erstad and Fazilat Siddiq,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.09038-2,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Assessment, 21st century skills, Curriculum development, Collaborative problem solving, Digital literacy",,,245-255,Elsevier,,"Educational assessment of 21st century skills—novel initiatives, yet a lack of systemic transformation",https://www.sciencedirect.com/science/article/pii/B9780128186305090382,,2023
article,HUANG20181,"ABSTRACT
Digital Chinese medicine (DCM) is an emerging interdisciplinary field developed from traditional Chinese medicine (TCM) and information science. In this article, we consider the significance and propose an architecture for DCM research, and highlight the key tasks that need to be performed to provide references for the integration of information science into Chinese medicine research.",,Hui-Yong Huang and Jun-Feng Yan and Zhi-Xi Hu,,https://doi.org/10.1016/S2589-3777(19)30002-3,,,,2589-3777,Digital Chinese Medicine,"Interdisciplinary study, Information science, Digital Chinese medicine (DCM), Syndrome differentiation, Digital model",,1,1-8,,,Digital Chinese Medicine Research: an Overview,https://www.sciencedirect.com/science/article/pii/S2589377719300023,1,2018
article,LIU2023101239,"The Three Minute Thesis (3MT) is an academic competition that challenges graduate students to explain their research in 3 minutes to a non-specialist audience. While there have been a few studies examining rhetorical moves and interactional metadiscourse in 3MT presentations, studies focusing on features related to comprehensibility, a key competition requirement, have been lacking. This study examines how highly-specialised research is made comprehensible to non-specialist audiences through “code glosses”, communication strategies that function to facilitate understanding by reformulating, explaining, or elaborating on what has been said (Hyland, 2005). Analysing a corpus of 50 successful 3MT presentations in the electrical and computer engineering discipline, we found code glosses to be one of the most frequently used interactive metadiscourse types in the data. Significantly, Analogies and Definitions emerged as salient-enough features in our data that we added them as additional categories of code gloss, extending Hyland's (2007) two categories of Exemplifiers and Reformulators. Our analysis shows how examples, definitions, analogies, and reformulations are used in distinct ways in 3MT presentations to make the presented research accessible, coherent, and engaging to audiences. Our findings expand current understandings of code glosses, and extend the current knowledge on the 3MT genre by providing insights into its distinctive linguistic features vis-à-vis comprehensibility.",,Yanhua Liu and Ramona Tang and Fei Victor Lim,,https://doi.org/10.1016/j.jeap.2023.101239,,,,1475-1585,Journal of English for Academic Purposes,"3MT presentations, Code glosses, Elaboration, Non-specialists, Academic communication",,,101239,,,The use of code glosses in three minute thesis presentations: A comprehensibility strategy,https://www.sciencedirect.com/science/article/pii/S1475158523000255,63,2023
article,JING2020644,"learner’s cognitive and metacognitive are key personal profile for individualized teaching. To evaluate learner’s comprehensive characteristics, existing learner model were reviewed. Two challenges of constructing an accurate and comprehensive learner model integrating cognitive and metacognitive were summarized. A plan of constructing a comprehensive learner model was made based on analysis of existing massive online learning environment, sensor information technology and educational data-mining. As a case study, a method of how to map learning data onto learners’ cognitive and metacognitive was proposed based on an analysis of a number of pupils’ Scratch projects. Three mapping table were established. Pupil’s cognitive skill could be evaluated from technology shown from Scratch project, namely, data structure, algorithm, computational practices and overall evaluation. Content shown from Scratch project were used to infer pupil’s cognitive style. Meta-cognitive ability can be measured from computational practices and behavior in programming process.",,Sifeng Jing and Ying Tang and Xiwei Liu and Xiaoyan Gong,,https://doi.org/10.1016/j.ifacol.2021.04.154,,,,2405-8963,IFAC-PapersOnLine,"learner model, cognitive state, metacognitive ability, individualized teaching",3rd IFAC Workshop on Cyber-Physical & Human Systems CPHS 2020,5,644-649,,,A Learner Model Integrating Cognitive and Metacognitive And Its Application on Scratch Programming Projects,https://www.sciencedirect.com/science/article/pii/S2405896321002913,53,2020
incollection,KHORRAMDEL2023347,"This chapter provides a conceptual overview of educational surveys known as large-scale assessments and their purpose and policy relevance to education and economies. Examples of the most prominent national, international and regional large-scale assessments are given, including a discussion of how results are reported and how they can be used to build capabilities and improve quality and equity in education worldwide. Their content and measurement characteristics are described and related to their policy relevance, especially with regard to the importance of measuring trends challenged by the need for innovation and advancement over time to retain and increase relevance in an ever-changing world and society driven by technology.",Oxford,Lale Khorramdel and Matthias {von Davier} and Irwin Kirsch and Kentaro Yamamoto,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.10044-2,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Cross-country comparisons, Computer-based innovations, Educational development goals, Educational effectiveness, Large-scale assessments, School monitoring",,,347-358,Elsevier,,Educational surveys: conceptual overview,https://www.sciencedirect.com/science/article/pii/B9780128186305100442,,2023
article,ISMAILOVA2022463,"This paper considers the application of conceptual mathematics to construct a computational model of concepts and individuals. An applicative approach is systematically applied to build a concept-as-process design. Since modern computing considers information processes as the main objects of modeling, the developed design is indeed representative of the semantic processing of information. The nature of concepts – what concepts are – and the constraints that govern the theory of concepts have been, and continue to be, the subject of debate. It is especially interesting to discuss the nature of concepts in connection with the recently established fundamental nature of information processes that are attributable to all phenomena and events occurring in the world around us. The current trend elevates information processes to forms of computing, which can also be implemented through practices, for example, in the form of programming. The deep component is computational models, one way or another expressed by means of mathematics and metamathematics. The main meta-operations used are abstraction and application. Of greatest interest is functional abstraction and application in the form of applying a function to an argument. Despite this “conceptual minimalism”, a rich theory of concepts can be developed. Using this theory, it is possible to focus further discussion not only on the nature of concepts, but also to characterize the position on each of the five important issues that are central to many theories of concepts: (1) ontology of concepts, (2) structure of concepts, (3) empiricism, and nativism about concepts, (4) concepts and natural language, and (5) concepts and conceptual analysis.",,Larisa Ismailova and Viacheslav Wolfengagen and Sergey Kosikov,,https://doi.org/10.1016/j.procs.2022.11.092,,,,1877-0509,Procedia Computer Science,"concept-as-a-process, application, abstraction, conceptual minimalism, computational model",2022 Annual International Conference on Brain-Inspired Cognitive Architectures for Artificial Intelligence: The 13th Annual Meeting of the BICA Society,,463-470,,,Applicative approach to construe a computational model of concepts and individuals,https://www.sciencedirect.com/science/article/pii/S1877050922017835,213,2022
article,OYGARDSLIA201861,"When game design is conducted in classrooms as a learning activity, the students usually have digital, as well as traditional, artifacts available. This article looks at how students organize the use of different artifacts when creating computer games about historical topics. The data informing this article consist of video data collected from one sixth-grade class and one seventh-grade class in Norway. A sociocultural perspective is used to show how the students use a combination of different artifacts as resources in the game design process, focusing on how students take epistemic stances and how the artifacts are given different epistemic status. The students jointly construct knowledge that they then integrate into computer games using artifacts such as textbooks, world maps, Google, and timelines. The article shows how designing games about historical topics is a complex process in which students use artifacts as the basis for knowledge claims and storytelling, and students need to negotiate and balance their own design preferences with historical accuracy and the expectations of the classroom setting.",,Kristine Øygardslia and Pål Aarsand,,https://doi.org/10.1016/j.lcsi.2018.04.013,,,,2210-6561,"Learning, Culture and Social Interaction","Game-based learning, Artifacts, Computer game design, Epistemic stance",,,61-73,,,"“Move over, I will find Jerusalem”: Artifacts in game design in classrooms",https://www.sciencedirect.com/science/article/pii/S2210656117302830,19,2018
article,WEINTROP20191,"The last ten years have seen a proliferation of introductory programming environments for younger learners. Increasingly, these environments are moving into the “cloud” where they can be accessed through web browsers and run on a variety of devices including tablets and smartphones. The shift to online settings enables a variety of powerful pedagogical features to be incorporated into the design of these learning environments, including making it easy to share learner-authored programs, browse projects written by others, and allow learners to incorporate various Internet resources into their work. Further, the Internet itself can serve as a productive canvas upon which novice programmers can create in the form of dynamic and interactive web pages. This shift in venue for authoring and editing programs is particularly well-suited for young learners growing up in an increasingly online world. In this paper, we present theoretical and practical arguments for online introductory programming environments as powerful learning tools and present data showing various ways young learners take advantage of features of the environment enabled by being situated online. In particular, the paper looks at how the online context can support young learners in authoring programs and interacting with programs authored by others. The contribution of this work is to advance our understanding of how the Internet can be utilized as a resource to situate learning and serve as an inviting and accessible pathway into computing.",,David Weintrop and David Bau and Uri Wilensky,,https://doi.org/10.1016/j.ijcci.2019.01.001,,,,2212-8689,International Journal of Child-Computer Interaction,,,,1-8,,,"The cloud is the limit: A case study of programming on the web, with the web",https://www.sciencedirect.com/science/article/pii/S2212868917301034,20,2019
article,LANDAU20112071,"Various aspects of computational physics education are discussed, including the need for it, its content and various efforts at providing it. Also described is a new eTextBook that incorporates video lecture modules, source and executeable codes, multimedia enhancements and extensive linkages. The first draft is in pdf and can be “read” with a variety of devices.",,Rubin H. Landau and Manuel J. Paez and Cristian Bordeianu and Sally Haerer,,https://doi.org/10.1016/j.cpc.2010.11.006,,,,0010-4655,Computer Physics Communications,"Computation, Education, Computational physics, Problem solving, Content, Digital book, eBook, Video lectures","Computer Physics Communications Special Edition for Conference on Computational Physics Trondheim, Norway, June 23-26, 2010",9,2071-2075,,,Making physics education more relevant and accessible via computation and eTextBooks,https://www.sciencedirect.com/science/article/pii/S0010465510004522,182,2011
article,SAMARASEKERA2022423,,,Udani Samarasekera,,https://doi.org/10.1016/S0140-6736(22)01426-X,,,,0140-6736,The Lancet,,,10350,423,,,Tulio de Oliveira: collaborating to boost science in Africa,https://www.sciencedirect.com/science/article/pii/S014067362201426X,400,2022
incollection,ARTOPOULOS2023280,"Born in the mid-1990s, the term Knowledge Economy has been a driving force in discussion around development and education in the last three decades. It became the main legitimating argument for various programs promoting educational change and innovation by international organizations, national governments and social actors from industry, civil society, and academia. From a sociotechnical imaginaries approach, this paper aims to critically review the concept by mapping theoretical developments resulting from the dialog between applied research, policy proposals, and case studies. I will examine KE building as an endeavor that comprises symbolic and socio-material dimensions, analyzing discontinuities in specific structural and sociotechnical transitions. I propose conclude that there is no single, universal KE as a desirable development destination per se.",Oxford,Alejandro Artopoulos,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.01040-X,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Knowledge economy, Knowledge society, Educational change, Sociotechnical imaginaries",,,280-289,Elsevier,,Knowledge economy meets development imaginaries,https://www.sciencedirect.com/science/article/pii/B978012818630501040X,,2023
article,LAITSOU2024102868,"This study investigates the relationship between human well-being and digital development, concentrating on the case study of the EU-27 countries between 2018 and 2021. The investigation makes use of the HDI, a statistic developed by the United Nations to measure human well-being, and the DESI, which evaluates Europe's digital performance. The main goal of this research is to establish the relationship between a nation's DESI and HDI values and to investigate potential country classifications based on these indicators over the study period. Additionally, it evaluates how the Covid-19 pandemic has affected these indicators. The results deepen our understanding of the dynamic interaction between human well-being and digital development. Moreover, this study proposes a set of policies and strategies that can serve as valuable tools for policymakers and researchers.",,Eleni Laitsou and Dimitris Katsianis and Apostolos Xenakis and Vassilis C. Gerogiannis,,https://doi.org/10.1016/j.telpol.2024.102868,,,,0308-5961,Telecommunications Policy,"Digital economy and society index (DESI), Human development index (HDI), European countries, Covid-19 pandemic, Regression analysis",,,102868,,,Pacing the digital decade: Digital evolution and its impact on human well-being,https://www.sciencedirect.com/science/article/pii/S0308596124001654,,2024
article,KALELIOGLU2015200,"This study attempts to investigate the effect of teaching code.org site on reflective thinking skills towards problem solving. More specifically, this study attempts to investigate whether there is a gender difference in terms of students’ reflective thinking skills towards problem solving. This triangulation study was conducted with 32 primary school students. The quantitative part of the study was conducted in pre-test/post-test comparison design of quasi-experimental design. The scores of reflective problem solving skills were gathered through the reflective thinking skill scale towards problem solving and the students’ performances in the code-org site were examined. In the qualitative part of the research, after the five-week experimental process, focus group interviews were conducted with ten students and a reflection paper from the IT teacher was analysed. According to the t-test results, teaching programming to primary school students in the code.org site did not cause any differences in reflective thinking skills towards problem solving. However, there is a slight increment in the means of female students’ reflective thinking skills towards problem solving over the males’ reflective thinking skills towards problem solving. On the other hand, qualitative data provided more information about the students’ experiences. Students developed a positive attitude towards programming, and female students showed that they were as successful as their male counterparts, and that programming could be part of their future plans.",,Filiz Kalelioğlu,,https://doi.org/10.1016/j.chb.2015.05.047,,,,0747-5632,Computers in Human Behavior,"Improving classroom teaching, Programming and programming languages, Elementary education",,,200-210,,,A new way of teaching programming skills to K-12 students: Code.org,https://www.sciencedirect.com/science/article/pii/S0747563215004288,52,2015
article,ASARE2022100433,"The scaling up of antiretroviral therapy services over the past decades has led to a remarkable reduction in HIV infections and HIV-related deaths in South Africa (SA). While this is a step in the right direction, it brings a new public health challenge into focus, namely psychological challenges associated with such chronic and often stigmatising condition in SA, home to the largest HIV epidemic. Given the current lack of national-level evidence, we investigated the role of the HIV epidemic on depression onset in SA using nationally representative panel data from the South African National Income Dynamics Study (SA-NIDS). Our incident cohort consisted of 13,020 sampled adult participants who were depression-free in Wave 4 (baseline year of 2015). We then measured the risk of depression onset in Wave 5 (year 2017) based on the level of HIV prevalence in the community where study participants resided at baseline. A High-resolution map of HIV spatial heterogeneity (i.e., community HIV prevalence) was generated using ordinary kriging mapping methods from a separate nationally representative data source that corresponded to the investigation period. Geospatial analyses were conducted to identify the spatial structure of HIV and depression onset, and generalised estimating equations (GEE) regression models were fitted to determine the risk of depression onset over time based on community HIV prevalence. Our geospatial analyses indicated that HIV and depression onset prevalence spatially overlapped in the eastern part of the country, particularly in Gauteng, KwaZulu-Natal, Mpumalanga, and Free State province. The GEE regression analyses indicated that individual residency in a community with high HIV prevalence was significantly associated with a higher risk of depression than a low HIV prevalence community (adjusted odds ratio =1.45, 95% CI=1.12-1.48). For the first time, we identified a geospatial overlap between HIV and depression, with a greater risk of depression onset in high HIV prevalence communities, at a national scale in SA. There is a need for place-based policy interventions that prioritise the availability of and access to mental health services in high HIV prevalent SA communities, in an ageing HIV epidemic.",,Kwabena Asare and Andrew Tomita and Nigel Garrett and Rob Slotow and Jonathan K Burns and Frank Tanser and Diego F. Cuadros,,https://doi.org/10.1016/j.jadr.2022.100433,,,,2666-9153,Journal of Affective Disorders Reports,"Depression, HIV, Community, Prevalence",,,100433,,,"Depression onset and its association with community HIV prevalence: A geospatial and panel analyses of nationally representative South African data, 2015–2017",https://www.sciencedirect.com/science/article/pii/S2666915322001251,10,2022
article,CAGLAR2015255,"Despite their advanced status, nations such as the United States of America continue to face a STEM (science, technology, engineering and mathematics) crisis in their education system. Lack of effective teaching modalities that can leverage real-world examples to stimulate student interest in STEM concepts are identified as one of the reasons for this crisis. To address these challenges, our research is investigating the use of innovative and attractive modeling and simulation frameworks for concurrent, interactive and collaborative STEM education where vehicular traffic serves as the real-world example to reify STEM concepts. Existing traffic-related tools, such as traffic simulators, however, do not provide: (1) intuitive abstractions to construct, refine, and simulate various traffic models that are commensurate to the level of high school students, (2) concurrent and scalable model execution, and (3) collaborative learning environments. On the other hand, although intuitive abstractions such as Google Maps exist, these abstractions do not support semantics for dynamic behavior, which is representative of real-world traffic scenarios. To overcome both these challenges and address the STEM problem, this paper presents a Cloud-based, Collaborative, and Scaled-up Modeling and Simulation Framework for STEM Education called C2SuMo. The key contribution of this paper lies in the design and implementation of a cloud-based, elastic modeling and simulation framework that provides an intuitive, model-driven, collaborative, and concurrent visual simulation environment for STEM education. The paper also reports on insights we gained conducting a user study involving over sixty high school students.",,Faruk Caglar and Shashank Shekhar and Aniruddha Gokhale and Satabdi Basu and Tazrian Rafi and John Kinnebrew and Gautam Biswas,,https://doi.org/10.1016/j.simpat.2015.06.006,,,,1569-190X,Simulation Modelling Practice and Theory,"Cloud, Modeling, Simulation-as-a-service, STEM",Special issue on Cloud Simulation,,255-273,,,Cloud-hosted simulation-as-a-service for high school STEM education,https://www.sciencedirect.com/science/article/pii/S1569190X1500101X,58,2015
article,GONG2024101641,"Remixing is a balance between imitation and originality, which gets a lot of attention as an important source of creative behaviors. Exploring the relationship between the Scratch project and its remix would provide a new perspective for understanding users’ creative behaviors. To this end, this study used 20 projects and their 957 remixes as samples to analyze creative behavior in Scratch through quantitative statistics and correlation analysis. Three research questions are addressed: (1) What creative levels are there among the remixes? (2) What relationships are there between the project and its remixes? and (3) What creative trends are there indicated in the remixes? The main results are concluded as follows. First, four creative levels of remixes based on the SOLO taxonomy are found, including feature change, appearance change, element creation, and structure creation. Feature change has the highest sum of remixes, which indicates that most remixes are at a low creative level. Second, the internal characteristics of projects are related to the lower creative level of remix, while the external characteristics are attached to the higher creative level of remix. Finally, the two-level, three-level, and four-level iteration chain of remixes are found, in which remixes with high creativity is more likely to inspire remixes with lower or equal creativity. Based on these results, suggestions for further research and improvement are discussed. This study has important implications for understanding the creative level of remix among users in programming community and guiding users to make valuable remixes.",,Jiaxin Gong and Xiaofan Liu and Jun Peng and Baichang Zhong,,https://doi.org/10.1016/j.tsc.2024.101641,,,,1871-1871,Thinking Skills and Creativity,"Remix, Creative behaviors, Scratch project, Programming",,,101641,,,Remixing between imitation and originality: Exploring creative behaviors in scratch projects,https://www.sciencedirect.com/science/article/pii/S1871187124001792,54,2024
article,ISMAILOVA2021317,"The paper considers methods to organize a network of links to parameterized data objects. A data object is an object identified by standard methods, including the network identifiers URI, URL and URN. The data objects can be either atomic or have a complex structure, including links to other objects, and this ensures the linking of objects into a network, which can be considered as an information graph. It turns out to be possible to formulate a number of criteria for supporting the integrity of such a structure; the paper proposes language tools to formulate such criteria. An essential feature of this network is the dependence of the objects’ information content on a number of parameters, first of all, on time. Depending on the parameter, the information content of the object can change both with the preservation of the integrity of the structure, and with its damage. The paper considers methods for a parameterized description of objects while maintaining integrity based on the formalism of category theory. The formalization used allows defining two relations between objects and their names (identifiers): access and links. The paper studies the basic properties of such relations and reveals the differences between them. Category theoretical means of describing objects require appropriate support tools for practical application. The paper proposes a configuration of support tools for a network of links to parameterized data objects based on a combination of conceptual modeling tools and applicative computing tools. The proposed tools provide basic methods of access to the network of information graphs. An essential feature of the proposed tools is the ability to determine the subjective way of considering the information graph (based on the category of correlations), as well as harmonizing an objective and subjective way of considering. The proposed tools were tested in the development of applied information systems in the field of implementation of the best available technologies (BAT).",,Larisa Ismailova and Sergey Kosikov and Viacheslav Wolfengagen,,https://doi.org/10.1016/j.procs.2021.06.042,,,,1877-0509,Procedia Computer Science,"data objects, object identification, conceptual constructions, informational graph, semantics, category theory, model parametrization",2020 Annual International Conference on Brain-Inspired Cognitive Architectures for Artificial Intelligence: Eleventh Annual Meeting of the BICA Society,,317-323,,,Prototype Mechanisms for Supporting the Network of Links to Parameterized Data Objects,https://www.sciencedirect.com/science/article/pii/S1877050921012862,190,2021
article,SCHERER2017604,,,Ronny Scherer and Samuel Greiff and Paul A. Kirschner,,https://doi.org/10.1016/j.chb.2017.08.020,,,,0747-5632,Computers in Human Behavior,,,,604-606,,,Editorial to the special issue: Current innovations in computer-based assessments,https://www.sciencedirect.com/science/article/pii/S0747563217304879,76,2017
article,GASEVIC2022107304,"Learning analytics uses large amounts of data about learner interactions in digital learning environments to understand and enhance learning. Although measurement is a central dimension of learning analytics, there has thus far been little research that examines links between learning analytics and assessment. This special issue of Computers in Human Behavior highlights 11 studies that explore how links between learning analytics and assessment can be strengthened. The contributions of these studies can be broadly grouped into three categories: analytics for assessment (learning analytic approaches as forms of assessment); analytics of assessment (applications of learning analytics to answer questions about assessment practices); and validity of measurement (conceptualization of and practical approaches to assuring validity in measurement in learning analytics). The findings of these studies highlight pressing scientific and practical challenges and opportunities in the connections between learning analytics and assessment that will require interdisciplinary teams to address: task design, analysis of learning progressions, trustworthiness, and fairness – to unlock the full potential of the links between learning analytics and assessment.",,Dragan Gašević and Samuel Greiff and David Williamson Shaffer,,https://doi.org/10.1016/j.chb.2022.107304,,,,0747-5632,Computers in Human Behavior,,,,107304,,,Towards strengthening links between learning analytics and assessment: Challenges and potentials of a promising new bond,https://www.sciencedirect.com/science/article/pii/S0747563222001261,134,2022
