ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
article,YAMAGUCHI2023427,"Purpose
There is a critical need to understand how to attract Black girls and other girls of color to the science, technology, engineering, math, and computer science (STEM+CS) field. This study aims to look at the design and implementation of a CS learning ecosystem that supports girls of color in acquiring critical CS skills starting in middle school.
Design/methodology/approach
This mixed-method case study included 53 girls, between the ages of 11 and 13, in four US middle schools. Study methods included the analysis of a pre-program student survey, longitudinal interviews and focus groups, weekly observations and computing artifacts.
Findings
Program participants were interested in CS, were confident in their ability to learn CS, had prior coding and CS experience and had parents and teachers who encouraged them to learn CS. But some students showed dependent learning behaviors while engaging in CS activities. These included relying on instructors and being reticent to make mistakes–behaviors that limit learning. The CS learning ecosystem supported students as they shifted from applying dependent learning approaches to applying independent learning approaches. Instructors sustained a growth mindset and supported productive struggle as students learned CS skills.
Originality/value
A CS learning system supported equitable learning experiences and helped students develop independent learning behaviors that led to deeper engagement in CS.",,Ryoko Yamaguchi and Veronica {Hankerson Madrigal} and Cyntrica N. Eaton and Jamika D. Burge,,https://doi.org/10.1108/JME-01-2023-0004,,,,2053-535X,Journal for Multicultural Education,"Black girls, Computer science, Computational thinking, Dependent learning, Equity, Independent learning, Learning behaviors, Learning ecosystem, Middle school girls, STEM, STEM+CS",,4,427-442,,,Equitable STEM+CS learning experiences for girls of color: nurturing an independent learning approach via a learning ecosystem,https://www.sciencedirect.com/science/article/pii/S2053535X23000368,17,2023
article,ABUHAY2018193,"This paper presents the results of topic modelling and analysis of topic networks using the corpus of the International Conference on Computational Science (ICCS), which contains 5982 domain-specific papers over seventeen years 2001–2017. We discuss the topical structures of ICCS, and show how these topics have evolved over time in response to the topicality of various domains, technologies and methods, and how all these topics relate to one another. This analysis illustrates the multidisciplinary research and collaborations among scientific communities, by constructing static and dynamic networks from the topic modelling results and from the authors’ keywords. The results of this study provide insights regarding the past and future trends of core discussion topics in computational science and show how “computational thinking” has propagated across different fields of study. We used the Non-negative Matrix Factorization (NMF) topic modelling algorithm to discover topics. The resulting topics were then manually labelled and grouped hierarchically on three levels. Next, we applied trend analysis and Change Point Analysis (CPA) to study the evolution of topics over seventeen years and to identify the growing and disappearing topics. We used Gephi to examine the static networks of topics, and an R library called DyA to analyse the dynamic networks of topics. We also analysed the conference as a platform for potential collaboration development through the perspective of collaboration networks. The results show that authors of ICCS papers continue to actively collaborate after the conference − on average authors collaborate with three other ICCS authors, − which suggests that ICCS is a valuable platform for collaboration development.",,Tesfamariam M. Abuhay and Sergey V. Kovalchuk and Klavdiya Bochenina and Gali-Ketema Mbogo and Alexander A. Visheratin and George Kampis and Valeria V. Krzhizhanovskaya and Michael H. Lees,,https://doi.org/10.1016/j.jocs.2018.04.004,,,,1877-7503,Journal of Computational Science,"Topic modelling, Natural language processing, ICCS, Computational science, Graph theory, Collaboration networks",,,193-204,,,Analysis of publication activity of computational science society in 2001–2017 using topic modelling and graph theory,https://www.sciencedirect.com/science/article/pii/S1877750318302461,26,2018
article,SCHEZSOBRINO2024100648,"This paper presents MR-LEAP (Mixed-Reality Learning Environment for Aspirational Programmers), a framework developed for learning programming through Mixed Reality and gamification mechanics. MR-LEAP’s architecture is designed to facilitate the understanding of basic programming concepts while allowing the gradual incorporation of more complex concepts. The framework provides a simple visual level editor. MR-LEAP is supported by the Mixed Reality Toolkit framework to promote portability to new Mixed Reality devices. Our goal is to facilitate programming education using Mixed Reality technology. MR-LEAP has already been used in both research and educational.",,Santiago Schez-Sobrino and Francisco M. García and Javier A. Albusac and Carlos Glez-Morcillo and Jose J. Castro-Schez and David Vallejo,,https://doi.org/10.1016/j.simpa.2024.100648,,,,2665-9638,Software Impacts,"Programming learning, Mixed reality, Gamification, Computational thinking, Problem solving",,,100648,,,MR-LEAP: Mixed-Reality Learning Environment for Aspirational Programmers,https://www.sciencedirect.com/science/article/pii/S2665963824000368,20,2024
article,EGUCHI2016692,"RoboCupJunior is an international educational robotics initiative, aiming to promote STEM content and skill learning among participating youth through educational robotics competition inaugurated in 2000. What makes RoboCupJunior quite unique is its relationship with RoboCup which aims to promote robotics and AI research, by offering a publicly appealing, but formidable challenge including development of soccer robots, search and rescue robots, and robots functions at home and at work. This paper introduces a case of RoboCupJunior and the effectiveness of its practice for enhancing learning of STEM contents and skills for innovation and creativity among participating students. It presents the survey results from one of the World Championships held in 2012, the anecdotal and personal account of participating US students on their learning experience from their participation in 2013 World Championship, and participating students’ technological and innovative contributions to highlight the impacts RoboCupJunior has had through over a decade of its practice.",,Amy Eguchi,,https://doi.org/10.1016/j.robot.2015.05.013,,,,0921-8890,Robotics and Autonomous Systems,"Educational robotics, Robotics competitions, STEM education, Computational thinking, Engineering skills, 21st century skills",,,692-699,,,"RoboCupJunior for promoting STEM education, 21st century skills, and technological advancement through robotics competition",https://www.sciencedirect.com/science/article/pii/S0921889015001281,75,2016
article,JOHNSON2022105743,"Advances in computational thinking and data science have led to a new era of artificial intelligence systems being engineered to adapt to complex situations and develop actionable knowledge. These learning systems are meant to reliably understand the essence of a situation and construct critical decision recommendations to support autonomous and human–machine teaming operations. In parallel, the increasing volume, velocity, variety, veracity, value, and variability of data is confounding the complexity of these new systems – creating challenges in terms of their development and implementation. For artificial systems supporting critical decisions with higher consequences, safety has become an important concern. Methods are needed to avoid failure modes and ensure that only desired behavior is permitted. This paper discusses an approach that promotes self-awareness, or metacognition, within the artificial intelligence systems to understand their external and internal operational environments and use this knowledge to identify potential failures and enable self-healing and self-management for safe and desired behavior.",,Bonnie Johnson,,https://doi.org/10.1016/j.ssci.2022.105743,,,,0925-7535,Safety Science,"Metacognition, Artificial intelligence systems, Machine learning, System safety, Complexity",,,105743,,,Metacognition for artificial intelligence system safety – An approach to safe and desired behavior,https://www.sciencedirect.com/science/article/pii/S0925753522000832,151,2022
article,JOO2024226,"AI education aims to nurture convergence talents equipped with various knowledge and AI capabilities. However, the educational programs developed so far are designed for less than 10 sessions. This is insufficient time for students to understand artificial intelligence algorithms, utilize the learned principles of artificial intelligence, and expand by converging with various knowledge. Since the developmental characteristics of students in the lower grades of elementary school are different, it is difficult to apply them as they are. Therefore, it is necessary to study the following AI education teaching and learning methods suitable for lower grade students. In this study, we develop a teaching system design model for artificial intelligence-based subject convergence education for elementary school students in the lower grades, and based on this, design and apply an artificial intelligence-based subject convergence education program. Experiments were conducted with 47 second-year elementary school students, and students’ responses were better in the AI-based convergence education program than in general subject classes in terms of interest, understanding, and expectations for classes.",,Kil Hong Joo and Nam Hun Park,,https://doi.org/10.1016/j.procs.2024.06.166,,,,1877-0509,Procedia Computer Science,"Artificial intelligence education, Lower grades in elementary school",CENTERIS – International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies 2023,,226-233,,,Teaching and Learning Model for Artificial Intelligence Education,https://www.sciencedirect.com/science/article/pii/S1877050924014091,239,2024
article,BESTER2024820,"Crop Wild Relatives (CWR) are good sources of unexplored genetic diversity that can assist plant breeders to increase the yield and resilience of their crops. These species are valuable plant genetic resources (PGR) that have been used in more than 4,157 documented cases of plant improvement to date. South Africa has 258 prioritized CWR, selected based on their distribution, threat status and potential as gene donors. In light of ongoing habitat destruction, global warming and mismanagement of resources, the conservation of these PGR is vital. Complementary conservation approaches allow for the continuous development of CWR, while harnessing and applying the available diversity in plant breeding programs. The South African National Biodiversity Strategy and Action Plan (NBSAP) strives to utilize conservation resources to build and maintain an effective complementary, in situ to ex situ conservation pipeline. As part of the Southern African Development Community (SADC), South Africa has access to numerous resources that can assist to protect its rich floral diversity, including the SADC Plant Genetic Resource Centre (SPGRC), the SADC CWR Project and CAPFITOGEN3.",,C Bester and NC {Le Maitre} and M Visser and WC Botes,,https://doi.org/10.1016/j.sajb.2024.09.041,,,,0254-6299,South African Journal of Botany,"Crop wild relatives (CWR), Complementary conservation, Plant breeding, Southern African development community (SADC), CAPFITOGEN",,,820-829,,,Complementary conservation of South African crop wild relatives for plant improvement,https://www.sciencedirect.com/science/article/pii/S0254629924005945,174,2024
article,MANNILA2023100132,"The technological development has raised awareness for the importance of digital competence and computational thinking (CT) to understand the digital world and has resulted in revised curricula in many countries. In Finland, a new curriculum for grades 1–9 came into force in 2016 introducing digital competence (including programming) to be integrated in other subjects. Most teachers lack prior experience in programming and there is a need for suitable instructional models. This article presents a cross-curricular teaching sequence and the results from a case study conducted in four Finnish schools. Students in grades 4–6 collaboratively worked on a project combining arts, design and CT with other subjects. The results show that students demonstrated several CT abilities while working on their projects, in particular creativity, tinkering and debugging. The findings also indicate that teachers and students learned together (co-agency) and suggest that models like the teaching sequence can help and encourage teachers to integrate programming and CT in a cross-curricular manner. Still, the teachers’ knowledge, ambition level and understanding of the task at hand, as well as the organizational support appear to play a notable role when planning and carrying out projects of this kind. While CT is commonly seen as developed through programming, the teaching sequence seems to have fostered CT abilities through the project as a whole, with programming playing the role of a tool or a glue depending on the time available, and the students’ skill and ambition level.",,Linda Mannila and Teemu Leinonen and Merja Bauters and Marjaana Veermans,,https://doi.org/10.1016/j.caeo.2023.100132,,,,2666-5573,Computers and Education Open,"K-12 education, Computational thinking, Cross-curricular projects, Arts and design",,,100132,,,Student and teacher co-agency when combining CT with arts and design in a cross-curricular project,https://www.sciencedirect.com/science/article/pii/S2666557323000101,4,2023
article,MACRIDES2022100396,"The current study aims to provide a systematic review of the literature about the teaching of programming in early-childhood education, and specifically for the age group of 3–8 years old. The review presents empirical investigations with young learners and reports on relevant frameworks and curriculum programs, effects of teaching approaches and educational tools on learning, and learning outcomes and pedagogical benefits of teaching programming. Based on the empirical studies reviewed in this study, programming can be introduced to young learners as a stand-alone subject matter or can be integrated in the regular kindergarten curriculum with other subject areas such as music, movement and dance, art, science, mathematics, and literacy. In addition, programming can be infused in literacy and storytelling activities as a developmentally appropriate delivery approach. The authors conclude that future research should devote time and effort in the development of educational curricula in which the teaching of programming is fully integrated, as well as teacher training programs so that teachers become competent to teach programming in early childhood education.",,Elena Macrides and Ourania Miliou and Charoula Angeli,,https://doi.org/10.1016/j.ijcci.2021.100396,,,,2212-8689,International Journal of Child-Computer Interaction,"Programming, Early-childhood education, Computational thinking, Robotics",,,100396,,,Programming in early childhood education: A systematic review,https://www.sciencedirect.com/science/article/pii/S2212868921000891,32,2022
article,VARTIAINEN2020100182,"While artificial intelligence and machine learning is becoming a commonplace feature of people’s everyday lives, so far few theoretical or empirical studies have focused on investigating it in K-12​ education. Drawing on the sociocultural theory of learning and participation, this case study explored how six very young children taught and explored Google’s Teachable Machine in nonschool settings. Through fine-grained analysis of video recordings and interviews with the children, the article illustrates the content and the process of teaching where 3–9 year old children were producing machine learning data sets and models as well as observing, exploring, and explaining their own interaction with machine learning systems. The results illustrate the quick-paced and embodied nature of the child-computer interaction that also supported children to reason about the relationship between their own bodily expressions and the output of an interactive ML-based tool. The article concludes with discussions on the emergent process of teaching and learning as well as on ways of promoting children’s participation and sense of agency in the age of machine learning.",,Henriikka Vartiainen and Matti Tedre and Teemu Valtonen,,https://doi.org/10.1016/j.ijcci.2020.100182,,,,2212-8689,International Journal of Child-Computer Interaction,"Machine learning, Computational thinking, K-12, Participatory learning, Early childhood, Participatory research, Artificial intelligence",,,100182,,,Learning machine learning with very young children: Who is teaching whom?,https://www.sciencedirect.com/science/article/pii/S2212868920300155,25,2020
article,2024100678,,,,,https://doi.org/10.1016/j.ijcci.2024.100678,,,,2212-8689,International Journal of Child-Computer Interaction,,,,100678,,,Erratum regarding missing Declaration of Competing Interest statements in previously published articles,https://www.sciencedirect.com/science/article/pii/S2212868924000473,41,2024
article,BENSASSI20233123,"Developing Scientific Reasoning (SR) competencies at an early age, are challenging to meet expectation of the 4th sustainable development goal. Hence, educators and educational decision-makers try to embed these competencies into such subjects as the arts, language, technology, economics, mathematics and science, using an inter-disciplinary approach. In this context, this paper proposes a fuzzy knowledge-based solution to build practical pupils, educators, and decision-makers recommender system to support the development of SR competencies in a data driver manner. Our system consists of:(1) inferring and computational module that calculates in a fuzzy manner the global appreciation to each SR-competencies. (2) recommendation module that aims to help learners, educators and decision makers to assess the degree of development of SR competencies and to get alternative suggestion of remediation. The proposed solution has been tested on the last two levels of science education in four Tunisian elementary schools in different regions. A preliminary analysis showed that the learning process should be more focused on Tunisian pupil's profile, and that investigation and collaborative based learning should be applied further in Tunisian classroom.",,Manel BenSassi and Henda Ben Ghezala,,https://doi.org/10.1016/j.procs.2023.10.306,,,,1877-0509,Procedia Computer Science,"Learning analytics, educational recommendations, fuzzy competencies assessment, knowledge representation, fuzzy ontology, Scientific Reasoning competencies",27th International Conference on Knowledge Based and Intelligent Information and Engineering Sytems (KES 2023),,3123-3132,,,Fuzzy knowledge based assessment system for K-12 Scientific Reasoning Competencies,https://www.sciencedirect.com/science/article/pii/S1877050923014643,225,2023
article,MANSON2010857,"We describe our experiences with curriculum development and learning assessment in a new undergraduate computational science program. We report on the development and pilot testing of assessment tools in both core and cognate courses. Specifically, we detail a diagnostic assessment that predicted success in our introductory computational science course with reasonable reliability; we give an account of our use of an existing assessment tool to investigate how introducing computational thinking in a cognate course influences learning of the traditional course material; and we discuss developing a pancurriculum rubric for scoring computational science projects.",,J. Russell Manson and Robert J. Olsen,,https://doi.org/10.1016/j.procs.2010.04.094,,,,1877-0509,Procedia Computer Science,"Computational science education, Computational thinking, Curriculum development, Assessment, Placement diagnostics, Force Concept Inventory (FCI), Rubrics",ICCS 2010,1,857-865,,,Assessing and refining an undergraduate computational science curriculum,https://www.sciencedirect.com/science/article/pii/S1877050910000955,1,2010
article,NOROOZI2019295,"Technology-enhanced learning environments provide ample opportunities for learners to self-regulate their learning processes and activities for achieving the intended learning outcomes in various disciplines from soft to hard sciences and from humanities to the natural and social sciences. This special issue discusses the emerging technological advancements and cutting-edge research on self-regulated learning dealing with different cognitive, motivational, emotional, and social processes of learning both at the individual and group levels. Specifically, it discusses how to optimally use advanced technologies to facilitate learners’ self-regulated learning for achieving their own individual learning needs and goals. In this special issue, seven researchers/research teams from the fields of collaborative learning, computational thinking, educational psychology, and learning analytics presented contributions to self-regulated learning with the goal of stimulating cross-border discussion in the field.",,Omid Noroozi and Sanna Järvelä and Paul A. Kirschner,,https://doi.org/10.1016/j.chb.2019.07.020,,,,0747-5632,Computers in Human Behavior,,,,295-297,,,Multidisciplinary innovations and technologies for facilitation of self-regulated learning,https://www.sciencedirect.com/science/article/pii/S0747563219302638,100,2019
article,DINDLER2023100599,"This paper presents and explores an analytical, research-based model for computational empowerment in K-9 education. The model, entitled DORIT (“Do your Own Research In Technology”), contributes to Child–Computer Interaction research by providing scaffolding for teachers to create teaching activities emphasising a critical inquiry approach to computational empowerment. We present the DORIT model, its research base and report from a study where 18 in-service teachers took part in codesigning and testing lesson plans based on the model for grades 1, 6, 7 and 9. The lesson plans serve as proof-of-concept demonstrations of how the DORIT model can scaffold teaching activities. We further analyse how the teachers used the model in practice, and report from post-interviews with the teachers regarding their experiences with the model. We conclude the paper by discussing the potentials and challenges of the DORIT model to support computational empowerment in future CCI research.",,Christian Dindler and Ole Sejer Iversen and Mikkel Hjorth and Rachel Charlotte Smith and Hannah Djurssø Nielsen,,https://doi.org/10.1016/j.ijcci.2023.100599,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational empowerment, DORIT, Analytical model, Ethical and societal implications, Technology education",,,100599,,,DORIT: An analytical model for computational empowerment in K-9 education,https://www.sciencedirect.com/science/article/pii/S2212868923000363,37,2023
article,THOMPSON2024939,"Despite the lack of research, development, and innovation funds, especially in South Atlantic countries, the Atlantic is suited to supporting a sustainable marine bioeconomy. Novel low-carbon mariculture systems can provide food security, new drugs, and climate mitigation. We suggest how to develop this sustainable marine bioeconomy across the entire Atlantic.",,Cristiane Thompson and Alice C. Ortmann and Thulani Makhalanyane and Fabiano Thompson,,https://doi.org/10.1016/j.tibtech.2023.12.011,,,,0167-7799,Trends in Biotechnology,"All Atlantic, food security, biotechnology, low-carbon aquaculture, integrated multitrophic aquaculture, biofloc technology",,8,939-941,,,Leveraging marine biotechnology for an All-Atlantic sustainable blue economy,https://www.sciencedirect.com/science/article/pii/S0167779923003670,42,2024
article,KUCUK2020100167,"In this study, Turkish secondary school students’ attitudes towards robotics and STEM were examined in terms of gender and robotics experience. Sample consisted of 240 secondary school students (98 females and 142 males; grades 5–7). Two scales were used to collect data: STEM Attitude Scale and Robotics Attitude Scale. The data were analyzed using a One-way MANOVA and through correlational methods. Results show that the students’ attitudes towards robotics and STEM were positive. Gender had no effect on STEM attitudes. However, in terms of robotics attitudes, female students had significantly less desire and less confidence to learn robotics than male students. There was no gender effect on computational thinking and teamwork. Implications were discussed in terms of theoretical insights, practices for educational robotics in STEM, and directions for further research.",,Sevda Kucuk and Burak Sisman,,https://doi.org/10.1016/j.ijcci.2020.100167,,,,2212-8689,International Journal of Child-Computer Interaction,"Secondary education, Gender studies, Educational robotics, STEM",,,100167,,,Students’ attitudes towards robotics and STEM: Differences based on gender and robotics experience,https://www.sciencedirect.com/science/article/pii/S2212868920300039,23-24,2020
article,PAPAVLASOPOULOU201850,"Computational thinking and coding for children are attracting increasing attention. There are several efforts around the globe to implement coding frameworks for children, and there is a need to develop an empirical knowledge base of methods and tools. One major problem for integrating study results into a common body of knowledge is the relatively limited measurements applied, and the relation of the widely used self-reporting methods with more objective measurements, such as biophysical ones. In this study, eye-tracking activity was used to measure children’s learning and activity indicators. The goal of the study is to utilize eye-tracking to understand children’s activity while they learn how to code and to investigate any potential association between children’s attitudes and their gaze. In this contribution, we designed an experiment with 44 children (between 8 and 17 years old) who participated in a full-day construction-based coding activity. We recorded their gaze while they were working and captured their attitudes in relation to their learning, excitement and intention. The results showed a significant relation between children’s attitudes (what they think about coding) and their gaze patterns (how they behaved during coding). Eye-tracking data provide initial insights into the behaviour of children, for example if children have difficulty in extracting information or fail to accomplish an expected task. Therefore, further studies need to be conducted to shed additional light on children’s experience and learning duringcoding.",,Sofia Papavlasopoulou and Kshitij Sharma and Michail N. Giannakos,,https://doi.org/10.1016/j.ijcci.2018.01.004,,,,2212-8689,International Journal of Child-Computer Interaction,"Children’s attitudes, Eye-tracking, Coding, Computational thinking, Constructionism",,,50-60,,,How do you feel about learning to code? Investigating the effect of children’s attitudes towards coding using eye-tracking,https://www.sciencedirect.com/science/article/pii/S2212868917300259,17,2018
article,SNODGRASS20161,"As computer programming and computational thinking (CT) become more integrated into K-12 instruction, content teachers and special educators need to understand how to provide instructional supports to a wide range of learners, including students with disabilities. This cross-case analysis study examined the supports that two students with disabilities, who were initially disengaged during computing activities, received during computing instruction. Data revealed that students' support needs during computing activities were not CT-specific. Rather, supports specific to these students' needs that were successful in other educational areas were also successful and sufficient in CT. Although additional studies would need to be conducted to ascertain the transferability of these findings to other contexts and students, our results contribute evidence that students with disabilities can and should participate in CT and be provided with the supports they need, just as in all other areas of the curriculum. We present a framework for evaluating student engagement to identify student-specific supports and, when needed, refine the emerging K-12 CT pedagogy to facilitate full participation of all students. We then offer a list of four implications for practice based on the findings.",,Melinda R. Snodgrass and Maya Israel and George C. Reese,,https://doi.org/10.1016/j.compedu.2016.04.011,,,,0360-1315,Computers & Education,"Universal design for learning, Students with disabilities, Pedagogy, Supports",,,1-17,,,Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,https://www.sciencedirect.com/science/article/pii/S0360131516300999,100,2016
article,PAPAVLASOPOULOU2019415,"Over the last few years, the integration of coding activities for children in K-12 education has flourished. In addition, novel technological tools and programming environments have offered new opportunities and increased the need to design effective learning experiences. This paper presents a design-based research (DBR) approach conducted over two years, based on constructionism-based coding experiences for children, following the four stages of DBR. Three iterations (cycles) were designed and examined in total, with participants aged 8–17 years old, using mixed methods. Over the two years, we conducted workshops in which students used a block-based programming environment (i.e., Scratch) and collaboratively created a socially meaningful artifact (i.e., a game). The study identifies nine design principles that can help us to achieve higher engagement during the coding activity. Moreover, positive attitudes and high motivation were found to result in the better management of cognitive load. Our contribution lies in the theoretical grounding of the results in constructionism and the emerging design principles. In this way, we provide both theoretical and practical evidence of the value of constructionism-based coding activities.",,Sofia Papavlasopoulou and Michail N. Giannakos and Letizia Jaccheri,,https://doi.org/10.1016/j.chb.2019.01.008,,,,0747-5632,Computers in Human Behavior,"Constructionism, Coding, Computational thinking, Engagement, Children, Design-based research",,,415-427,,,Exploring children's learning experience in constructionism-based coding activities through design-based research,https://www.sciencedirect.com/science/article/pii/S0747563219300184,99,2019
article,THEODOROPOULOS2021100335,"In recent years, Augmented Reality (AR) usage in the learning process has been growing. AR tools and environments lead to a variety of positive outcomes and impacts for educational purposes. Similarly, AR is changing the learning process in the Computer Science (CS) Education domain. There are numerous studies that adopt the immersive AR technology in order to improve Computational Thinking (CT) or programming skills, in several contexts. However, there are not sufficient studies that analyze the meaningful characteristics or the advantages and disadvantages of AR in the field. In order to better understand the impact of AR in programming education we performed a systematic literature review. This review analyzes 31 studies in the field. It explores the evolution of this developing technology, the challenges and issues that AR offers and discusses how this work can benefit student learning and further research.",,Anastasios Theodoropoulos and George Lepouras,,https://doi.org/10.1016/j.ijcci.2021.100335,,,,2212-8689,International Journal of Child-Computer Interaction,"Augmented Reality (AR), Programming learning, Coding learning, CS education, Review study",,,100335,,,Augmented Reality and programming education: A systematic review,https://www.sciencedirect.com/science/article/pii/S2212868921000544,30,2021
article,WOLFENGAGEN2024101183,"According to modern notions, computing is not separable from cognitive modeling and activity. This paper continues the tradition of the uniform approach and proposes a small number of general mechanisms that cope with the main known effects of computing as a science — the interaction of objects-as-processes, the interaction of processes with the environment, generalized interaction. As shown, the applicative prestructure (objects-as-processes, application) generates an applicative structure (processes, application, values), which ensures the generation of the result — the value of interactions, enabling the process of evaluation. The theory of combinators is used as the main (meta)mathematical means. A diagram mechanism has been developed that implements the emerging applicative computational system of object interaction and reflects the arity of accompanying the induced information processes. The processes are bidirectional in nature, both with a decrease in arity – reduction, and with an increase in arity – expansion.",,Viacheslav E. Wolfengagen and Larisa Ismailova and Sergey Kosikov,,https://doi.org/10.1016/j.cogsys.2023.101183,,,,1389-0417,Cognitive Systems Research,"Computational thinking, Applicative prestructure, Theory of combinators, Cognitive modeling, Computation process, Interaction, Semantic modeling",,,101183,,,Building a cognitive system based on process interaction,https://www.sciencedirect.com/science/article/pii/S1389041723001171,83,2024
article,ARFE2020103807,"Computational thinking (CT) and the coding element of it are progressively entering in the primary school curriculum worldwide. Yet, little is known about the effects of these skills on children's cognitive development. In a cluster-randomized controlled trial, we examined how 1st-grade children's gains in coding skills that follow instructional intervention transfer to two important executive functions (EFs): planning and response inhibition. One-hundred seventy-nine (179) first graders from 5 schools and 10 class groups, with no prior experience of coding, were randomly assigned to an experimental (coding, 5 classes) or control (standard STEM, 5 classes) instructional condition. The experimental intervention involved 8 h of coding activities (two weekly lessons for 4 weeks), through the Code.org platform. Children in the control group were exposed to standard STEM instruction. Four coding tasks drawn from Code.org, two standardized planning tasks (Elithorn maze test and Tower of London, ToL, test) and two standardized response inhibition tasks (NEPSY-II inhibition subtest and numerical Stroop), were used to assess children's skills at the pretest and posttest (after the instructional intervention). To measure retention, the same skills were also assessed for 44 children from the experimental group 5 weeks from the posttest (follow up). The results show that practice with coding through Code.org not only improved measurably children's ability to solve coding problems, but also their EFs, increasing the time children spent planning, their ability to solve standardized planning tasks, and to inhibit prepotent responses. Such findings add to the still limited literature on the cognitive effects of coding, deepening our understanding of the positive implications of introducing Computational Thinking early in the school curriculum.",,Barbara Arfé and Tullio Vardanega and Lucia Ronconi,,https://doi.org/10.1016/j.compedu.2020.103807,,,,0360-1315,Computers & Education,"Coding, Computational thinking, Executive function, Primary school children, Problem-solving",,,103807,,,The effects of coding on children's planning and inhibition skills,https://www.sciencedirect.com/science/article/pii/S0360131520300099,148,2020
article,VAHLDICK2020100037,"Blocks-based environments have been used to promote computational thinking (CT) and programming learning mostly in elementary and middle schools. In many countries, like Brazil and Portugal, isolated initiatives have been launched to promote CT learning, but until now there is no evidence of a widespread use of this type of environments. Consequently, it is not common that students that reach higher education nowadays are familiar with CT and programming. This paper presents the development of a serious game to support the learning of basic computer programming. It is a blocks-based environment including also resources that allow the teacher to follow the student’s progress and customize in-game tasks. Four cycles of experiments were conducted, improving both the game and how it was used. Based on the results of these experiences, the key contribution of this paper is a set of fourteen findings and recommendations to the creation and use of a game-based approach to support introductory computer programming learning for novices.",,Adilson Vahldick and Paulo Roberto Farah and Maria José Marcelino and António José Mendes,,https://doi.org/10.1016/j.chbr.2020.100037,,,,2451-9588,Computers in Human Behavior Reports,"Computer programming learning, Blocks-based approach, Serious games",,,100037,,,A blocks-based serious game to support introductory computer programming in undergraduate education,https://www.sciencedirect.com/science/article/pii/S2451958820300373,2,2020
article,MOLINSRUANO2018428,"Today it is almost impossible to spend a single day without depending on an information system, a computer or any other form of computation. Though the starting barrier is low, fundamental concepts are still required in order to manage the technicalities of the engineering environment and everyday computational systems. In 1967, Logo proposed to teach abstract programming concepts by providing a set of functions that had intuitive, visible effects over a robotic Turtle. LOGO was a success, but the robots quickly migrated into computer simulations. From LOGO, many followed. Scratch and Lego Mindstorm are some of the most notorious examples. Both introduced graphical block-based programming interfaces. We propose to bring back the powerful ideas behind LOGO by updating it with state of the art technologies. Phogo combines Python, Arduino and 3D printing into a low cost robot that is easy to build and control. The robot has a pen to draw shapes and can be commanded from a computer via a wireless link that is transparent to the students. The use of a physical robot can make programming more accessible for students with disabilities. The open and maker philosophies behind Phogo makes it more interesting as students will be able to access and study the electronic components. The textual programing language can be a long life companion for the students. In this work we discuss LOGO and other projects inspired by it, and we also share the methodology and design decisions behind Phogo, the results of its application in a workshop and the improvements we are currently developing.",,Pablo Molins-Ruano and Carlos Gonzalez-Sacristan and Carlos Garcia-Saura,,https://doi.org/10.1016/j.chb.2017.09.029,,,,0747-5632,Computers in Human Behavior,"Computational thinking, Technology education, Educational robots, LOGO, Pre-university education",,,428-440,,,"Phogo: A low cost, free and “maker” revisit to Logo",https://www.sciencedirect.com/science/article/pii/S0747563217305551,80,2018
article,GROUT2014680,"2012 and 2013 have been challenging years for Computer Science (CS) education in the UK. After decades of national neglect, there has been a sudden impetus to reintroduce CS into the 11-16 age school curriculums. Immediate obstacles include a generation of children with no CS background and an estimated need for 20,000 new CS teachers - existing UK IT teachers being insufficiently qualified and experienced. The Computing at School (CAS) movement has been instrumental in this quantum transition from an IT to Computing syllabus, as have the British Computer Society (BCS), leading UK universities and a number of major international technology companies, including Microsoft, Google, IBM, British Telecom and Facebook.This paper discusses the background to this position and the progress being made to address these challenges. It describes, in particular, the work of the BCS-funded Glyndwr University ‘Turing Project’ in introducing Welsh high-school students and staff to high-level programming and ‘computational thinking’. The Turing Project uses an innovative combination of Lego NXT Mindstorm robots, Raspberry Pi computers and PicoBoard hardware together with the Robot C and Scratch programming platforms. The paper discusses initial objectives and the general approach, describes focused delivery across different age groups and ability ranges and presents results and analysis demonstrating the effectiveness of the programme. Lessons learnt and future directions are considered in conclusion.",,Vic Grout and Nigel Houlden,,https://doi.org/10.1016/j.sbspro.2014.05.119,,,,1877-0428,Procedia - Social and Behavioral Sciences,"Computer science, programming, computing curriculum, teacher training, British Computer Society (BCS) Academy, Computing At School (CAS), Council of Professors and Heads of Computing (CPHC), Lego NXT Mindstorm, Raspberry Pi, Robot C, Scratch, Picoboards ;",4th World Conference on Learning Teaching and Educational Leadership (WCLTA-2013),,680-685,,,Taking Computer Science and Programming into Schools: The Glyndŵr/BCS Turing Project,https://www.sciencedirect.com/science/article/pii/S1877042814035435,141,2014
