ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
article,ADAMOVIC2024100604,"There is a growing need to teach schoolchildren programming at an increasingly younger age. The goal of this study is to determine if it is possible to teach schoolchildren basic programming concepts in a streamlined manner. In order to present the new knowledge in a way schoolchildren could understand easily, analogies between basic programming concepts and traffic were used. A simple video game was developed with this in mind and an effort was made to avoid design pitfalls commonly found in edutainment titles. The study involved 112 schoolchildren ages 7 to 9. Test group and control group were given a pre-test, a re-test and a post-test. The re-test and the post-test respectively showed 16% and 7% score difference in favor of the test group. Focusing on questions featuring content analogous to basic programming concepts showed 36% and 20% difference in scores.",,Milan Đ. Adamović and Dragan V. Ivetić,,https://doi.org/10.1016/j.entcom.2023.100604,,,,1875-9521,Entertainment Computing,"Video games, Edutainment, Programming, School",,,100604,,,Streamlined approach to 2nd/3rd graders learning basic programming concepts,https://www.sciencedirect.com/science/article/pii/S1875952123000599,48,2024
incollection,HWU2023515,This chapter summarizes the main parts of the book. It then concludes the book by offering an outlook of how parallel programming is contributing and will continue to contribute to new innovations in science and technology.,,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},Programming Massively Parallel Processors (Fourth Edition),https://doi.org/10.1016/B978-0-323-91231-0.00020-3,Fourth Edition,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},978-0-323-91231-0,,,"Computational thinking, parallel patterns, golden age of computing, self-driving cars, individualized medicine",,,515-518,Morgan Kaufmann,,Chapter 23 - Conclusion and outlook,https://www.sciencedirect.com/science/article/pii/B9780323912310000203,,2023
article,BAYLEY20242382,"Summary
Self-driving labs (SDLs) have recently emerged as one of the most significant technological developments in the chemical and materials sciences and hold the potential to revolutionize the research process. Herein, we discuss the structure of an SDL in terms of the hardware, the coordinator software, and the AI agent and examine how the selection of these elements affects the overall research capabilities. We further look to the application and accessibility of these platforms to better understand their future impact on synthetic and materials chemistry. With the rapid rise in the capabilities of these SDLs, and with the increasing democratization of the space, it is crucial to be aware of both the promises and pitfalls this technology holds.",,Oliver Bayley and Elia Savino and Aidan Slattery and Timothy Noël,,https://doi.org/10.1016/j.matt.2024.06.003,,,,2590-2385,Matter,"self-driving labs, SDL, automation, AI, machine learning, robotic synthesis",,7,2382-2398,,,Autonomous chemistry: Navigating self-driving labs in chemical and material sciences,https://www.sciencedirect.com/science/article/pii/S2590238524003229,7,2024
article,SU2022100065,"Artificial intelligence (AI) teaching is becoming an increasingly popular topic among educators and researchers, but the research on AI curriculum for K-12 classrooms was under-explored. Currently, most studies examine the curriculum content of the United States and the European countries. However, there has been limited research on AI learning design and activities in the Asia-Pacific region. This meta-review examined 14 research papers on AI curriculum for K-12 classrooms that were taken in the Asia-Pacific region from 2018 to 2021 by identifying the content knowledge, tools, platforms, activities, theories and models, assessment methods, and learning outcomes of the selected studies. The results indicated that AI curricula can develop students' AI knowledge and skills, learning attitudes, and interests. Furthermore, the research on AI education was conducted using both qualitative and quantitative methods which are useful for future educators and researchers to understand how they assess students’ AI learning performance. We also derive a set of implications for innovative pedagogical designs in terms of educational standards, curriculum designs, formal/informal education, student learning outcomes, teacher professional development and learning progressions to recommend how governments, researchers and educators could build a widely-accepted and age-appropriate AI curriculum for all K-12 learners.",,Jiahong Su and Yuchun Zhong and Davy Tsz Kit Ng,,https://doi.org/10.1016/j.caeai.2022.100065,,,,2666-920X,Computers and Education: Artificial Intelligence,"AI teaching, AI literacy, K-12 education, Curriculum, Asia",,,100065,,,A meta-review of literature on educational approaches for teaching AI at the K-12 levels in the Asia-Pacific region,https://www.sciencedirect.com/science/article/pii/S2666920X22000200,3,2022
article,LENNON2022104608,"The overarching aim of this study was to explore young children's (N = 25, Mage = 5.16 years) play with two coding games (Daisy the Dinosaur and Kodable) in a 1:1 child to tablet setting. We had three research questions focused on children's game play: 1) How does the structure of each game influence children's play? 2) Do children play more or less independently depending on the game they play? 3) Do children who play the games more independently learn more coding skills? Three researchers coded more than 6 h of video data showing children's play with digital coding games. Findings include, that the type of game did influence the different ways that children behaved while playing. However, during both games, children had the same amount of independent play. Children who played more independently during Daisy the Dinosaur learned more coding skills. This may be because these children were focusing more on the game than their peers as we did not find a similar effect for the game Kodable. We discuss the ways that children play structured vs. open structured (i.e., sandbox) digital games with a particular focus on how game play may influence learning. As opportunities for individual device ownership in classrooms increase, future work should continue to explore how game features influence learning.",,Maya Lennon and Sarah Pila and Rachel Flynn and Ellen A. Wartella,,https://doi.org/10.1016/j.compedu.2022.104608,,,,0360-1315,Computers & Education,"Applications in coding, Cooperative/collaborative learning, Games, early years education",,,104608,,,Young children's social and independent behavior during play with a coding app: Digital game features matter in a 1:1 child to tablet setting,https://www.sciencedirect.com/science/article/pii/S0360131522001798,190,2022
article,MOORE2022104596,"We report the results of a systematic review of learners' experiences and perspectives in massive open online courses (MOOCs). This systematic review includes 51 articles published between 2008 and 2021 that appeared in top educational technology journals. Each article provides insight into the MOOC learner experience, and our analysis identified three themes: motivation, course engagement, and satisfaction and achievement. Our study identifies three implications for MOOC course design – clear course structure, engagement among learners, and learner-centered. Understanding the differences in learner motivations to enroll in a course necessitates careful consideration of learner experiences within MOOCs. This systematic review provides valuable insight into how learners' experiences are captured and used to influence course design and evaluation.",,Robert L. Moore and Stephanie J. Blackmon,,https://doi.org/10.1016/j.compedu.2022.104596,,,,0360-1315,Computers & Education,"MOOCs, Learner experience, Motivation, Satisfaction, Engagement, Achievement",,,104596,,,From the learner's perspective: A systematic review of MOOC learner experiences (2008–2021),https://www.sciencedirect.com/science/article/pii/S0360131522001671,190,2022
article,CAMPBELL2022108635,"This article presents datasets representing the demographics and achievements of computer science students in their first programming courses (CS1). They were collected from a research project comparing the effects of a constructionist Scratch programming and the conventional instructions on the achievements of CS1 students from selected Nigerian public colleges. The project consisted of two consecutive quasi-experiments. In both cases, we adopted a non-equivalent pretest-posttest control group design and multistage sampling. Institutions were selected following purposive sampling, and those selected were randomly assigned to the Scratch programming class (experimental) and the conventional (comparison) class. A questionnaire and pre- and post-introductory programming achievement tests were used to collect data. To strengthen the research design, we used the Coarsened Exact Matching (CEM) algorithm to create matched samples from the unmatched data obtained from both experiments. Future studies can use these data to identify the factors influencing CS1 students' performance, investigate how programming pedagogies or tools affect CS1 students' achievements in higher education, identify important trends using machine learning techniques, and address additional research ideas.",,Oladele O. Campbell and Harrison I. Atagana,,https://doi.org/10.1016/j.dib.2022.108635,,,,2352-3409,Data in Brief,"CS1, Novice programming, Constructionism, Block-based programming, Experimental data, Coarsened Exact Matching, Quasi-experiment",,,108635,,,In search of experimental evidence on Scratch programming and students’ achievements in the first-year college computing class? Consider these datasets,https://www.sciencedirect.com/science/article/pii/S2352340922008411,45,2022
article,KRAEMER2022941,,,Moritz U G Kraemer and Houriiyah Tegally and David M Pigott and Abhishek Dasgupta and James Sheldon and Eduan Wilkinson and Marinanicole Schultheiss and Aimee Han and Mark Oglia and Spencer Marks and Joshua Kanner and Katelynn O'Brien and Sudheer Dandamudi and Benjamin Rader and Kara Sewalk and Ana I Bento and Samuel V Scarpino and Tulio {de Oliveira} and Isaac I Bogoch and Rebecca Katz and John S Brownstein,,https://doi.org/10.1016/S1473-3099(22)00359-0,,,,1473-3099,The Lancet Infectious Diseases,,,7,941-942,,,Tracking the 2022 monkeypox outbreak with epidemiological data in real-time,https://www.sciencedirect.com/science/article/pii/S1473309922003590,22,2022
article,SEINECHALUCE2017596,,,María Luisa Sein-Echaluce and Ángel Fidalgo-Blanco and Gustavo Alves,,https://doi.org/10.1016/j.chb.2016.11.049,,,,0747-5632,Computers in Human Behavior,,,,596-598,,,Technology behaviors in education innovation,https://www.sciencedirect.com/science/article/pii/S0747563216307981,72,2017
article,OLADEJO2024111880,"In this paper, a novel metaheuristic called ‘The Hiking Optimization Algorithm’ (HOA) is proposed. HOA is inspired by hiking, a popular recreational activity, in recognition of the similarity between the search landscapes of optimization problems and the mountainous terrains traversed by hikers. HOA’s mathematical model is premised on Tobler’s Hiking Function (THF), which determines the walking velocity of hikers (i.e. agents) by considering the elevation of the terrain and the distance covered. THF is employed in determining hikers’ positions in the course of solving an optimization problem. HOA’s performance is demonstrated by benchmarking with 29 well-known test functions (including unimodal, multimodal, fixed-dimension multimodal, and composite functions), three engineering design problems (EDPs), (including I-beam, tension/compression spring, and gear train problems) and two N-P Hard problems (i.e. Traveling Salesman’s and Knapsack Problems). Moreover, HOA’s results are verified by comparison to 14 other metaheuristics, including Teaching Learning Based Optimization (TLBO), Genetic Algorithm (GA), Differential Evolution (DE), Particle Swarm Optimization, Grey Wolf Optimizer (GWO) as well as newly introduced algorithms such as Komodo Mlipir Algorithm (KMA), Quadratic Interpolation Optimization (QIO), and Coronavirus Optimization Algorithm (COVIDOA). In this study, we employ statistical tests such as the Wilcoxon rank sum, Friedman test, and Dunn’s post hoc test for the performance evaluation. HOA’s results are competitive and, in many instances, outperform the aforementioned well-known metaheuristics. The source codes of HOA and related metaheuristics can be accessed publicly via this link: https://github.com/DayoSun/The-Hiking-Optimization-Algorithm.",,Sunday O. Oladejo and Stephen O. Ekwe and Seyedali Mirjalili,,https://doi.org/10.1016/j.knosys.2024.111880,,,,0950-7051,Knowledge-Based Systems,"Optimization, Metaheuristics, Hiking, Tobler’s Hiking function, Algorithm, Benchmark, Problem solving",,,111880,,,The Hiking Optimization Algorithm: A novel human-based metaheuristic approach,https://www.sciencedirect.com/science/article/pii/S0950705124005148,296,2024
article,HUGHESROBERTS2020103988,"Digital game making is becoming an increasingly common means of learning in schools due to the appeal of delivering curriculum-based learning objectives while tapping into the popularity of videogames. Indeed, research suggests that digital game making may improve cognitive and behavioral skills in learners and this may have significant impact on learners with special education needs and disabilities (SEND). However, past work in digital game making has limited involvement with learners with SEND, focuses on short-term evaluations and is utilised during extra-curricular sessions with few studies using an action-based field research approach. Furthermore, there is little quantitative data from defined methodologies that demonstrate the impact of digital game-making on learning. This paper presents results from two field trials examining the use of digital game making in two schools (one mixed ability primary and one special school) to deliver national curriculum-based content over 8-weeks. Results from a feasibility trial informed a pedagogical design and identified evaluation metrics for a subsequent longer trial. Evaluation metrics included learner engagement and collaboration with peers as suitable indicators of inclusive learning. Impact on these metrics was measured using an in-class observation tool that sampled learner behavior yielding quantitative data and follow up interviews with teachers yielding qualitative data. Results suggest that digital game making is at least as effective in encouraging engagement and collaboration in learners when compared to traditional methods, with it being more engaging for learners with special needs. Contributions from this paper provide quantifiable evidence for the perceived benefits of using digital game making and a methodology for evaluating engagement and collaboration through classroom observation. Recommendations for further work and refinements of the pedagogical implementation that builds on these findings are presented.",,Thomas Hughes-Roberts and David Brown and Helen Boulton and Andrew Burton and Nicholas Shopland and Dominic Martinovs,,https://doi.org/10.1016/j.compedu.2020.103988,,,,0360-1315,Computers & Education,"Digital game making, Special education, Engagement, Collaboration, Primary education",,,103988,,,Examining the potential impact of digital game making in curricula based teaching: Initial observations,https://www.sciencedirect.com/science/article/pii/S036013152030186X,158,2020
article,GIANNAKOS2020100204,"In this inaugural editorial as the new and the past editors-in-chief of the International Journal of Child-Computer Interaction (IJCCI), we take stock of the journal’s progress in its first 8 years of existence, and we describe our views and plans to support the journal maintain its positive trajectory as the premier journal in the multidisciplinary area of Child-Computer Interaction (CCI) and Interaction Design and Children, and a respected and leading journal in the fields of human–computer interaction, interaction design (IDC) and the learning sciences. Here we take the opportunity to lay out a vision for the upcoming years as well as to reflect and engage in a constructive and critical dialogue about the future of CCI as a field of research and the IJCCI.",,Michail N. Giannakos and Michael S. Horn and Janet C. Read and Panos Markopoulos,,https://doi.org/10.1016/j.ijcci.2020.100204,,,,2212-8689,International Journal of Child-Computer Interaction,,,,100204,,,Movement forward: The continued growth of Child–Computer Interaction research,https://www.sciencedirect.com/science/article/pii/S2212868920300301,26,2020
article,TAO2023100116,"Online learning and teaching increased in 2020, driven by the COVID-19 pandemic. As many researchers attempted to understand the impact stress had on the emotional behaviours and academic performance of students, most studies explored these pre- and during-COVID behaviours in the context of brick and mortar institutions transitioning to online delivery. There is an opportunity to compare the experiences of students in the MOOC environment in this period, particularly in terms of the difference of engagement, semantics and sentiment/stress behaviours in 2019 and 2020. In this study, we use a dataset from AdelaideX between this time period to identify the most significant features that impact student outcomes. Where previous machine learning approaches used singular features such as student interaction or sentiment in discussion forum posts, we incorporate three feature categories of engagement, semantics and sentiment/stress in an ensemble model is based on voting and stacked methods to determining the relationship between them and academic performance. From our results, we discover that sentiment/stress played little part in academic performance and was relatively unchanged in online courses in this dataset between 2019 and 2020. We present two individual student cases to further contextualise our findings.",,Xiaohui Tao and Aaron Shannon-Honson and Patrick Delaney and Christopher Dann and Haoran Xie and Yan Li and Shirley O'Neill,,https://doi.org/10.1016/j.caeai.2022.100116,,,,2666-920X,Computers and Education: Artificial Intelligence,"MOOCs, Stress, Sentiment analysis, Performance modelling",,,100116,,,Towards an understanding of the engagement and emotional behaviour of MOOC students using sentiment and semantic features,https://www.sciencedirect.com/science/article/pii/S2666920X22000716,4,2023
article,VERDUZCO2022103189,"It is presented the development and implementation of a new computed aided learning MatLab Toolbox for the design of reinforced concrete structures named as CALRECOD for their abbreviation Computer Aided Learning of Reinforced Concrete Design. Such development emerges as the result of a series of research works in the Autonomous University of Queretaro with the main purpose of improving the way in which the design of reinforced concrete structures is taught in high education institutions. CALRECOD uses optimization methods and algorithms to aid students in their design interaction learning so that they are able to compare their own designs and what commercial software delivers with optimal ones given certain load conditions on the elements or structures. The software consists almost entirely of MatLab functions (.m files) and the ACI 318-19 code is taken as their main design reference to make it internationally useful, although in some cases the Mexican code NTC-17 specifications are used. Besides MatLab functions, the software consists as well of ANSYS SpaceClaim script functions (.scscript files) as an additional tool for the aid in the visualization of design results in a 3D space in the software ANSYS SpaceClaim. CALRECOD has proven to be versatile, flexible and of easy use with a huge potential to increase learning outcomes for students in high education programs related with the design of reinforced concrete structures as well as to enhance the creation of efficient interactive environments for researchers and academics focused on the development of new design and analysis methods for such structures. With their optimization design functions, a solid comparison platform of designs’ performance could be laid out, and with its extended function design packages for structural systems, reinforced concrete design courses could be enhanced in a great deal regarding their program content’s scope. The software can be found at: https://github.com/calrecod/CALRECOD.",,Luis Fernando Verduzco and Jaime Horta and Miguel A. Pérez Lara y Hernández and Juan Bosco Hernández,,https://doi.org/10.1016/j.advengsoft.2022.103189,,,,0965-9978,Advances in Engineering Software,"CALRECOD, Reinforced concrete structures, High education, Computed aided learning, Optimization methods",,,103189,,,CALRECOD — A software for Computed Aided Learning of REinforced COncrete structural Design,https://www.sciencedirect.com/science/article/pii/S0965997822000965,172,2022
article,KRUSKOPF2024104574,"Future teachers need to be confidently equipped to teach 21st century ICT skills. We investigated teaching self-efficacy (TSE) in ICT competencies among teacher students. We confirmed distinct ICT competencies among two cohorts from teacher training programs (n = 347; n = 428): practical (i.e., device and data management), and algorithmic (i.e., programming, and data security). Regression analyses indicated TSE-biases regarding younger age, male gender, and a background in natural sciences, with significant interactions between age, gender, and having learned such ICT-skills already in school. The findings point to a need for tailored strategies in teacher education to mitigate TSE disparities.",,Milla Kruskopf and Rekar Abdulhamed and Mette Ranta and Heidi Lammassaari and Kirsti Lonka,,https://doi.org/10.1016/j.tate.2024.104574,,,,0742-051X,Teaching and Teacher Education,"Teaching self-efficacy, Self-efficacy, ICT competence, Digital competence, Programming, 21st century competencies, Teacher students",,,104574,,,Future teachers’ self-efficacy in teaching practical and algorithmic ICT competencies – Does background matter?,https://www.sciencedirect.com/science/article/pii/S0742051X24001069,144,2024
article,BUCAIONI2024100526,"Artificial intelligence (AI) has made remarkable strides, giving rise to the development of large language models such as ChatGPT. The chatbot has garnered significant attention from academia, industry, and the general public, marking the beginning of a new era in AI applications. This work explores how well ChatGPT can write source code. To this end, we performed a series of experiments to assess the extent to which ChatGPT is capable of solving general programming problems. Our objective is to assess ChatGPT’s capabilities in two different programming languages, namely C++ and Java, by providing it with a set of programming problem, encompassing various types and difficulty levels. We focus on evaluating ChatGPT’s performance in terms of code correctness, run-time efficiency, and memory usage. The experimental results show that, while ChatGPT is good at solving easy and medium programming problems written in C++ and Java, it encounters some difficulties with more complicated tasks in the two languages. Compared to code written by humans, the one generated by ChatGPT is of lower quality, with respect to runtime and memory usage.",,Alessio Bucaioni and Hampus Ekedahl and Vilma Helander and Phuong T. Nguyen,,https://doi.org/10.1016/j.mlwa.2024.100526,,,,2666-8270,Machine Learning with Applications,"ChatGPT, Large language models, Programming",,,100526,,,Programming with ChatGPT: How far can we go?,https://www.sciencedirect.com/science/article/pii/S2666827024000021,15,2024
article,IONESCU2022313,"This paper introduces a novel, open-source, web-based, end-user programming and simulation environment for multi-robot cells, called Assembly. The target audience of this tool includes people with little or no programming experience, both in industrial and non-industrial contexts. The focus of the paper will be on the web-based technologies and architecture supporting multi-robot simulation and dynamic toolpath planning with obstacle avoidance in multi-robot scenarios. The main features of the tool and the technologies that enable them are introduced and its applicability is evaluated on the basis of an exemplar industrial application.",,Tudor B. Ionescu,,https://doi.org/10.1016/j.ifacol.2022.04.212,,,,2405-8963,IFAC-PapersOnLine,"Generic multi-robot programming, graphical programming, simulation",14th IFAC Workshop on Intelligent Manufacturing Systems IMS 2022,2,313-318,,,Assembly: A Web-Based Multi-Robot Programming and Simulation Tool,https://www.sciencedirect.com/science/article/pii/S2405896322002130,55,2022
article,JACKSON2012370,"This research examined relationships between children’s information technology (IT) use and their creativity. Four types of information technology were considered: computer use, Internet use, videogame playing and cell phone use. A multidimensional measure of creativity was developed based on Sternberg and Lubart, 1999, Subrahmanyam et al., 2006 test of creative thinking. Participants were 491 12-year olds; 53% were female, 34% were African American and 66% were Caucasian American. Results indicated that videogame playing predicted of all measures of creativity. Regardless of gender or race, greater videogame playing was associated with greater creativity. Type of videogame (e.g., violent, interpersonal) was unrelated to videogame effects on creativity. Gender but not race differences were obtained in the amount and type of videogame playing, but not in creativity. Implications of the findings for future research to test the causal relationship between videogame playing and creativity and to identify mediator and moderator variables are discussed.",,Linda A. Jackson and Edward A. Witt and Alexander Ivan Games and Hiram E. Fitzgerald and Alexander {von Eye} and Yong Zhao,,https://doi.org/10.1016/j.chb.2011.10.006,,,,0747-5632,Computers in Human Behavior,"Videogames, Creativity, Children, Technology use",,2,370-376,,,Information technology use and creativity: Findings from the Children and Technology Project,https://www.sciencedirect.com/science/article/pii/S0747563211002147,28,2012
article,MELHAM2013129,"Systems biology is centrally engaged with computational modelling across multiple scales and at many levels of abstraction. Formal modelling, precise and formalised abstraction relationships, and computation also lie at the heart of computer science—and over the past decade a growing number of computer scientists have been bringing their discipline's core intellectual and computational tools to bear on biology in fascinating new ways. This paper explores some of the apparent points of contact between the two fields, in the context of a multi-disciplinary discussion on conceptual foundations of systems biology.",,Tom Melham,,https://doi.org/10.1016/j.pbiomolbio.2012.08.015,,,,0079-6107,Progress in Biophysics and Molecular Biology,"Algorithmic biological modelling, Abstraction, Multi-scale modelling, Biological computation",Conceptual Foundations of Systems Biology,2,129-136,,,"Modelling, abstraction, and computation in systems biology: A view from computer science",https://www.sciencedirect.com/science/article/pii/S0079610712000892,111,2013
article,KORTE2023100547,"Participatory Design (PD) with children allows children to contribute to, or have control over, the development of technologies for themselves and others like them. However, the children who are most likely to be involved in PD are often the most privileged. This special issue seeks to push the boundaries of PD with children. The papers published in this special issue examine designing with children from many countries; designing with minority groups; digital distributed PD; the right length for PD projects; and new approaches to PD.",,Jessica Korte and Gavin Sim and Aurora Constantin and Eva Eriksson and Jerry Alan Fails and Cristina Adriana Alexandru and Janet C. Read and Cara Wilson,,https://doi.org/10.1016/j.ijcci.2022.100547,,,,2212-8689,International Journal of Child-Computer Interaction,"Child–computer interaction, HCI, Participatory design, CCI",,,100547,,,Editorial: Pushing the boundaries of Participatory Design with children,https://www.sciencedirect.com/science/article/pii/S2212868922000654,35,2023
article,CLEARY2022103619,"The purpose of this explanatory, sequential mixed methods study was to examine pretest - posttest changes in high school teachers' knowledge of self-regulated learning (SRL) and their self-efficacy and skills in applying SRL following a professional development (PD) workshop. Teacher interviews and qualitative analyses were used to assess differences in teachers’ attitudes, perceptions, and experiences when implementing SRL. In general, the 19 teachers showed large gains across all measures at posttest. Teachers who displayed advanced SRL skills following the PD exhibited more flexible, responsive, and positive perspectives on implementing SRL in the classroom than teachers with emerging SRL skills.",,Timothy J. Cleary and Anastasia Kitsantas and Erin Peters-Burton and Angela Lui and Kim McLeod and Jacqueline Slemp and Xiaorong Zhang,,https://doi.org/10.1016/j.tate.2021.103619,,,,0742-051X,Teaching and Teacher Education,"Self-regulated learning, Science teacher, Professional development, Self-efficacy",,,103619,,,Professional development in self-regulated learning: Shifts and variations in teacher outcomes and approaches to implementation,https://www.sciencedirect.com/science/article/pii/S0742051X21003449,111,2022
incollection,HWU2023xvii,,,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},Programming Massively Parallel Processors (Fourth Edition),https://doi.org/10.1016/B978-0-323-91231-0.00005-7,Fourth Edition,Wen-mei W. Hwu and David B. Kirk and Izzat {El Hajj},978-0-323-91231-0,,,,,,xvii-xxv,Morgan Kaufmann,,Preface,https://www.sciencedirect.com/science/article/pii/B9780323912310000057,,2023
article,THOMPSON2021104336,"The purpose of this research was to investigate how learning to code, using Google's CS First's Storytelling lessons, impacted elementary students' writing skills, writing stamina, and perceptions of writing abilities. In this mixed methods study, 49 fifth grade students participated in Google's CS First's Storytelling lessons focused on developing stories through coding during a school district's summer program. Fifth grade students (elementary level) completed pre- and post-writing assessments to measure 1) overall writing skills, 2) development of ideas, writing organization, grammar and usage, and mechanics, and 3) writing stamina. After completing the lessons and assessments, 10 students participated in a semi-structured interview to document perceptions of their writing abilities and engagement in writing. The results of this study show there was a significant increase in the overall scores on a pre- and post-writing assessment as well as writing stamina, and the interviews revealed that students were motivated in the storytelling process through narrative writing. The findings of this study support the implementation of coding programs as a tool for classroom instruction and the promotion of the development of writing skills for elementary students.",,Jane Thompson and Gina Childers,,https://doi.org/10.1016/j.compedu.2021.104336,,,,0360-1315,Computers & Education,"Coding, Writing skills, Instructional strategy, Elementary education",,,104336,,,The impact of learning to code on elementary students’ writing skills,https://www.sciencedirect.com/science/article/pii/S036013152100213X,175,2021
article,CHOPARD2024102115,,,Bastien Chopard and Stephan Davishofer and Dirk Helbing and Nicolas Levrat and Peter Sloot,,https://doi.org/10.1016/j.jocs.2023.102115,,,,1877-7503,Journal of Computational Science,,,,102115,,,Preface—From the modeling of social behavior to computational diplomacy,https://www.sciencedirect.com/science/article/pii/S1877750323001758,77,2024
article,CELLA2024107262,"Background
Italy was significantly affected by the COVID-19 pandemic, experiencing multiple waves of infection following the sequential emergence of new variants. Understanding the transmission patterns and evolution of SARS-CoV-2 is vital for future preparedness.
Methods
We conducted an analysis of viral genome sequences, integrating epidemiological and phylodynamic approaches, to characterize how SARS-CoV-2 variants have spread within the country.
Results
Our findings indicate bidirectional international transmission, with Italy transitioning between importing and exporting the virus. Italy experienced four distinct epidemic waves, each associated with a significant reduction in fatalities from 2021 to 2023. These waves were primarily driven by the emergence of VOCs such as Alpha, Delta, and Omicron, which were reflected in observed transmission dynamics and effectiveness of public health measures.
Conclusions
The changing patterns of viral spread and variant prevalence throughout Italy's pandemic response underscore the continued importance of flexible public health strategies and genomic surveillance, both of which are crucial for tracking the evolution of variants and adapting control measures effectively to ensure preparedness for future outbreaks.",,Eleonora Cella and Vagner Fonseca and Francesco Branda and Stephane Tosta and Keldenn Moreno and Gabriel Schuab and Sobur Ali and Svetoslav Nanev Slavov and Fabio Scarpa and Luciane Amorim Santos and Simone Kashima and Eduan Wilkinson and Houriiyah Tegally and Carla Mavian and Alessandra Borsetti and Francesca Caccuri and Marco Salemi and Tulio {de Oliveira} and Taj Azarian and Ana Maria Bispo {de Filippis} and Luiz Carlos Junior Alcantara and Giancarlo Ceccarelli and Arnaldo Caruso and Vittorio Colizzi and Alessandro Marcello and José Lourenço and Massimo Ciccozzi and Marta Giovanetti,,https://doi.org/10.1016/j.ijid.2024.107262,,,,1201-9712,International Journal of Infectious Diseases,"SARS-CoV-2, D614G variant, Italy, pandemic, genomic epidemiology",,,107262,,,"Integrated analyses of the transmission history of SARS-CoV-2 and its association with molecular evolution of the virus underlining the pandemic outbreaks in Italy, 2019-2023",https://www.sciencedirect.com/science/article/pii/S1201971224003333,,2024
article,RAMIREZMONTOYA202432,"Purpose
The challenges facing 21st-century society are becoming increasingly complex, requiring the development of new citizen competencies. This study aims to validate an educational model focused on developing complex thinking in higher education students. Current educational models lack future-ready competencies, necessitating the emergence of new models to guide future generations toward the common good.
Design/methodology/approach
This was an adaptation of the causal-layered analysis (CLA) applied to 415 participants from higher education institutions in Mexico, Panama and Spain. Sessions were designed to present the proposed educational model and explore participants’ perceptions of its significance and contributions to future education.
Findings
Key findings include the following: participants perceived complexity as difficult and challenging; causes of problems were linked to outdated educational models requiring replacement by those that develop students’ competencies; participants envisioned changes that would develop individuals capable of understanding and transforming society; and participants recognized the model’s transformative potential, offering a novel proposal for 21st-century education.
Originality/value
This research sought to gather opinions from different stakeholders using the CLA methodology, providing a deep understanding of participants’ perspectives on the proposed solution.",,María-Soledad Ramírez-Montoya and May Portuguez-Castro,,https://doi.org/10.1108/OTH-12-2023-0042,,,,1074-8121,On the Horizon,"Complex thinking, Educational innovation, Higher education, Educational model",,1,32-48,,,Expanding horizons for the future with an open educational model for complex thinking: external and internal validation,https://www.sciencedirect.com/science/article/pii/S1074812124000034,32,2024
article,XU2024101574,"In the 21st century, the requirements for talent abilities are becoming increasingly diversified. Traditional skill learning methods cannot meet this demand, while complex learning can adapt to this demand for talent. In complex learning systems, various factors such as instructional theory, instructional interventions, and technology work together to facilitate the acquisition of complex thinking or operational skills. However, the effectiveness of instructional factors in complex skills learning remains unknown. To find out the effects of these factors on the acquisition of different complex skills, this meta-analysis includes 60 empirical studies and the effectiveness of 4C/ID model, instructional interventions and technical support on different complex learning are investigated. Complex skills learning had a moderate positive overall effect in acquiring complex skills: g = 0.67, 95% CI [0.49, 0.85]. Both thinking skills (g = 0.69, 95% CI [0.44, 0.94], k = 40) and operational skills (g = 0.64, 95% CI [0.38, 0.89], k = 20) showed moderate positive effects, and there was small but not statistically significant difference in the effect sizes between the two groups. Funnel plot, Egger's test and Rank Correlation Test results show that the findings were likely not to be affected by publication bias. We conclude that: compared to traditional learning, (1) the 4C/ID model is more suitable for thinking skills learning and has a significant large positive promotion effect. (2) Different instructional interventions can play a positive role in promoting the learning of complex skills. Learning scaffolding and learning platforms and tools are more suitable for operational skills learning, while thinking skills learning can benefit more from the adjustment of instructional models. (3) A variety of technologies can have a high effect on facilitating complex thinking and operational skills. These results show that different instructional interventions and technical support play a vital role in the learning of complex skills. In practical application, we need to make reasonable selection and application according to the specific educational situation and complex skills.",,Haoxin Xu and Tianrun Deng and Xianlong Xu and Xiaoqing Gu,,https://doi.org/10.1016/j.tsc.2024.101574,,,,1871-1871,Thinking Skills and Creativity,"Complex learning, Thinking skills, Operational skills, Meta-analysis",,,101574,,,The effectiveness of educational interventions on thinking and operational skills in complex learning—A meta-analysis,https://www.sciencedirect.com/science/article/pii/S1871187124001123,53,2024
