ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,series,title,url,volume,year
incollection,WANG2021157,"With the large-scale promotion of new energy vehicles, the demand for power batteries such as the lithium-ion type has increased. Its service lifespan is closely related to the service condition. The important embodiment of the service condition is the battery state of charge, which can reflect its residual capacity. Through accurate residual capacity, the battery application strategy can be planned to realize the battery operation of the best condition. The long service lifespan can be realized by adjusting the voltage and current. Therefore, real-time accurate state estimation has a significant effect on battery management. The extended Kalman filtering algorithm is introduced to estimate the state value under complex working conditions. The overview of the state-of-charge estimation is first conducted. After that, the equivalent modeling construction method is explored. The coordinate transformation treatment is implemented in the binary iterative calculation algorithm, according to which the algorithm is implemented. In the extended calculation process, the iterative prediction and correction strategies are introduced into the test. Consequently, the pulse-power characteristic test is conducted to obtain the estimation features, considering a thermal influencing effect, a time-varying current condition, and a complex current rate verification.",,Shunli Wang and Yongcun Fan and Daniel-Ioan Stroe and Carlos Fernandez and Chunmei Yu and Wen Cao and Zonghai Chen,Battery System Modeling,https://doi.org/10.1016/B978-0-323-90472-8.00009-3,,Shunli Wang and Yongcun Fan and Daniel-Ioan Stroe and Carlos Fernandez and Chunmei Yu and Wen Cao and Zonghai Chen,978-0-323-90472-8,,,"State-of-charge estimation, Coordinate transformation, Binary iterative algorithm, Extended Kalman filtering, Equivalent modeling, Correction strategy, Thermal influencing effect, Time-varying current condition, Complex current rate verification",,,157-198,Elsevier,,Chapter 5 - Battery state-of-charge estimation methods,https://www.sciencedirect.com/science/article/pii/B9780323904728000093,,2021
article,BARFAR2021113442,"Companies like Ritz Carlton, Disney and Verizon are among many who have invested in analytics to improve their customers' service experiences with the firms. Extensive data are collected on all aspects of how customers interact or experience the products or services. Research has shown the importance of the “peak-end” rule in service design; that is, providing a customer with good “peak” service levels and “ending” the service experience with high quality can enhance customer satisfaction and build loyalty. However, previous studies have examined this phenomenon only in contexts with unidimensional service levels. We introduce peak cubes, which enable service designers and scholars to pinpoint prominent service levels in multidimensional service experience profiles—thereby extending current research on behavioral economics and service design to more general settings. Results indicate the potential of multidimensional peak-end models to better predict customer satisfaction in various service scenarios. Using Shapley values in coalitional game theory, the resulting models can also inform service designers about the quality dimensions that are critical from the perspective of multidimensional peak-end heuristic and customer satisfaction. Our research contributions and proposed methodology will enhance decision support systems with multidimensional capabilities and have applications to fields as diverse as service operations and healthcare.",,Arash Barfar and Balaji Padmanabhan and Alan Hevner,,https://doi.org/10.1016/j.dss.2020.113442,,,,0167-9236,Decision Support Systems,"Multidimensional decision support, Peak-end rule, Peak cubes, Pareto frontiers, Skylines, Shapley values",,,113442,,,Peak cubes in service operations: Bringing multidimensionality into decision support systems,https://www.sciencedirect.com/science/article/pii/S0167923620301974,140,2021
incollection,2023861,,Oxford,,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.18001-7,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,,,,861-952,Elsevier,,Index,https://www.sciencedirect.com/science/article/pii/B9780128186305180017,,2023
article,SALAJ2024298,"It is acknowledged that technological innovation is needed in all sectors to cope with new demands. From social innovations, it introduces novel ideas, whether products, services, or models, to fulfil societal needs and foster new partnerships or collaborations. The aim is to enhance social interactions and elevate human well-being. Development of cutting-edge digital technologies is reality. The challenge is on human resource side, how quickly we can prepare employees to adapt to the requirements of Industry 4.0 and Society 5.0. In the paper, the new competencies were identified with the business stakeholders by conducting a survey among industry partners to recognize the requirements for the future labor market. The stakeholders in the construction field act as target groups for monitoring and development of the competencies. The focus of the result part is on the competencies companies mostly miss from their employees from digital perspectives, e.g. reason to hire highly educated people, training possibilities for digitally upskilling employees, lacking appropriate competencies (critical thinking, systems and analytical thinking, information management, advanced computer/IT skills (AI), ensuring security). Digital skills Advanced data/IT skills were the competencies in that companies defined as key competencies expected to be developed in 21st-century higher education employees. It is highly important to consider the job market needs for development and to adopt the engineering education system to be responsive to the needs of labor market.",,Alenka Temeljotov Salaj and Olav Torp and Elham Andalib,,https://doi.org/10.1016/j.ifacol.2024.07.167,,,,2405-8963,IFAC-PapersOnLine,"smart solutions, competencies, AI, education","22nd IFAC Conference on Technology, Culture and International Stability TECIS 2024",3,298-303,,,Competencies for Smart City Challenges,https://www.sciencedirect.com/science/article/pii/S2405896324002507,58,2024
article,WOOD1990317,"We are investigating the problem of establishing computational rather than syntactic properties of forward-chaining rule-based expert systems. We model an expert system as a computation on working memory, define its execution semantics, and present proof techniques suitable for those semantics. Specifically, we model execution as a Dijkstra guarded-do construct, and use Dijkstra's Invariance Theorem and weakest precondition predicate transformers to establish invariants (safety properties) and postconditions (liveness properties). Our approach is an application of well-developed methods developed by Dijkstra and others for the verification of procedural programs. This paper introduces the approach, reports some initial results, and discusses future work.",,William T. Wood and Elaine N. Frankowski,,https://doi.org/10.1016/0957-4174(90)90010-R,,,,0957-4174,Expert Systems with Applications,,Special Issue: Verification and Validation of Knowledge-Based Systems,3,317-322,,,Verification of rule-based expert systems,https://www.sciencedirect.com/science/article/pii/095741749090010R,1,1990
article,CHANG2022104641,"Augmented reality (AR) continues to show its impact in education. While systematic review and meta-analysis studies have synthesized the evidence of this impact, most of them did not differentiate how AR may foster various learning outcomes to different degrees. In this study, 134 (quasi-)experimental studies on augmented reality (AR) in education from 2012 to 2021 were reviewed to discern the impact of AR on three levels of learning outcomes, namely response, knowledge and skill, and performance. The 134 studies are the data of this study for meta-analysis, which were obtained following the procedure of the Preferred Reporting Items for Systematic reviews and Meta-Analysis. Moreover, meta-regression was employed to investigate important factors relating to the variation of the impact, including educational level, subject area, treatment duration, and AR affordance. Findings from the meta-analysis suggest that AR technology has benefited all three learning outcomes, with a larger mean effect size on the outcome of performance. Furthermore, the meta-regression results indicate treatment duration as a significant factor likely relating to the variation in the impact of AR in education. Moreover, AR used to support the learning of languages or social studies is likely associated with higher positive learner responses such as learning motivation or attitude than AR used for science learning. The meta-regression result indicated that use of 3-D visualization in AR needs to be carefully designed and evaluated. The implications of using AR to support learning, the design of AR learning environments, and the future direction of research are discussed.",,Hsin-Yi Chang and Theerapong Binali and Jyh-Chong Liang and Guo-Li Chiou and Kun-Hung Cheng and Silvia Wen-Yu Lee and Chin-Chung Tsai,,https://doi.org/10.1016/j.compedu.2022.104641,,,,0360-1315,Computers & Education,"Augmented reality, Education, meta-Analysis, Meta-regression, Literature review",,,104641,,,Ten years of augmented reality in education: A meta-analysis of (quasi-) experimental studies to investigate the impact,https://www.sciencedirect.com/science/article/pii/S0360131522002123,191,2022
article,LI2022100980,"This article has been retracted: please see Elsevier Policy on Article Withdrawal (https://www.elsevier.com/about/our-business/policies/article-withdrawal). This article has been retracted at the request of the Editors-in-Chief. After a thorough investigation, the Editors have concluded that the acceptance of this article was partly based upon the positive advice of one illegitimate reviewer report. The report was submitted from an email account which was provided to the journal as a suggested reviewer during the submission of the article. Although purportedly a real reviewer account, the Editors have concluded that this was not of an appropriate, independent reviewer. This manipulation of the peer-review process represents a clear violation of the fundamentals of peer review, our publishing policies, and publishing ethics standards. Apologies are offered to the reviewer whose identity was assumed and to the readers of the journal that this deception was not detected during the submission process.",,Weijuan Li,,https://doi.org/10.1016/j.tsc.2021.100980,,,,1871-1871,Thinking Skills and Creativity,,,,100980,,,RETRACTED: Studying creativity and critical thinking skills at university and students' future income,https://www.sciencedirect.com/science/article/pii/S1871187121001954,43,2022
incollection,KOLTAY20161,"This chapter discusses how Research 2.0 came into existence and how it developed into a leading paradigm of our era. This requires an outline of the socio-technical changes brought about by the development and widespread use of information and communications technologies, based on computers and leading to the appearance of social media. There is no one who would deny that researchers are central figures in research, so their skills and abilities will be briefly examined. Research 2.0 is closely connected to the idea of open science that will be described, giving especial attention to its main constituent that is open access. Open science also comprises the data-intensive paradigm of scientific research, which we consider in detail. A wider uptake of Research 2.0 is inhibited by a number of the factors of scholarly communication, so we will enumerate them.",,Tibor Koltay and Sonja Špiranec and László Z. Karvalics,Research 2.0 and the Future of Information Literacy,https://doi.org/10.1016/B978-0-08-100075-5.00001-8,,Tibor Koltay and Sonja Špiranec and László Z. Karvalics,978-0-08-100075-5,,,"Research paradigms, Research 2.0, Researchers’ skills and abilities, Open science, Open access, The data-intensive paradigm of scientific research, Alternative metrics of scientific output",,,1-59,Chandos Publishing,,Chapter 1 - Shifting Research Paradigms Toward Research 2.0,https://www.sciencedirect.com/science/article/pii/B9780081000755000018,,2016
article,GAJDZIK202268,"ABSTRACT
This paper presents a framework of employee skills and competencies useful for developing occupational profiles for employees of companies transitioning towards Industry 4.0. The paper consists of a discussion of the theoretical and practical parts of case studies. The theoretical portion was created on the basis of a review of scientific literature and research studies regarding the competencies and skills of employees in the ongoing fourth industrial revolution. This part focuses on the skills profile of an Industry 4.0 employee and an Operator 4.0 (O4.0) from a creativity and innovativeness point of view. The link between the theoretical part and the case study analysis was a general framework for building the competencies and skills of the steelworker in the emerging fourth industrial revolution. The case study analysis covered the framework of competencies and skills of a metallurgist in smart manufacturing built into the organization of steel mills. Recruitment offers of a steel company implementing smart manufacturing (SM) projects and educational programmes of technical universities in the field of metallurgy were analysed. The aim of the study was to develop a framework for the profile of an employee working in an innovative company transforming to I4.0. The publication posed the following research questions (purposes/hypotheses): P1. To what extent do Polish companies in the metallurgical sector pay attention to creativity and innovation issues when looking for employees? P2. To what extent do the profile (portfolio) of metallurgy graduates of Polish technical universities turn their attention to the issues related to creativity and innovation?",,Bożena Gajdzik and Radosław Wolniak,,https://doi.org/10.3390/joitmc8020068,,,,2199-8531,"Journal of Open Innovation: Technology, Market, and Complexity","Industry 4.0 (I4.0), skills, education, steel sector, innovativeness, creativity, open innovation",,2,68,,,Smart Production Workers in Terms of Creativity and Innovation: The Implication for Open Innovation,https://www.sciencedirect.com/science/article/pii/S2199853122000099,8,2022
article,ROBSON2022101018,"What would it take to build a computer physician that can take its place amongst human peers? Currently, Neural Nets, especially as so-called “Deep Learning” nets, dominate what is popularly called “Artificial Intelligence”, but to many critics they seem to be little more than powerful data-analytic tools inspired by some of the more basic functions and regions of the human brain such as those involved in early processes in biological vision, classification, and categorization. The deeper nature of human intelligence as the term is normally meant, including relating to consciousness, has been the domain of philosophers, psychologists, and some neuroscientists. Now, attention is turning to neuronal mechanisms in humans and simpler organisms as a basis of a truer AI with far greater potential. Arguably, the approach required should be rooted in information theory and algorithmic science. But as discussed in this paper, caution is required: “just any old information” might not do. The information might need to be of a particular dynamical and actioning nature, and that might significantly impact the kind of computation and computer hardware required. Overall, however, the authors do not favor emergent properties such as those based on complexity and quantum effects. Despite the possible difficulties, such studies could, in return, have substantial benefits for biology and medicine beyond the computational tools that they produce to serve those disciplines.",,B. Robson and G. Ochoa-Vargas,,https://doi.org/10.1016/j.imu.2022.101018,,,,2352-9148,Informatics in Medicine Unlocked,"AI, Algorithms, X factor, Emergent properties, Consciousness, Quantum effects",,,101018,,,Searching for the principles of a less artificial A.I.,https://www.sciencedirect.com/science/article/pii/S2352914822001617,32,2022
article,BARRICELLI2019101,"End-User Development (EUD), End-Programming (EUP) and End-User Software Engineering (EUSE) are three related research fields that study methods and techniques for empowering end users to modify and create digital artifacts. This paper presents a systematic mapping study aimed at identifying and classifying scientific literature about EUD, EUP and EUSE in the time range January 2000–May 2017. We selected 165 papers found through a manual selection of papers from specific conferences, journal special issues, and books, integrated with an automatic search on the most important digital libraries. The answer to our research question was built through a classification of the selected papers on seven dimensions: type of approach, interaction technique, phase in which the approach is adopted, application domain, target use, class of users, and type of evaluation. Our findings suggest that EUD, EUP and EUSE are active research topics not only in Human–Computer Interaction, but also in other research communities. However, little cross-fertilization exists among the three themes, as well as unifying frameworks and approaches for guiding novice designers and practitioners. Other findings highlight trends and gaps related to the analysis’ dimensions, which have implications on the design of future tools and suggest open issues for further investigations.",,Barbara Rita Barricelli and Fabio Cassano and Daniela Fogli and Antonio Piccinno,,https://doi.org/10.1016/j.jss.2018.11.041,,,,0164-1212,Journal of Systems and Software,"Systematic mapping study, End-user development, End-user programming, End-user software engineering",,,101-137,,,"End-user development, end-user programming and end-user software engineering: A systematic mapping study",https://www.sciencedirect.com/science/article/pii/S0164121218302577,149,2019
article,ALDAAJEH2022102754,"Digital information and telecommunication technologies have not only become essential to individuals’ daily lives but also to a nation’s sustained economic growth, societal well-being, critical infrastructure resilience, and national security. Consequently, the protection of a nation’s cyber sovereignty from malicious acts is a major concern. This signifies the importance of cybersecurity education in facilitating the creation of a resilient cybersecurity ecosystem and in supporting cyber sovereignty. This study reviews a sample from world-leading countries National Cybersecurity Strategic Plans (NCSPs) and analyzes the associated existing cybersecurity education and training improvement initiatives. Furthermore, a proposal to adopt the Goal-Question-Outcomes(GQO)+Strategies paradigm into cybersecurity education and training programs curricula improvement to national cybersecurity strategic goals is presented. The proposal maps cybersecurity strategic goals to cybersecurity skills and competencies using the National Initiative for Cybersecurity Education (NICE) framework. The newly proposed cybersecurity education and training programs’ curricula learning outcomes were generated from the GQO+Strategies paradigm based on the three major cybersecurity strategic goals: Development of secure digital and information technology infrastructure and services, defending from sophisticated cyber threats, and enrichment of individuals’ cybersecurity maturity and awareness. It is highly recommended that cybersecurity university program administrators utilize the proposed GQO+Strategies to align their program’s curriculum to NCSP. Hence, closing the gap that exists with the relevant skills and sustain national cybersecurity workforces.",,Saleh AlDaajeh and Heba Saleous and Saed Alrabaee and Ezedin Barka and Frank Breitinger and Kim-Kwang {Raymond Choo},,https://doi.org/10.1016/j.cose.2022.102754,,,,0167-4048,Computers & Security,"Cybersecurity strategic plan, Cybersecurity education, NICE framework, Cybersecurity curricula, GQO+Strategies paradigm",,,102754,,,The role of national cybersecurity strategies on the improvement of cybersecurity education,https://www.sciencedirect.com/science/article/pii/S0167404822001493,119,2022
article,BRINSON2015218,"This review presents the first attempt to synthesize recent (post-2005) empirical studies that focus on directly comparing learning outcome achievement using traditional lab (TL; hands-on) and non-traditional lab (NTL; virtual and remote) participants as experimental groups. Findings suggest that most studies reviewed (n = 50, 89%) demonstrate student learning outcome achievement is equal or higher in NTL versus TL across all learning outcome categories (knowledge and understanding, inquiry skills, practical skills, perception, analytical skills, and social and scientific communication), though the majority of studies (n = 53, 95%) focused on outcomes related to content knowledge, with most studies (n = 40, 71%) employing quizzes and tests as the assessment instrument. Scientific inquiry skills was the least assessed learning objective (n = 4, 7%), and lab reports/written assignments (n = 5, 9%) and practical exams (n = 5, 9%) were the least common assessment instrument. The results of this review raise several important concerns and questions to be addressed by future research.",,James R. Brinson,,https://doi.org/10.1016/j.compedu.2015.07.003,,,,0360-1315,Computers & Education,"Distance education and telelearning, Distributed learning environments, Evaluation of CAL systems, Simulations, Teaching/learning strategies",,,218-237,,,Learning outcome achievement in non-traditional (virtual and remote) versus traditional (hands-on) laboratories: A review of the empirical research,https://www.sciencedirect.com/science/article/pii/S0360131515300087,87,2015
incollection,2020729,,Oxford,,Encyclopedia of Creativity (Third Edition),https://doi.org/10.1016/B978-0-12-815614-8.18001-6,Third Edition,Steven Pritzker and Mark Runco,978-0-12-815615-5,,,,,,729-744,Academic Press,,Index,https://www.sciencedirect.com/science/article/pii/B9780128156148180016,,2020
article,WAITE2020103838,"Teachers in England are required to ensure that learners from the age of five are taught about algorithms and program design. Yet, there is evidence that despite teachers reporting that design is important, they are not converting this into classroom practice. This paper describes a survey study, in which we explored teachers’ difficulties in using design. We surveyed 207 teachers asking them free-text questions on their use of design in teaching programming and their views of pupils’ responses to using design. In the survey, we also investigated teachers’ understanding of the term algorithm, an essential concept which may be a contributing factor in their difficulties with design. We provide underpinning data on the difficulties of using design that teachers of pupils aged from 5 to 11 years old (Grades K to 5) have in teaching programming. Difficulties with design identified include pupil resistance, a lack of time, a lack of pupil and teacher expertise, conflicting pedagogical choices and a general confusion over what an algorithm is. There were statistically significant differences in selection of the term ‘algorithm’ to describe programming artefacts whether a teacher was a specialist or a generalist, what training they had received on programming or design, the age group taught and programming language used. Teachers were more likely to call a complex code snippet an ‘algorithm’ than a simpler one and more likely to select the term to describe code snippets than a design artefact. We make suggestions of how to alleviate the problems including that teachers are introduced to the idea of ambiguous representations of algorithms and a process which refines the representation from ambiguous to unambiguous as the design progresses.",,Jane Waite and Paul Curzon and William Marsh and Sue Sentance,,https://doi.org/10.1016/j.compedu.2020.103838,,,,0360-1315,Computers & Education,"K-5 computing education, Teachers, Design, Programming",,,103838,,,Difficulties with design: The challenges of teaching design in K-5 programming,https://www.sciencedirect.com/science/article/pii/S0360131520300385,150,2020
article,CANNAVO2020102450,"The introduction of interactive assets in public exhibitions is capable to significantly enhance the visitors’ user experience. However, the creation of interactive applications could represent a challenging task, especially for users lacking computer skills. Visual programming languages (VPLs) – one of the instruments belonging to the broad categories of methods and tools devised to support end-user development (EUD) – promise to offer an intuitive way to overcome these limitations, by providing easy-to-use and efficient interfaces for encoding applications’ logic. Moving from these considerations, this paper first analyses pros and cons of tools devised so far to support the generation of interactive contents. Then, it presents the design of a new tool named Visual Scene Editor (VSE), which allows users with little to no programming skills to create 3D interactive applications by combining available assets through an interactive, visual process. Both objective and subjective measurements have been collected with both skilled and unskilled users to evaluate the performance of the proposed tool. A comparison with existing solutions shows a reduction in the time required to complete the assigned tasks, of the complexity of the logic created, as well as of the number of errors made, confirming the suitability of the VSE for the said purpose.",,Alberto Cannavò and Francesco De Pace and Federico Salaroglio and Fabrizio Lamberti,,https://doi.org/10.1016/j.ijhcs.2020.102450,,,,1071-5819,International Journal of Human-Computer Studies,"End-user development (EUD), Visual programming languages (VPLs), Interactive assets, 3D Graphics, Virtual reality (VR), Augmented reality (AR), Human-machine interaction (HMI), Natural user interfaces (NUIs)",,,102450,,,A visual editing tool supporting the production of 3D interactive graphics assets for public exhibitions,https://www.sciencedirect.com/science/article/pii/S1071581920300525,141,2020
article,WEINTROP2019103646,"Block-based programming languages are becoming increasingly common in introductory computer science classrooms across the K-12 spectrum. One justification for the use of block-based environments in formal educational settings is the idea that the concepts and practices developed using these introductory tools will prepare learners for future computer science learning opportunities. This view is built on the assumption that the attitudinal and conceptual learning gains made while working in the introductory block-based environments will transfer to conventional text-based programming languages. To test this hypothesis, this paper presents the results of a quasi-experimental classroom study in which programming novices spent five-week using either a block-based or text-based programming environment. After five weeks in the introductory tool, students transitioned to Java, a conventional text-based programming language. The study followed students for 10 weeks after the transition. Over the course of the 15-week study, attitudinal and conceptual assessments were administered and student-authored programs were collected. Conceptual learning, attitudinal shifts, and changes in programming practices were analyzed to evaluate how introductory modality impacted learners as they transitioned to a professional, text-based programming language. The findings from this study build on earlier work that found a difference in performance on content assessments after the introductory portion of the study (Weintrop & Wilensky, 2017a). This paper shows the difference in conceptual learning that emerged after five weeks between the block-based and text-based conditions fades after 10 weeks in Java. No differences in programming practices were found between the two conditions while working in Java. Likewise, differences in attitudinal measures that emerged after working in the introductory environments also faded after 10 weeks in Java, resulting in no difference between the conditions after 15 weeks. The contribution of this work is to advance our understanding of the benefits and limits of block-based programming tools in preparing students for future computer science learning. This paper presents the first quasi-experimental study of the transfer of knowledge between block-based and text-based environments in a high school setting. The lack of significant differences between the two introductory programming modalities after learners transition to professional programming languages is discussed along with the implications of these findings for computer science education researchers and educators, as well as for the broader community of researchers studying the role of technology in education.",,David Weintrop and Uri Wilensky,,https://doi.org/10.1016/j.compedu.2019.103646,,,,0360-1315,Computers & Education,"Evaluation of CAL systems, Interactive learning environments, Programming and programming languages, Secondary education, Teaching/learning strategies",,,103646,,,Transitioning from introductory block-based and text-based environments to professional programming languages in high school computer science classrooms,https://www.sciencedirect.com/science/article/pii/S036013151930199X,142,2019
incollection,FISHWICK2017557,,San Diego,Paul A. Fishwick,Emotions and Affect in Human Factors and Human-Computer Interaction,https://doi.org/10.1016/B978-0-12-801851-4.00021-5,,Myounghoon Jeon,978-0-12-801851-4,,,,,,557-587,Academic Press,,Chapter 21 - Aesthetic Computing*,https://www.sciencedirect.com/science/article/pii/B9780128018514000215,,2017
article,BLACKWELL201952,"This paper reflects on the evolution (past, present and future) of the ‘psychology of programming' over the 50 year period of this anniversary issue. The International Journal of Human-Computer Studies (IJHCS) has been a key venue for much seminal work in this field, including its first foundations, and we review the changing research concerns seen in publications over these five decades. We relate this thematic evolution to research taking place over the same period within more specialist communities, especially the Psychology of Programming Interest Group (PPIG), the Empirical Studies of Programming series (ESP), and the ongoing community in Visual Languages and Human-Centric Computing (VL/HCC). Many other communities have interacted with psychology of programming, both influenced by research published within the specialist groups, and in turn influencing research priorities. We end with an overview of the core theories that have been developed over this period, as an introductory resource for new researchers, and also with the authors’ own analysis of key priorities for future research.",,Alan F. Blackwell and Marian Petre and Luke Church,,https://doi.org/10.1016/j.ijhcs.2019.06.009,,,,1071-5819,International Journal of Human-Computer Studies,"Psychology of programming, Programming languages, Attention investment","50 years of the International Journal of Human-Computer Studies. Reflections on the past, present and future of human-centred technologies",,52-63,,,Fifty years of the psychology of programming,https://www.sciencedirect.com/science/article/pii/S1071581919300795,131,2019
article,SHUTE2021106647,"Creativity has been of research interest to psychologists dating back many decades, and is currently recognized as one of the essential skills needed to succeed in our complex, interconnected world. One medium that has affordances to assess and support creativity in young people is video games. In this paper, we briefly discuss the literature on video games and creativity and provide an example of current work being done relative to measuring creativity in the context of a game called Physics Playground using stealth assessment. To validate the stealth assessment of creativity, we conducted a one-group pretest-posttest study with 167 8th and 9th graders from a K-12 school in Florida. Results suggest that our stealth assessment of creativity is valid (i.e., our stealth assessment estimate significantly correlated with our external performance-based measures of creativity). Additional analyses revealed that creativity (i.e., estimated using our stealth assessment of creativity) significantly predicts in-game performance (e.g., number of levels solved), game enjoyment, and learning of physics content. We conclude with a discussion of future directions in this line of creativity research.",,Valerie J. Shute and Seyedahmad Rahimi,,https://doi.org/10.1016/j.chb.2020.106647,,,,0747-5632,Computers in Human Behavior,"Creativity, Stealth assessment, Video games, 21st-century skills, Physics playground",,,106647,,,Stealth assessment of creativity in a physics video game,https://www.sciencedirect.com/science/article/pii/S0747563220303940,116,2021
article,WANG2017182,"In order to obtain better generalization abilities and mitigate the impacts of the best and worst individuals during the process of optimization, this paper suggests Bee and Frog Co-Evolution Algorithm (abbreviation for BFCEA), which combines Mnemonic Shuffled Frog Leaping algorithm With Cooperation and Mutation (abbreviation for MSFLACM) with improved Artificial Bee Colony (abbreviation for ABC). The contrast experimental study about different iteratively updating strategies was acted in BFCEA, including strategy of integrating with ABC, regeneration of the worst frog and its leaping step. The key techniques focus on the first 10 and the last 10 frogs evolving ABC in BFCEA, namely, the synchronous renewal strategy for those winner and loser should be applied, after certain G times’ MSFLACM-running, so as to avoid trapping local optimum in later stage. The ABC evolution process will be called between all memes’ completing inner iteration and all frogs’ outer shuffling, the crossover operation is removed from MSFLACM for its little effect on time-consuming and convergence in this novel algorithm. Besides, in ABC, the scout bee is generated by Cauchy mutating instead at random. The performance of proposed approach is examined by well-known 16 numerical benchmark functions, and obtained results are compared with basic Shuffled Frog Leaping algorithm (abbreviation for SFLA), ABC and four other variants. The experimental results and related application in cloud resource scheduling show that the proposed algorithm is effective and outperforms other variants, in terms of solution quality and convergence, and the improved variants can obtain a lower degree of unbalanced load and relatively stable scheduling strategy of resources in complicated cloud computing environment.",,Hong-bo Wang and Xue-Na Ren and Xu-yan Tu,,https://doi.org/10.1016/j.asoc.2017.02.030,,,,1568-4946,Applied Soft Computing,"Artificial Bee Colony, Shuffled Frog Leaping, Evolutionary computing, Resources scheduling",,,182-198,,,Bee and Frog Co-Evolution Algorithm and its application,https://www.sciencedirect.com/science/article/pii/S1568494617301096,56,2017
article,ANTLE2022100374,"In the 21st century the academic field of Child–Computer Interaction (CCI) arose alongside burgeoning interactive technology and digital media industries that targeted children. We believe that the field of CCIU is at an important point in its development, analogous to when a child becomes a teen. Over the last few years we have each had many informal conversations with other CCI researchers in which we discuss issues such as, what is our responsibility as researchers beyond academe? What values underlie our conceptions of a ”good” childhood and the role of interactive technology in it? And, how do we ensure that our field continues to grow and evolve in ways that are consistent with our responsibilities and values? To address these and other complex questions that have been drawing our attention we came together to reflect, discuss and create a position paper for our community, in which we outline some of the issues we see facing our community at this time. To inform our deliberations with opinions beyond our own we conducted an informal consultation with 25 members of the CCI community. Our responders spanned junior to senior researchers, represented diverse geographies and included industry practitioners. These diverse responses provided further content for our reflections, and helped us see perspectives beyond our own. The result of this informal process is this speculative paper in which we propose a series of seven provocations that aim to disrupt some of the normative assumptions held in our field. Our goal in doing this is to open up dialogue in our community about these issues and promote consideration of the alternative visions we present for where we might focus our attention and efforts. We see our contribution not as truth or a definitive statement of a vision for the field, but rather as our opinion about some of the complex issues we face and that we think should be considered through dialogue as we move into the next phase of our development as an academic and scholarly community. We believe that it is urgent and critical for our field that we take up these questions, explore diverse perspectives, and critically work towards decisions and actions that will define our identity and the value of our contributions as we move forward into the next 20 years of research in CCI.",,Alissa N. Antle and Juan Pablo Hourcade,,https://doi.org/10.1016/j.ijcci.2021.100374,,,,2212-8689,International Journal of Child-Computer Interaction,"Child–computer interaction, Review, Future, Vision, Research agenda, Provocations",,,100374,,,Research in Child–Computer Interaction: Provocations and envisioning future directions,https://www.sciencedirect.com/science/article/pii/S2212868921000787,32,2022
article,PINSKI2024100062,"The rapid advancement of artificial intelligence (AI) has brought transformative changes to various aspects of human life, leading to an exponential increase in the number of AI users. The broad access and usage of AI enable immense benefits but also give rise to significant challenges. One way for AI users to address these challenges is to develop AI literacy, referring to human proficiency in different subject areas of AI that enable purposeful, efficient, and ethical usage of AI technologies. This study aims to comprehensively understand and structure the research on AI literacy for AI users through a systematic, scoping literature review. Therefore, we synthesize the literature, provide a conceptual framework, and develop a research agenda. Our review paper holistically assesses the fragmented AI literacy research landscape (68 papers) while critically examining its specificity to different user groups and its distinction from other technology literacies, exposing that research efforts are partly not well integrated. We organize our findings in an overarching conceptual framework structured along the learning methods leading to, the components constituting, and the effects stemming from AI literacy. Our research agenda – oriented along the developed conceptual framework – sheds light on the most promising research opportunities to prepare AI users for an AI-powered future of work and society.",,Marc Pinski and Alexander Benlian,,https://doi.org/10.1016/j.chbah.2024.100062,,,,2949-8821,Computers in Human Behavior: Artificial Humans,"Systematic literature review, Scoping literature review, Artificial intelligence literacy, Learning methods, AI literacy components, AI literacy effects",,1,100062,,,"AI literacy for users – A comprehensive review and future research directions of learning methods, components, and effects",https://www.sciencedirect.com/science/article/pii/S2949882124000227,2,2024
article,PDELOPE2021100429,"In the last years, serious games have been successfully exploited in different areas. However, in spite of the powerful tool that this kind of video games has proved to be in the classroom, a few methodological efforts have been conducted in order to involve pedagogues or educators in the design loop of these games or, one step further, include students in the co-design process to promote learning through design as a context. With this objective, this paper presents a set of metamodels that could facilitate the conceptual design of this type of games. To this end, a complete graphical notation based on the UML standard (with adaptations) is defined for representing the components of this type of games; having in mind to improve the collaboration between the team of educators/students and the technical team during the design process. Finally, the design diagrams defined during the production of a specific serious game, titled Uranus, are illustrated, in order to show the feasibility of the proposal. In addition, a validation experience was conducted with educators and computer engineering students in order to test the value of the proposed graphic notation to design educational games.",,Rafael {P. De Lope} and Nuria Medina-Medina and Matías Urbieta and Alejandra B. Lliteras and Antonio {Mora García},,https://doi.org/10.1016/j.entcom.2021.100429,,,,1875-9521,Entertainment Computing,"Computers and education, Adventure-based educational games, Design tools and techniques, Modelling language",,,100429,,,A novel UML-based methodology for modeling adventure-based educational games,https://www.sciencedirect.com/science/article/pii/S1875952121000264,38,2021
