ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,note,number,pages,publisher,title,url,volume,year
article,SWAID20153657,"Today, as advanced technologies and cloud computing tools emerge, it is imperative that such innovations are sustained with knowledge and skill set among STEM educators and practitioners. In this paper, the author reports on a project, HBCU-UP II, that works on bringing Computational Thinking to Science, Technology, Engineering, and Mathematics (STEM) disciplines. A Computational-Thinking based strategy is adopted to enforce thinking computationally in STEM gate-keeping courses. The paper presents framework, implementation and outcomes. This on-going project contributes to efforts to establish computational thinking as a universally applicable attitude that is meshed within STEM conversations, education, and curricula. This paper will be particularly useful for researchers interested in Computational Thinking and its applications in STEM education, in particular and higher education in general",,Samar I. Swaid,,https://doi.org/10.1016/j.promfg.2015.07.761,,,,2351-9789,Procedia Manufacturing,"Computational thinking, STEM, Computational science, HBCU, Cyberinfrastructure","6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015",,3657-3662,,Bringing Computational Thinking to STEM Education,https://www.sciencedirect.com/science/article/pii/S2351978915007623,3,2015
article,ANGELI2020106185,"Computational Thinking is a term applied to describe the increasing attention on students' knowledge development about designing computational solutions to problems, algorithmic thinking, and coding. It focuses on skills children develop from practicing programming and algorithms, and enables the development of qualities such as abstract thinking, problem solving, pattern recognition, and logical reasoning. Contemporary educational and infrastructural developments, like “CS for All” (https://www.csforall.org/), ISTE's Standards for Students in Computational Thinking (https://www.iste.org/explore/Solutions/Computational-thinking-for-all?articleid=152), Computer Science Teachers Association's Concepts of Computational Thinking (http://advocate.csteachers.org/2014/09/15/computational-thinking-and-beyond/), and the appearance of tools such as robotics, 3D printing, microprocessors, and intuitive programming languages posit Computational Thinking as a very promising area to support these learning competences. In this special issue of Computers in Human Behavior, the Editors report four studies conducted by interdisciplinary teams. The introduction to the special issue also draws attention to the great potential and need for further research in the area of Computational Thinking Education to engage students in meaningful learning so as to develop useful thinking skills and digital competences. Finally, the Editorspropose directions for future research and practice in Computational Thinking Education.",,Charoula Angeli and Michail Giannakos,,https://doi.org/10.1016/j.chb.2019.106185,,,,0747-5632,Computers in Human Behavior,"Computational thinking, Digital competences, Coding, Technological fluency, Algorithmic thinking, Robotics",,,106185,,Computational thinking education: Issues and challenges,https://www.sciencedirect.com/science/article/pii/S0747563219303978,105,2020
incollection,DING202319,"In this article, we discuss how mathematics can play a role in STEM activities in K–12 classrooms. From the perspective of content, we argue that mathematics serves as a language tool to help represent/model STEM activities and explain/interpret identified solutions. From the perspective of process, we argue that mathematics serves as a thinking tool because mathematical reasoning is at the core of problem solving. In addition, computational thinking is a critical skill for solving problems in complex systems. We conclude our study with three suggestions that help make mathematics more explicit in K–12 STEM classrooms.",Oxford,Meixia Ding and Jinfa Cai,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.13035-0,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Computational thinking, Content, Explicit, Integration, K–12, Language tool, Mathematics, Process, Mathematical reasoning, STEM, Thinking tool",,,19-27,Elsevier,Mathematics in STEM education,https://www.sciencedirect.com/science/article/pii/B9780128186305130350,,2023
article,BUCCIARELLI2022100443,"We present a theory of the causes of difficulty in children’s creation of informal programs. Ten-year-old children are able to devise such programs to rearrange the order of the cars in trains on a simple railway track with a single siding. According to the theory, they rely on kinematic mental models that simulate the required sequence of steps, and we devised a computer program, mAbducer, which does so too in creating its own programs for such rearrangements. An experiment showed that a simple measure of the complexity of its programs, based on Kolmogorov complexity, predicts ten-year-olds’ difficulty in this task: the measure is the number of words in mAbducer’s programs for solving the rearrangement in a minimal number of moves. Complexity, in turn, reflects the structure of the required programs, which need loops of moves to be repeated, and often moves before and after such a loop. Children’s errors are predictable in both their location and nature. Our results therefore have implications for the assessment and pedagogy of computational thinking.",,Monica Bucciarelli and Robert Mackiewicz and Sangeet S. Khemlani and P.N. Johnson-Laird,,https://doi.org/10.1016/j.ijcci.2021.100443,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational thinking, Deduction, Informal programs, Kinematic simulations, Recursion",,,100443,,The causes of difficulty in children’s creation of informal programs,https://www.sciencedirect.com/science/article/pii/S2212868921001185,31,2022
article,SUN2023101340,"Promoting computational thinking (CT) skills in programming activities has become a key issue in K-12 education, and the shift from visual to text-based programming is an inevitable trend in programming education. Although research on K-12 text-based programming to promote CT skills has been increasing, a literature review that systematically organizes and analyzes it has not yet emerged. Moreover, there are no uniform conclusions on how to design text-based programming activities to effectively promote students’ acquisition of CT skills. The purpose of this study was mainly to determine the effectiveness of using text-based programming to enhance K-12 students’ CT skills, to explore the effects of various text-based programming instructional design factors on CT skill acquisition, and to discuss the key issues and future development of text programming in the K-12 stage. In this study using the quantitative method of meta-analysis and the qualitative method of systematic literature review, 46 studies of text-based programming on K-12 students’ CT skills were retrieved, of which 19 empirical studies including 37 effects size met the inclusion criteria for the meta-analysis and were therefore used as a meta-analysis. The results showed that text-based programming improved the CT skills of K-12 students overall (Hedges’ g = 0.71, 95% CI [0.51, 0.90], p < 0.01). No publication bias was detected. In addition, the results of the moderator analysis revealed that: 1) text programming had the greatest impact on computational thinking development in middle school students (g = 0.833, p = <0.05); 2) the duration of text programming instruction had the most significant positive impact on students' CT at 16–20 weeks (g = 1.038, p <0.05); 3) the moderating effect of different assessment tools on CT skills in text programming instruction The difference was statistically significant, and the test assessment method had a highly significant positive moderating effect on CT skills of students in grades K-12 (g = 1.005, p < 0.05); 4) The moderating effect of different student sample sizes on students' computational thinking development was significantly different, and the implementation of text-based programming instruction had the most significant effect on students' CT improvement among students with sample sizes of 41 ∼ 60 (g = 0.921, p < 0.05); 5) There were no significant differences in the effects of different text-based programming languages and learning environments on students' computational thinking.However, there are still barriers to developing instructional practices for text-based programming to foster CT in K-12 students, such as the highly abstract and complex syntax of text-based programming. This study found that the most critical issues that need to be addressed in current text-based programming to foster CT in K-12 students are the lack of student interest in text-based programming and the misconceptions that arise when students move from visual programming to text-based programming. To address these issues, future research could begin with improving teaching methods and increasing student motivation and interest. To address these issues, future research could begin with improving teaching methods and increasing students' motivation and interest.",,Lihui Sun and Liang Zhou,,https://doi.org/10.1016/j.tsc.2023.101340,,,,1871-1871,Thinking Skills and Creativity,"K-12, Computational thinking (CT) skills, Text-based programming, Instruction design, Meta-analysis",,,101340,,Does text-based programming improve K-12 students’ CT skills? Evidence from a meta-analysis and synthesis of qualitative data in educational contexts,https://www.sciencedirect.com/science/article/pii/S1871187123001098,49,2023
article,SHUTE2017142,"This paper examines the growing field of computational thinking (CT) in education. A review of the relevant literature shows a diversity in definitions, interventions, assessments, and models. After synthesizing various approaches used to develop the construct in K-16 settings, we have created the following working definition of CT: The conceptual foundation required to solve problems effectively and efficiently (i.e., algorithmically, with or without the assistance of computers) with solutions that are reusable in different contexts. This definition highlights that CT is primarily a way of thinking and acting, which can be exhibited through the use particular skills, which then can become the basis for performance-based assessments of CT skills. Based on the literature, we categorized CT into six main facets: decomposition, abstraction, algorithm design, debugging, iteration, and generalization. This paper shows examples of CT definitions, interventions, assessments, and models across a variety of disciplines, with a call for more extensive research in this area.",,Valerie J. Shute and Chen Sun and Jodi Asbell-Clarke,,https://doi.org/10.1016/j.edurev.2017.09.003,,,,1747-938X,Educational Research Review,"Computational thinking, Computational literacy, Problem solving, Programming",,,142-158,,Demystifying computational thinking,https://www.sciencedirect.com/science/article/pii/S1747938X17300350,22,2017
article,LI2023101369,"Learning engagements in programming learning activities are critical to developing students' higher-order thinking skills. This study aimed to investigate the relationship between K-12 students' learning engagement levels (i.e., cognitive engagement, emotional engagement, and behavioral engagement) and higher-order thinking skills (i.e., computational thinking, problem solving, creative thinking, and critical thinking) in programming learning, and the moderating effects of behavioral engagement and emotional engagement on this relationship. A total of 714 K-12 students in China's Zhejiang Province participated in this study and completed an online questionnaire, which included the learning engagement scale and the high-order thinking tendency scale. Cross-sectional survey data were analyzed using Pearson's correlation coefficient and hierarchical multiple regression as a way to examine the relationship between the variables. The results showed that cognitive engagement, emotional engagement, and behavioral engagement were all key factors in developing those students' higher-order thinking for programming learning activities in K-12 students during associated activities. Furthermore, when the students' emotional engagements were elevated, the positive relationships between cognitive engagement, computational thinking, and creative thinking were closer. Inversely, when students' behavioral engagement was high, the positive relationship between cognitive engagement and critical thinking, and the positive relationship between emotional engagement and problem-solving and critical thinking became looser. These results can help deepen educators' understanding of the relationship between learning engagement and higher-order thinking skills to facilitate their search for effective strategies to improve programming instruction. Additionally, it can provide a more precise research direction for the broader development of programming education.",,Wei Li and Ji-Yi Huang and Cheng-Ye Liu and Judy C.R. Tseng and Shu-Pan Wang,,https://doi.org/10.1016/j.tsc.2023.101369,,,,1871-1871,Thinking Skills and Creativity,"Programming learning, Higher-order thinking skills, Learning engagements, K-12",,,101369,,A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning,https://www.sciencedirect.com/science/article/pii/S1871187123001372,49,2023
article,DURAK2018191,"The aim of this study is to determine how much various variables explain students' computational thinking (CT) skills. Furthermore, it was aimed to produce a model that explains and predicts the relations between computational thinking skills and various variables. Study group consists of 156 students who were studying in 5–12. Class in 2015–2016 academic year in different schools in Ankara. Relational screening model was used in this research. Two different data collection instruments were used in this research. The first one is “Personal Information Form”. The second one is “Computational Thinking Skills Scale”. Structural Equation Model was used in data analysis so as to produce a model that explains and predicts the relations between computational thinking skills and various variables. According to research results, it was found that computational thinking skill was highly predicted by variables, respectively; “thinking styles, academic success in mathematic class, attitude against mathematic class”.",,Hatice Yildiz Durak and Mustafa Saritepeci,,https://doi.org/10.1016/j.compedu.2017.09.004,,,,0360-1315,Computers & Education,"Computational thinking, Evaluation methodologies, Media in education, Programming and programming languages, Secondary education",,,191-202,,Analysis of the relation between computational thinking skills and various variables with the structural equation model,https://www.sciencedirect.com/science/article/pii/S0360131517302087,116,2018
article,PENG20231143,"The Python language is more focused on problem solving, which is in line with the era of computational thinking, and the teaching of Python language course requires students to systematically master the basic concepts, programming ideas and programming techniques of Python, and have the idea of object-oriented software design technology. We have developed a recommended system of online resources for ""Python Programming"" course to solve the problem of students' access to resources and deepen the teaching reform of the Python Programming course. Data persistence is an important task in system development, and Hibernate is the most popular O/R Mapping framework. The data persistence design based on Hibernate solves the key technical problems in the development of the network resource recommendation system for the ""Python Programming"" course, and improves the efficiency and maintainability of the software system development.",,Xia Peng and Jun Li and Yongchang Ren,,https://doi.org/10.1016/j.procs.2023.11.149,,,,1877-0509,Procedia Computer Science,"Hibernate, ""Python Programming"", Network Resources, Recommendation System, Data Persistence",3rd International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy,,1143-1151,,Design of Data Persistence for Network Resources Recommendation System Based on Hibernate Architecture,https://www.sciencedirect.com/science/article/pii/S1877050923019804,228,2023
incollection,KIRK2013281,,Boston,David B. Kirk and Wen-mei W. Hwu,Programming Massively Parallel Processors (Second Edition),https://doi.org/10.1016/B978-0-12-415992-1.00013-4,Second Edition,David B. Kirk and Wen-mei W. Hwu,978-0-12-415992-1,,,,,,281-295,Morgan Kaufmann,Chapter 13 - Parallel Programming and Computational Thinking,https://www.sciencedirect.com/science/article/pii/B9780124159921000134,,2013
article,MARCELINO2018470,"Learning Computational Thinking concepts by all has gained quite importance in last years. Scratch is also one of the most used products to promote it worldwide. Yet, most teachers face difficulties when using it in the classroom with their students. With this idea in mind we developed and run a distance education course under the Project of Distance Education of the University of Coimbra specially designed for elementary school teachers to learn both Computational Thinking concepts and Scratch via an e-learning course using Moodle as a Learning Management System. In this paper we describe this first experience of teaching and learning online, the results obtained and also our future work about this course. Results of this first experience showed that it was possible for the trainees to learn Computational Thinking concepts and Scratch programming and also to develop useful products for their classroom practice using this modality of teaching and learning. As such, a second edition of the course is already planned to take place shortly.",,Maria José Marcelino and Teresa Pessoa and Celeste Vieira and Tatiana Salvador and António José Mendes,,https://doi.org/10.1016/j.chb.2017.09.025,,,,0747-5632,Computers in Human Behavior,"Computational Thinking, Scratch, Teacher training, E-learning, Pedagogical innovation",,,470-477,,Learning Computational Thinking and scratch at distance,https://www.sciencedirect.com/science/article/pii/S0747563217305526,80,2018
article,LI2012498,"In this paper, we report our two–year experience offering an introductory computational thinking course for all first year students with no prior related background. In this course, we explore to seek a unified approach to teach non–CS majors and to find out to what extent they can be taught same as CS–majors. We describe our motivation for the proposed approach, the selection of topics, adoption of teaching methods, feedback from the survey at the end of the course, and some promising conclusions based on our experiences and student feedback.",,Tun Li and Ting Wang,,https://doi.org/10.1016/j.ieri.2012.06.123,,,,2212-6678,IERI Procedia,"Computational thinking, curriculum, unified, non–CS majors","International Conference on Future Computer Supported Education, August 22- 23, 2012,Fraser Place Central - Seoul",,498-503,,A Unified Approach to Teach Computational Thinking for First Year Non–CS Majors in an Introductory Course,https://www.sciencedirect.com/science/article/pii/S2212667812001311,2,2012
article,GARCIAPENALVO2018407,"Several countries have usually adopted several priorities for developing ICT competences from kindergarten to secondary education. Most of them are focused on the development of key competences and/or coding skills. Although coding may be very attractive for young students and a very good practice or experience, it could be more interesting to develop students' logical thinking skills and problem-solving skills throughout programming approaches or computational thinking. This is a very exciting challenge with lots of possibilities regarding coding, robots, mobiles devices, Arduino-based application, game-based learning and so on. Thus, it is very important to explore the effect that these experiences have been taking into the pre-university students, both at primary and secondary education, with a special focus on the computational thinking as one of the components inside the toolbox to develop a reflexive and critical education in order to help children to solve problems using the technology with which they will live daily.",,Francisco José García-Peñalvo and Antònio José Mendes,,https://doi.org/10.1016/j.chb.2017.12.005,,,,0747-5632,Computers in Human Behavior,"Computational thinking, 21st century competences, Coding, Pre-university education",,,407-411,,Exploring the computational thinking effects in pre-university education,https://www.sciencedirect.com/science/article/pii/S0747563217306854,80,2018
article,LAURENT2022101667,"The aim of this study is to investigate whether a programming activity might serve as a learning vehicle for mathematics acquisition in grades four and five. For this purpose, the effects of a programming activity, an essential component of computational thinking, were evaluated on learning outcomes of three mathematical notions: Euclidean division (N = 1,880), additive decomposition (N = 1,763) and fractions (N = 644). Classes were randomly assigned to the programming (with Scratch) and control conditions. Multilevel analyses indicate negative effects (effect size range −0.16 to −0.21) of the programming condition for the three mathematical notions. A potential explanation of these results is the difficulties in the transfer of learning from programming to mathematics.",,Manon Laurent and Rosamaria Crisci and Pascal Bressoux and Hamid Chaachoua and Cécile Nurra and Erica {de Vries} and Pierre Tchounikine,,https://doi.org/10.1016/j.learninstruc.2022.101667,,,,0959-4752,Learning and Instruction,"Computational thinking, Programming activity, Mathematics learning, Primary school, Randomized trial, Learning transfer",,,101667,,Impact of programming on primary mathematics learning,https://www.sciencedirect.com/science/article/pii/S0959475222000883,82,2022
article,HSU2018296,"Computational Thinking (CT) is seen as an important competence that is required in order to adapt to the future. However, educators, especially K-12 teachers and researchers, have not clearly identified how to teach it. In this study, a meta-review of the studies published in academic journals from 2006 to 2017 was conducted to analyze application courses, adopted learning strategies, participants, teaching tools, programming languages, and course categories of CT education. From the review results, it was found that the promotion of CT in education has made great progress in the last decade. In addition to the increasing number of CT studies in different countries, the subjects, research issues, and teaching tools have also become more diverse in recent years. It was also found that CT has mainly been applied to the activities of program design and computer science, while some studies are related to other subjects. Meanwhile, most of the studies adopted Project-Based Learning, Problem-Based Learning, Cooperative Learning, and Game-based Learning in the CT activities. In other words, such activities as aesthetic experience, design-based learning, and storytelling have been relatively less frequently adopted. Most of the studies focused on programming skills training and mathematical computing, while some adopted a cross-domain teaching mode to enable students to manage and analyze materials of various domains by computing. In addition, since the cognitive ability of students of different ages varies, the CT ability cultivation methods and content criteria should vary accordingly. Moreover, most studies reported the learners' CT performance and perspectives, while their information society ability was seldom trained. Accordingly, the research trends and potential research issues of CT are proposed as a reference for researchers, instructors, and policy makers.",,Ting-Chia Hsu and Shao-Chen Chang and Yu-Ting Hung,,https://doi.org/10.1016/j.compedu.2018.07.004,,,,0360-1315,Computers & Education,"Applications in subject areas, Pedagogical issues, Programming and programming languages, Teaching/learning strategies",,,296-310,,How to learn and how to teach computational thinking: Suggestions based on a review of the literature,https://www.sciencedirect.com/science/article/pii/S0360131518301799,126,2018
article,MARQUEZ2024107434,"Context:
Software Engineering is dedicated to the systematic and efficient development of software, which necessitates the active participation of all team members and a recognition of their unique skills and abilities, including those with autism spectrum disorders (ASD). The inclusion of individuals with ASD presents new perspectives, yet there is a lack of systematic evidence regarding the primary obstacles and potential benefits associated with their inclusion.
Objective:
This paper aims to identify, characterize, and describe barriers, facilitators, and methodological proposals described by the community to include individuals with ASD in the discipline of Software Engineering.
Methods:
We conducted a comprehensive systematic multivocal mapping study to evaluate the existing evidence on the inclusion of individuals with ASD in Software Engineering.
Results:
We obtained 34 primary studies from which we identified the main facilitators of motivation to learn new skills, attention to detail, and the ability to report and visualize patterns. In contrast, the main barriers detected were communication, a lack of neurodivergent computational thinking, and sensory integration. Additionally, we identified and classified four categories of proposals that allowed the inclusion of individuals with ASD: (i) using virtual reality, (ii) creating more inclusive workspaces, (iii) encouraging neurodivergent computational thinking, and (iv) improving social skills.
Conclusions:
This study identifies the principal elements that ought to be taken into consideration when allocating tasks and roles to individuals with ASD in software development.",,Gastón Márquez and Michelle Pacheco and Hernán Astudillo and Carla Taramasco and Esteban Calvo,,https://doi.org/10.1016/j.infsof.2024.107434,,,,0950-5849,Information and Software Technology,"Autism spectrum disorders, Systematic multivocal mapping study, Software engineering",,,107434,,Inclusion of individuals with autism spectrum disorder in Software Engineering,https://www.sciencedirect.com/science/article/pii/S0950584924000399,170,2024
article,CARLBORG2019130,"During the 21st century, there has been an increased interest in the field of computational thinking as a consequence of the ever faster technical development. However, educating future generations in programming and computational thinking is not trivial. Many different platforms and teaching approaches can be used for this purpose. Inspired by the UK initiative with BBC micro:bit, this paper strives to identify what may be important to consider when designing teaching materials with the BBC micro:bit for training Swedish primary school learners’ computational thinking skills relating to mathematical and technical school subjects. This has been investigated in an iterative process, by conducting 21 workshops with the goal to support primary school teachers in developing BBC micro:bit teaching materials. The contribution of this paper is the Scope of autonomy model, which is based on the relation between learning potential, the risk of feeling overwhelmed, and the amount of choices provided in exercises. The model aim to support teachers in developing and appropriating material for teaching programming and computational thinking with individual progression in accordance with the new curriculum.",,Niklas Carlborg and Markus Tyrén and Carl Heath and Eva Eriksson,,https://doi.org/10.1016/j.ijcci.2019.06.005,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational thinking, Autonomy, Education",,,130-139,,The scope of autonomy when teaching computational thinking in primary school,https://www.sciencedirect.com/science/article/pii/S2212868918301053,21,2019
article,LYE201451,"Programming is more than just coding, for, it exposes students to computational thinking which involves problem-solving using computer science concepts like abstraction and decomposition. Even for non-computing majors, computational thinking is applicable and useful in their daily lives. The three dimensions of computational thinking are computational concepts, computational practices and computational perspectives. In recent years, the availability of free and user-friendly programming languages has fuelled the interest of researchers and educators to explore how computational thinking can be introduced in K-12 contexts. Through an analysis of 27 available intervention studies, this paper presents the current trends of empirical research in the development of computational thinking through programming and suggests possible research and instructional implications. From the review, we propose that more K-12 intervention studies centering on computational practices and computational perspectives could be conducted in the regular classroom. To better examine these two dimensions, students could be asked to verbalize their thought process using think aloud protocol while programming and their on-screen programming activity could be captured and analyzed. Predetermined categories based on both past and recent programming studies could be used to guide the analysis of the qualitative data. As for the instructional implication, it is proposed that a constructionism-based problem-solving learning environment, with information processing, scaffolding and reflection activities, could be designed to foster computational practices and computational perspectives.",,Sze Yee Lye and Joyce Hwee Ling Koh,,https://doi.org/10.1016/j.chb.2014.09.012,,,,0747-5632,Computers in Human Behavior,"Programming, Scratch, Computer science education, K-12, Computational thinking",,,51-61,,Review on teaching and learning of computational thinking through programming: What is next for K-12?,https://www.sciencedirect.com/science/article/pii/S0747563214004634,41,2014
article,HARANGUS2020615,"One of the most important challenges of education is the formation of proper computational thinking (CT). In line with K-12 Computer Science Framework (k12cs.org) the term of CT refers to the “thought processes involved in expressing solutions as computational steps or algorithms that can be carried out by a computer”. CT is a problem solving process essential to the development of computer applications, but it is also used in supporting problem solving across many other disciplines. It has gained some grounds in secondary education in the last few years and there are ongoing efforts to introduce it to elementary education as well. Taking into consideration that algorithms play a central role in computational thinking, the aim of our research was to assess the skills of secondary school students and university students in this area, CT, that they faced an apparently computer science – free task but with obvious algorithmic background. According to the aims of our research there were two target populations: secondary school students and university students. In order to measure the level of computational thinking we elaborated a worksheet (test with problems to be solved). The tasks contained algorithms that can be applied on computer, and they did not need any IT knowledge, only structured and logical thinking. The results provide a reliable guide regarding those cognitive skills, among secondary school-children and university students, which need improvement, so transfer of knowledge could work in practical, life-like situations.",,Katalin Harangus and Zoltán Kátai,,https://doi.org/10.1016/j.promfg.2020.03.088,,,,2351-9789,Procedia Manufacturing,"Computational thinking, Computer science education, Problem solving, Secondary and higher education, Pedagogical issues","13th International Conference Interdisciplinarity in Engineering, INTER-ENG 2019, 3–4 October 2019, Targu Mures, Romania",,615-622,,Computational Thinking in Secondary and Higher Education,https://www.sciencedirect.com/science/article/pii/S2351978920309665,46,2020
article,HUANG2024100651,"Current trends demonstrate that researchers and K-12 educators are moving towards integrating computational thinking (CT) concepts outside of the computer science (CS) classroom (Lee et al., 2020). However, one of the present challenges includes a lack of engaging learning content and instruction for translating computational concepts that non-CS instructors can bring into their classrooms. Our research team developed the Grove-Blockly platform, a website that employs block-based programming and physical computing elements with simulations to support CT learning and IoT practices. We designed a 5-day workshop with the National Writing Project for students to engage in STEAM learning through making and creative writing. By examining students’ learning through the processes and outcomes of making, coding, and creative writing, we aim to better understand how learning occurs at the intersections of making, writing, and computing. The findings show students’ positive learning outcomes of CT and physical computing from the workshop. Mainly, students gained a deeper understanding of IoT elements (e.g., sensors, actuators) through the process of making and creative writing. This work provides empirical evidence on how students learn CT and computational practices through making and creative writing. Finally, we discuss how the engagement of STEAM practices supports and empowers students’ learning of CT and physical computing through the creation of e-crafts by students.",,Joey Huang and Ariel Han and Ana Villanueva and Ziyi Liu and Zhengzhe Zhu and Karthik Ramani and Kylie Peppler,,https://doi.org/10.1016/j.ijcci.2024.100651,,,,2212-8689,International Journal of Child-Computer Interaction,"Creative writing, STEAM learning, Internet of things (IoT), Computational thinking, Physical computing, STEAM practices",,,100651,,Deepening children’s STEM learning through making and creative writing,https://www.sciencedirect.com/science/article/pii/S2212868924000199,40,2024
article,HSU2021100012,"This study aimed at developing an instructional tool for the artificial intelligence education of young students, and used learning analytics to identify the sequential learning behavioral patterns of students during the process of learning with the instructional tool. The instructional experiment took 9 weeks. The first stage of the course was 5 weeks spent on individual learning of MIT App Inventor and Personal Image Classifier. The second stage was 4 weeks spent on cooperative learning to make a robot car and play a computational thinking board game. In the second stage, the students worked in pairs to make the robot car. Finally, they played the computational thinking board game with the personal image classification application they developed in the first stage and the robot car they made in the second stage. The innovative studies found meaningful behavioral patterns when the young students learned the application of artificial intelligence with the instructional tool developed and proposed in the study.",,Ting-Chia Hsu and Hal Abelson and Natalie Lao and Yu-Han Tseng and Yi-Ting Lin,,https://doi.org/10.1016/j.caeai.2021.100012,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence education, Interdisciplinary instructional tool, Behavioral patterns",,,100012,,Behavioral-pattern exploration and development of an instructional tool for young children to learn AI,https://www.sciencedirect.com/science/article/pii/S2666920X21000060,2,2021
article,CARDENASSAINZ2022100381,"This study focuses on the design of interactive learning environments (ILE) enhanced with Natural User Interfaces (NUI) for educational applications. It presents a 3D virtual environment, namely THINKMOTION which enables students to practice computational thinking skills. THINKMOTION combines a visual programming interface for coding and creating 3D virtual scenes with physics simulations, with a gesture recognition system for interaction over virtual objects. The ILE integrates a NUI called Leap Motion Controller, which recognizes the users’ hand movements and gestures A questionnaire was designed in order to evaluate the perceptions toward experimental learning with students of public and private secondary schools. It applies Technology Acceptance Model (TAM) and enhanced with new constructs such as perceived enjoyment and interface style. Results from our study highlight that: (1) NUI technologies positively impacted enjoyment and perceived ease of use among ILE users; (2) The ease of use provided by NUIs improved the enjoyment of students; (3) The perceived enjoyment considerably increased the intention to use; (4) For public school students, NUI technology has a significant impact on their first impressions and overall interest, followed by a positive attitude toward using ILE; (5) Private school students who are more accustomed to and familiar with using natural interfaces presented a positive attitude and enjoyment when using the ILE.",,Brandon Antonio Cárdenas-Sainz and María Lucia Barrón-Estrada and Ramón Zatarain-Cabada and José Mario Ríos-Félix,,https://doi.org/10.1016/j.ijcci.2021.100381,,,,2212-8689,International Journal of Child-Computer Interaction,"Natural user interfaces, Gesture recognition, Interactive learning environments, Computational thinking, Secondary education, Technology Acceptance Model",,,100381,,Integration and acceptance of Natural User Interfaces for interactive learning environments,https://www.sciencedirect.com/science/article/pii/S2212868921000817,31,2022
article,WOO2022101193,"Problem solving capabilities have often been reported by teachers as a key benefit from creative coding activities in school-age children. However, few studies to date have defined problem solving, and investigated how it is operationalised in interdisciplinary creative coding tasks. This study aims to build knowledge about students’ use of computational thinking and computer science concepts for problem solving when coding animated narratives. The research investigated students’ coding processes using data gathered from audio and device display recordings and semi-structured interviews. Results suggest limitations to the use of creative coding tasks if the expectation is to develop computational thinking and systematic problem solving strategies, or learn basic computer science concepts. They revealed that novice students rarely solved coding problems using optimal technically-based strategies despite being given explicit instruction on their use, opting instead to bypass problems by adjusting intended outcomes, or by using low level code translation strategies. Results demonstrate that engaging computational thinking or even demonstrating understanding of basic computer science concepts was not a requirement to produce a viable creative coding outcome. This study contributes new understanding of students’ coding practices when engaged in creative coding tasks in regular, non-specialist classrooms. Its findings challenge the commonly-held assumption that coding is a natural ‘vehicle’ to develop computational thinking and systematic approaches to problem solving. It also questions the learning that results from the non-technical, inefficient and often ineffective problem solving practices students employ during ‘creative coding’ tasks, that are frequently used by non-specialist teachers in response to curriculum requirements.",,Karen Woo and Garry Falloon,,https://doi.org/10.1016/j.tsc.2022.101193,,,,1871-1871,Thinking Skills and Creativity,"Problem solving, Computational thinking, Tinkering, Coding, Middle-school",,,101193,,"Problem solved, but how? An exploratory study into students’ problem solving processes in creative coding tasks",https://www.sciencedirect.com/science/article/pii/S1871187122001948,46,2022
article,KAZIMOGLU20121991,"Owing to their ease of engagement and motivational nature, especially for younger age groups, games have been omnipresent in education since earliest times. More recently, computer video games have become widely used, particularly in secondary and tertiary education, to impart core knowledge in some subject areas and as an aid to attracting and retaining students. Academics have proposed a number of approaches, using games-based learning (GBL), to impart theoretical and applied knowledge, especially in the computer science discipline. Our research is concerned with the design of an innovative educational game framework focused on the development of Computational Thinking (CT) skills, and herein we introduce a serious game, based on our framework, which encourages the development of CT skills to facilitate learning introductory computer programming. We describe how a limited number of key introductory computer programming concepts have been mapped onto the game-play, and how an equivalent set of skills characterising CT can be acquired through playing the game. A survey response group of 25 students, following computer science and related degree programmes but with very diverse backgrounds and experience, provided initial usability feedback on the game. Their feedback confirmed that they found the game enjoyable, and also universally believed that this approach would be beneficial in helping students learn problem-solving skills for introductory computer programming. Feedback from this group will be incorporated in a revised version of the game, which will now be subject to rigorous experimental evaluation and analysis, to provide structured empirical evidence in support of our approach.",,Cagin Kazimoglu and Mary Kiernan and Liz Bacon and Lachlan Mackinnon,,https://doi.org/10.1016/j.sbspro.2012.06.938,,,,1877-0428,Procedia - Social and Behavioral Sciences,"Serious games, game based learning, computational thinking, introductory programming, learning programming with games","Cyprus International Conference on Educational Research (CY-ICER-2012)North Cyprus, US08-10 February, 2012",,1991-1999,,A Serious Game for Developing Computational Thinking and Learning Introductory Computer Programming,https://www.sciencedirect.com/science/article/pii/S1877042812026742,47,2012
