ENTRYTYPE,ID,abstract,address,author,booktitle,doi,edition,editor,isbn,issn,journal,keywords,number,pages,publisher,title,url,volume,year,note,series
article,RICH2021104196,"Interest in coding education has exploded in the past five years, especially in elementary and early secondary education. Teachers who are largely new to coding are expected to guide entire student bodies through the fundamentals of coding and computational thinking. But little is known about which coding and computational thinking (CT) concepts teachers feel most comfortable with and which concepts they struggle with. This study describes 127 elementary coding teachers’ changes in their beliefs about teaching coding and CT as they participated in year-long continuous professional development. Novice elementary coding teachers demonstrated most growth in their self-efficacy for teaching sequences, algorithms and loops. They were less secure in their knowledge of conditionals, variables, and functions. For computational thinking, teachers were most confident in their ability to identify patterns, think algorithmically, understand logic, and evaluate outcomes, showing less growth with decomposition and abstraction.",,Peter J. Rich and Stacie L. Mason and Jared O'Leary,,https://doi.org/10.1016/j.compedu.2021.104196,,,,0360-1315,Computers & Education,"Professional development, Computational thinking, Coding, Self-efficacy, Elementary education",,104196,,Measuring the effect of continuous professional development on elementary teachers’ self-efficacy to teach coding and computational thinking,https://www.sciencedirect.com/science/article/pii/S0360131521000737,168.0,2021,,
article,ZURNACI2024101576,"This study compares the effects of coding education with educational robot and unplugged coding activities on pre-school students' computational thinking and executive function skills. This study used a pre-test and post-test comparison group quasi-experimental design. The study was conducted in a public kindergarten with 48 pre-school students (24 educational robot- BeeBot® group and 24-unplugged coding group) aged 5-6. The TechCheck-K test was used to measure computational thinking skills, and Executive Functions Battery-Computerized Touch was used to measure executive function skills. The process started with pre-test applications and ended with post-tests after four weeks (16 different sessions) of the implementation in both groups. The study found a statistically significant difference between the computational thinking pre-test and post-test scores of pre-school students in both groups in favor of the post-test. It was determined that there was a statistically significant difference in favor of the educational robot group between the post-test scores of computational thinking skills. In addition, when the findings regarding executive functions were evaluated, there was a statistically significant difference between the pre-test and post-test scores of total executive function in favor of the post-test in both groups. However, it was observed that there was no statistically significant difference between the post-test scores of both groups in terms of total executive function skills scores. In addition, when the post-test scores of pre-school students in two groups were evaluated, it was determined that there was no significant difference in computational thinking and executive function skills according to gender. Consequently, it was determined that coding education with an educational robot was more effective for gaining computational thinking skills than unplugged coding activities for pre-school students. However, it was observed that there was no difference between the two groups in terms of the development of executive function skills in pre-school education.",,Burcu Zurnacı and Zeynep Turan,,https://doi.org/10.1016/j.tsc.2024.101576,,,,1871-1871,Thinking Skills and Creativity,"Unplugged coding, Robotic coding, Educational robot, Pre-school education, Computational thinking, Executive function",,101576,,Educational robotics or unplugged coding activities in kindergartens?: Comparison of the effects on pre-school children's computational thinking and executive function skills,https://www.sciencedirect.com/science/article/pii/S1871187124001147,53.0,2024,,
article,NOCERINO2023112626,"Since environmental and energy issues and challenges continues to emerge as key global concerns, Green Building Certification Systems are becoming increasingly relevant in the construction industry. In this regard, LEED (Leadership in Energy and Environmental Design) is considered one of the most widely recognized environmental assessment methods used globally in the construction industry today. However, due to the high level of complexity of the LEED system, the tools usually used to verify the achievement of the credits lack of “design friendliness” and hardly communicate effectively with the conventional tools used by architects and engineers (e.g. CAD, BIM). This makes difficult to fully take into account, especially at the early design stage, the many interconnected aspects that contribute to the green certification, with consequent issues often arising in the design validation and/or construction phases, resulting in time delays and cost increments. The application of innovative problem-solving methods, such as computational thinking, together with coding techniques, represents an effective way to deal with this issue. This kind of methodology, in fact, allows the requirements of a specific LEED credit to be digitally parametrised and flexibly incorporated into a “designer friendly” working environment. In particular, Visual Programming Languages (VPLs), due to their high simplicity of usage, allow architects and engineers to develop algorithms and thus implement their technical knowledge in the field of environmental design with computer programming skills, useful to improve their tools and keep them constantly updated. The aim of this paper is to illustrate a methodology through which, by merging computational thinking strategies with VPL tools, is possible to keep under control, in the same working environment, all the parameters required to verify in real time the achievement of LEED credits. To demonstrate the flexibility of the approach, dedicated tools developed for the verification of some specific credits at different scales – neighbourhood and building – are illustrated as operational examples of the proposed methodology.",,Giovanni Nocerino and Mattia Federico Leone,,https://doi.org/10.1016/j.enbuild.2022.112626,,,,0378-7788,Energy and Buildings,"LEED, Environmental Design, Computational Thinking, Visual Programming Language, Algorithm Aided Design",,112626,,Computational LEED: computational thinking strategies and Visual Programming Languages to support environmental design and LEED credits achievement,https://www.sciencedirect.com/science/article/pii/S0378778822007976,278.0,2023,,
incollection,PROCTOR202388,"Computational thinking, defined by Wing (2011) as the “thought processes involved in formulating problems … so that the solutions are represented in a form that can effectively be carried out by an information-processing agent,” has become the central construct of K12 computing education around the world. This article provides a history of computational thinking, a summary of computational thinking's role in educational policy and practice, role as a research construct, and concludes by considering the future of computational thinking. The debate over how to define and teach computational thinking can be understood as a proxy for the broader questions about education.",Oxford,Chris Proctor,International Encyclopedia of Education (Fourth Edition),https://doi.org/10.1016/B978-0-12-818630-5.13078-7,Fourth Edition,Robert J Tierney and Fazal Rizvi and Kadriye Ercikan,978-0-12-818629-9,,,"Computational thinking, Computing education, Computer science, Computational modeling, Computational literacies",,88-95,Elsevier,Computational thinking,https://www.sciencedirect.com/science/article/pii/B9780128186305130787,,2023,,
article,LEWISPRESSER202342,"Collecting and organizing data to understand and answer real-world questions is an increasingly important skill in our current world. Fostering data collection and analysis (DCA) skills in young children leverages key mathematics skills as well as the data representation, visualization, and interpretation skills of computational thinking (CT), culminating in a problem-solving approach with data. As such, the intervention, comprising investigations and a digital app, supported preschool teachers and children to answer data-focused questions by engaging in each step of the DCA process in order to foster CT and math skills. Teachers appreciated that the app offers a new way for children to visualize data and noted that the app provided learning opportunities for children that would not otherwise be possible or easy to implement. Results also suggest that the app provides a systematic process for data collection, entry, and interpretation. Children in classrooms that completed the intervention had significantly higher scores at post-intervention compared to children in classrooms that did not complete the intervention, controlling for pre-intervention scores, B(SE) = 0.13(0.05), t (6) = 2.48, p = .048.",,Ashley E. {Lewis Presser} and Jessica Mercer Young and Deborah Rosenfeld and Lindsay J. Clements and Janna F. Kook and Heather Sherwood and Michelle Cerrone,,https://doi.org/10.1016/j.ecresq.2023.05.012,,,,0885-2006,Early Childhood Research Quarterly,"Preschool, Mathematics, Data collection and analysis, Computational thinking, Technology",,42-56,,Data collection and analysis for preschoolers: An engaging context for integrating mathematics and computational thinking with digital tools,https://www.sciencedirect.com/science/article/pii/S088520062300073X,65.0,2023,,
article,AVITAL2023101417,"Creativity and Computational Thinking (CT) have been pointed out as two important skills that would promote students in the digital age as contributing members of society. Therefore, these two constructs have been extensively researched in recent years, but the associations between them are yet to be fully understood. This study takes another step towards bridging this gap by examining the association between CT and three types of creativity, i.e., Figural Creative Thinking, Verbal Creative Thinking, and Computational Creativity. Data was collected from 119 ninth-grade students (14–15 years old) from Israel. Students took two commonly used creativity tests (Torrance's Test of Creative Thinking, and the Alternative Uses Test). They also used Kodetu—an online learning environment for CT—and we used the system log files to measure their CT acquirement and their computational creativity. Findings suggest some nuanced associations between the four sets of variables. Specifically, we point out the limited associations between verbal and figural creativities, some of which are negative; also, we found that the associations between creative thinking and CT, as well as between creative thinking and computational creativity, differ by gender.",,Ben Avital and Arnon Hershkovitz and Rotem Israel-Fishelson,,https://doi.org/10.1016/j.tsc.2023.101417,,,,1871-1871,Thinking Skills and Creativity,"Figural Creative Thinking, Verbal Creative Thinking, Computational Thinking, Online learning environment, Learning analytics",,101417,,"Associations between Computational Thinking and Figural, Verbal Creativity",https://www.sciencedirect.com/science/article/pii/S1871187123001852,50.0,2023,,
article,HSU2023104657,"Designing artificial intelligence (AI) artefact learning has gone beyond command-line-based instruction, to include a low-barrier threshold with block-based programming. Such instructional design must not solely emphasise AI workings. Rather, it must offer students computational thinking (CT) practice to support their AI-related artefact creation while reducing their AI anxiety about future job replacement or sociotechnical blindness. In this study, this research explored an experiential learning approach to improve CT along with AI application capabilities when engaging undergraduate students in creating a voice assistant application (VA app). A total of 56 students participated in the study. The control group (CG) of 26 students used a conventional subject-based learning method, while the experimental group (EG) of 30 students adopted an experiential learning method. This study aimed to examine the differences in the learning achievement of CT and AI concept, as well as the perspectives of AI anxiety, and CT; in the meanwhile, this study analysed the students' learning behaviours using sequential behavioural analysis to discuss the learning process. Results showed that the CT ability of the EG was better than that of the CG, although no significant difference was found between the two groups’ AI concepts and anxiety. The behaviour analysis also revealed that the EG students were willing to ask more questions, and conducted their VA evaluation, whereas the CG students were inclined to focus on the input and output of knowledge, and replicated what the teacher presented. Suggestions and implications are given for future research.",,Ting-Chia Hsu and Ching Chang and Yi-Wei Lin,,https://doi.org/10.1016/j.compedu.2022.104657,,,,0360-1315,Computers & Education,"Artificial intelligence, Computational thinking, Experiential learning, Student learning behaviour, Voice assistant",,104657,,Effects of voice assistant creation using different learning approaches on performance of computational thinking,https://www.sciencedirect.com/science/article/pii/S0360131522002287,192.0,2023,,
article,ZENG2023100520,"Computational thinking (CT) is gaining increasing attention from researchers and practitioners all over the world to empower children in the digital era. However, there is no consensus on which components of CT to teach beginning coders in early childhood education (ECE). To address this issue, we conducted a systematic review of 42 empirical studies focused on teaching and assessing CT in ECE. We analyzed the included studies with the three-dimensional CT framework proposed by Brennan and Resnick (2012) and demonstrated how this framework could be modified to fit the context of ECE. Based on this systematic review, we sorted out the CT components that were proven suitable for young children to learn by incorporating emerging components and removing components inappropriate for young children. We thus proposed a CT curriculum framework for ECE that covers CT concepts (i.e., control flow/structures, representation, and hardware/software), CT practices (i.e., algorithmic design, pattern recognition, abstraction, debugging, decomposition, iteration, and generalizing), and CT perspectives (i.e., expressing and creating, connecting, perseverance, and choices of conduct). This systematic review and its associated CT curriculum framework provide important theoretical contributions and practical implications for early childhood CT education.",,Yue Zeng and Weipeng Yang and Alfredo Bautista,,https://doi.org/10.1016/j.edurev.2023.100520,,,,1747-938X,Educational Research Review,"Computational thinking, Early childhood education, Three-dimensional framework, Systematic review",,100520,,Computational thinking in early childhood education: Reviewing the literature and redeveloping the three-dimensional framework,https://www.sciencedirect.com/science/article/pii/S1747938X23000131,39.0,2023,,
article,MONTUORI2024104961,"In this paper, we review and meta-analyze the findings of experimental studies published between 2006 and 2022 that examined the effects of coding and programming interventions on children's core and higher order executive functions (response inhibition, working memory, cognitive flexibility, planning and problem solving). The systematic review and meta-analysis aimed to address three research questions: 1) Which executive functions are most impacted by the teaching of CT? 2) Which instructional modality (educational robotics/virtual coding/unplugged coding) is most effective in enhancing executive function skills in learners aged 4–16 years? and 3) Does the cognitive effectiveness of coding vary with children's age? A total of 19 studies with 1523 participants met the selection criteria for the systematic review. The meta-analysis included 11 of those studies. The results reveal beneficial effects of structured virtual and tangible coding (educational robotics) activities for preschoolers and first graders, and significant effects of more unstructured virtual coding activities (e.g., Scratch-based) for older students. A multivariate fixed-effects model meta-analysis shows that the teaching of coding significantly improves problem-solving with the highest effect (dppc2 = 0.89), but also planning (dppc2 = 0.36), and inhibition and working memory with lower effects (dppc2 = 0.17, dppc2 = 0.20).",,Chiara Montuori and Filippo Gambarota and Gianmarco Altoé and Barbara Arfé,,https://doi.org/10.1016/j.compedu.2023.104961,,,,0360-1315,Computers & Education,"Coding, Computational thinking, Executive function, Problem solving, Children, Intervention",,104961,,The cognitive effects of computational thinking: A systematic review and meta-analytic study,https://www.sciencedirect.com/science/article/pii/S0360131523002385,210.0,2024,,
article,ROSLI2024110463,"In light of the increasing importance digital economy, the significance of computational thinking has grown exponentially, becoming imperative in both workplace and academic settings such as universities. This article addresses the critical need to comprehend the factors influencing the acceptance of computational thinking. The dataset introduces an extensive questionnaire comprising five constructs and 25 items, rooted in the extended Technology Acceptance Model. Notably, the model incorporates facilitating conditions and subjective norm, providing a comprehensive framework for understanding acceptance. Data collection involved 132 undergraduate university students sampled through purposive sampling, specifically targeting courses with a focus on computational thinking. The resulting dataset serves as a valuable resource for future research, offering detailed insights into the factors determining the acceptance of technology in educational contexts beyond mere thinking skills. Given the scarcity of research on technology acceptance in developing nations, this dataset holds particular significance, serving as a foundation for potential cross-cultural comparisons. The dataset contributes to the field by presenting a robust acceptance model, explaining 74.2 per cent of the variance in behavioural intention, 60.2 per cent in perceived usefulness, and 56.1 per cent in perceived ease of use. This high explanatory power positions the dataset as a superior resource for replication, benchmarking, and broader applicability in diverse contexts, thereby enhancing the understanding of computational thinking acceptance across different populations and settings. This dataset stands among the pioneering efforts to assess the novel covariance-based structural equation model algorithm within SmartPLS 4, presenting a valuable resource for future research employing the same mechanism.",,Mohd Shafie Rosli and Muhammad Fairuz Nizam Awalludin and Cheong Tau Han and Nor Shela Saleh and Harrinni Md Noor,,https://doi.org/10.1016/j.dib.2024.110463,,,,2352-3409,Data in Brief,"Computational thinking, Technology acceptance model, Subjective norm, Facilitating condition, University students",,110463,,"Unlocking insights: A comprehensive dataset analysis on the acceptance of computational thinking skills among undergraduate university students through the lens of extended technology acceptance model, HTMT, covariance-based SEM, and SmartPLS",https://www.sciencedirect.com/science/article/pii/S2352340924004323,54.0,2024,,
article,LAVIGNE2023102,"This paper describes a study designed to investigate the promise of resources that support the development of computational thinking (CT) in preschool children. This study was the culmination of a collaborative research process between researchers and media developers of a home-based intervention that included media and hands-on activities created to support the development of young children's CT. The mixed-methods study included 108 families, each with a 4- or 5-year-old child. Families, who participated in the study at home for six weeks, were randomly assigned to an intervention group that viewed media and engaged with hands-on activities with a CT focus or a control group that viewed and engaged with non-STEM literacy content. Data collection consisted of parent surveys, parent interviews, and CT learning and pre-coding tasks to assess children's CT abilities. Results indicate that the learning intervention demonstrates promise in supporting parental understanding of CT. Experience with the intervention over the six weeks also appeared to cultivate some CT strategy use in children as evidenced by parental reports and performance on learning and pre-coding sequencing tasks.",,Heather J. Lavigne and Ashley Lewis Presser and Deborah Rosenfeld and Leslie Cuellar and Regan Vidiksis and Camille Ferguson and Marisa Wolsky and Jessica Andrews,,https://doi.org/10.1016/j.ecresq.2023.05.009,,,,0885-2006,Early Childhood Research Quarterly,"Computational thinking, Preschool, informal learning, Joint engagement, Parents, Digital media",,102-114,,Computational thinking with families: Studying an at-home media intervention to promote joint media engagement between preschoolers and their parents,https://www.sciencedirect.com/science/article/pii/S0885200623000716,65.0,2023,,
article,MARTINS2023100566,"This study characterizes the literature on teaching computational thinking (CT) to preschoolers aged 4 to 5 years. Previous research and published systematic studies have provided important contributions about CT teaching to elementary and high school children. However, to date, there is no systematic overview of CT education for preschoolers. For this reason, this systematic mapping synthesizes 82 studies on CT teaching, through the implementation and evaluation of tools and activities to teach, improve or measure the CT knowledge acquired by children. Furthermore, studies on courses or training offered to preschool teachers related to the teaching of CT were also considered. From the selected studies, the following information was collected: year of publication; recovery sources and databases; vehicles and places of publication; temporal delimitation of research, research approach, nature and research method; CT teaching approaches; tools used to teach CT and how they are classified according to their physical characteristics and, finally, participants and individuals responsible for the research. The results suggest an increase in the number of publications in recent years, revealing the interest of researchers in the topic. Furthermore, we observed a trend towards the use of physical artifacts and the use of the disconnected computing approach to teaching CT skills to preschool children. The results also exposed that preschool teachers have little autonomy in implementing CT teaching activities because those are mostly implemented by computer professionals (researchers, teachers, etc.). This is because preschool teachers are still discouraged from teaching computer and technology-related content to children, considering them complex and disconnected from basic curricula. However, when teachers are trained to teach CT, they become interested in the content and become more active during the teaching process. We argue for integrating CT-related content into education curricula and supporting preschool teachers to implement it autonomously in their classrooms.",,Everton Carlos Martins and Letícia Gabrielly Zacano {da Silva} and Vânia Paula de Almeida Neris,,https://doi.org/10.1016/j.ijcci.2023.100566,,,,2212-8689,International Journal of Child-Computer Interaction,"Computational thinking, Early childhood, Preschool, Systematic mapping",,100566,,Systematic mapping of computational thinking in preschool children,https://www.sciencedirect.com/science/article/pii/S221286892300003X,36.0,2023,,
article,ALONSOGARCIA2024e33249,"This paper deals within a context where technology plays a pivotal role in education. In this sense, it is essential to highlight the emergence of new competencies and skills in education due to technological advancements. Legislative frameworks have been developed to incorporate digital literacy, access to robotics, and computational thinking, between others. Hence, this review and meta-analysis aim at identifying the influence of robotics activities on computational thinking through a PRISMA-guided review. The findings reveal that interventions conducted in early childhood education significantly impact computational thinking. Results also showcase that, despite perceived barriers related to technology accessibility, the presence of legislation and contexts prioritizing these competencies is more relevant than the digital access gap.",,Santiago Alonso-García and Antonio-Vicente {Rodríguez Fuentes} and Magdalena {Ramos Navas-Parejo} and Juan-José Victoria-Maldonado,,https://doi.org/10.1016/j.heliyon.2024.e33249,,,,2405-8440,Heliyon,"Computational thinking, Preschool education, Robotics, Technology education, Meta-analysis",13.0,e33249,,Enhancing computational thinking in early childhood education with educational robotics: A meta-analysis,https://www.sciencedirect.com/science/article/pii/S2405844024092806,10.0,2024,,
article,GUNTOSIK2024101552,"Since computational thinking is a high-level cognitive skill and its conceptual framework has not yet been clarified, the assessment of this skill is problematic. While there is no consensus in the literature about the components of computational thinking, the abstraction component is located at a point where opinions intersect. In addition, it is predicted that computer science unplugged activities will improve computational thinking, and there is limited research examining this effect. As a result, this research aims to demonstrate the alleged effects of computer science unplugged activities on abstraction skill which is considered the critical component of computational thinking. The study, which was planned with a mixed methods research design, lasted 8 weeks. Quantitative data were obtained from the abstraction skill test developed by the researchers, while qualitative data were obtained from observations and task- based interviews after each activity. Quantitative findings showed that computer science unplugged activities significantly improve abstraction skills and thus computational thinking. Qualitative findings not only revealed that developments in the six abstracting steps caused this significant difference but also identified abstracting steps where the effect of each activity was limited. Suggestions for organizing activities to improve these steps are given. Finally, suggestions are presented for the conceptual framework of computational thinking based on abstraction.",,Ezgi Gün-Tosik and Tolga Güyer,,https://doi.org/10.1016/j.tsc.2024.101552,,,,1871-1871,Thinking Skills and Creativity,"Abstraction skill, Computational thinking skill, Computer science, Computer science unplugged",,101552,,The effect of computer science unplugged on abstraction as a sub-component of computational thinking,https://www.sciencedirect.com/science/article/pii/S1871187124000907,53.0,2024,,
article,ROBLEDOCASTRO2023105738,"The healthy development of cognitive functions, including executive functions, has been shown to depend mainly on the experiences and learning opportunities of people, especially during childhood. Over the past few years, researchers have been studying the impacts of diverse types of interventions on children’s cognitive development in which computational thinking programs are a recent field. This pilot study evaluated the effect of computational thinking training based on the “Programming for Children” program on the executive functions of children aged 10 and 11 years: working memory, inhibition, and planning (N = 30). The results showed that children in the experimental group improved on tests of visuospatial working memory, cognitive inhibition, and sequential planning compared with the control group. However, tests of verbal working memory, memory strategy, and visual spatial planning did not show any observed changes. Although this was an exploratory study, and its findings should be interpreted cautiously due to the small sample size, the findings support the relevance and feasibility of conducting similar larger studies with larger samples.",,Carolina Robledo-Castro and Christian Hederich-Martínez and Luis F. Castillo-Ossa,,https://doi.org/10.1016/j.jecp.2023.105738,,,,0022-0965,Journal of Experimental Child Psychology,"Cognitive stimulation, Cognitive training, Cognitive development, Executive functions, Computational thinking, Coding",,105738,,Cognitive stimulation of executive functions through computational thinking,https://www.sciencedirect.com/science/article/pii/S0022096523001145,235.0,2023,,
article,THEODOROPOULOS2022100525,"Computational Thinking (CT) is considered a fundamental ability for the 21st century, since it develops problem-solving skills. Debugging is a key aspect of CT and by its very nature, closely related to the idea of problem-solving since it is the process of finding and resolving bugs within programs. Moreover, participatory methods expect a high degree of activity and personal involvement of participants in the learning process. This study explores Participatory Design (PD) and Participatory Debugging (PDeb) approaches by teaching CT skills in school secondary education level through (a) designing and developing games in App Inventor, following a PD process and (b) identifying bugs/failures in the code of games, following a PDeb approach. The idea in PDeb is to make students identify issues in their code in order to solve a problem, allowing them to discover new ways and ideas for creating mobile games. For this reason, 41 students took part into this study, in a series of 6 weekly workshops. The study provides guidelines for using PD and PDeb approaches to incorporate games into computing education more effectively. We search and discuss aspects of participatory debugging used in game-design for educational purposes, together with methodological limitations and recommendations for further work in this area.",,Anastasios Theodoropoulos,,https://doi.org/10.1016/j.ijcci.2022.100525,,,,2212-8689,International Journal of Child-Computer Interaction,"Participatory design, Participatory debugging, Computational thinking, Game-design, Game debugging",,100525,,Participatory design and participatory debugging: Listening to students to improve computational thinking by creating games,https://www.sciencedirect.com/science/article/pii/S2212868922000459,34.0,2022,,
article,ASBELLCLARKE2021106587,"This paper reports on a research study of 45 classes in US schools (grades 3–8) using Zoombinis, a popular Computational Thinking (CT) learning game for ages 8 to adult. The study examined the relationship among student gameplay, related classroom activity, and the development of students’ CT practices in Zoombinis classes. A combination of research methods, including educational data-mining on game data logs, cluster analysis on teacher logs of classroom activity, and multilevel modeling, was used to determine the impact of the duration and nature of student gameplay, as well as the extent and nature of classroom activity, on student CT practices. Automated detectors of gameplay CT practices built for this research were significant predictors of external post-assessment scores, and thus show promise as implicit assessments of CT practices within gameplay. Students with high duration of gameplay and high gameplay CT practices scored highest on external post-assessment of CT practices, when accounting for pre-assessment scores. This research suggests that Zoombinis is an effective CT learning tool and CT assessment tool for elementary- and middle-school students.",,J. Asbell-Clarke and E. Rowe and V. Almeda and T. Edwards and E. Bardar and S. Gasca and R.S. Baker and R. Scruggs,,https://doi.org/10.1016/j.chb.2020.106587,,,,0747-5632,Computers in Human Behavior,"Computational thinking, Assessment, Game-based learning",,106587,,"The development of students’ computational thinking practices in elementary- and middle-school classes using the learning game, Zoombinis",https://www.sciencedirect.com/science/article/pii/S0747563220303344,115.0,2021,,
article,CIFTCI2023101337,"The purpose of the current study is to investigate the effects of the unplugged computational thinking (CT) integrated STEM (UCT-STEM) approach and STEM approach on early childhood pre-service teachers’ CT skills (creativity, algorithmic thinking, critical thinking, problem solving, cooperativity, communication). The study was conducted with a total of 70 early childhood pre-service teachers. Quasi-experimental design was used; activities based on the UCT-STEM approach were administered to the experimental group and activities based on the STEM approach were administered to the control group. Post-test scores for CT skills showed a statistically significant difference in favour of the experimental group. It was concluded that the UCT-STEM approach was more effective in developing the pre-service teachers’ CT skills than the STEM approach. The current study presents an important finding to the literature in terms of the developed STEM and UCT-STEM contents and how these contents improve pre-service teachers’ CT skills. The STEM and UCT-STEM content provides significant information in terms of teacher practices. At the same time, this study offers important implications for program developers and policy-makers to integrate these innovative educational approaches into both early childhood education and teacher education programs.",,Ayşe Çiftçi and Mustafa Sami Topçu,,https://doi.org/10.1016/j.tsc.2023.101337,,,,1871-1871,Thinking Skills and Creativity,"Computational thinking skills, Computational thinking integrated STEM education, Early childhood pre-service teachers, STEM",,101337,,Improving early childhood pre-service teachers’ computational thinking skills through the unplugged computational thinking integrated STEM approach,https://www.sciencedirect.com/science/article/pii/S1871187123001062,49.0,2023,,
article,TSARAVA2022104425,"There is increasing effort to integrate Computational Thinking (CT) curricula across all education levels. Therefore, research on CT assessment has lately progressed towards developing and validating reliable CT assessment tools, which are crucial for evaluating students' potential learning progress and thus the effectiveness of suggested curricular programs. Several CT assessment tools were developed for elementary, high-school, and university students over the last years. Moreover, associations between CT scores and other cognitive abilities were unraveled. However, studies on the topic in primary school level are scarce. Like the general concept of intelligence, CT remains broadly defined as the ability to combine algorithmic operations to form complex solutions in order to solve problems effectively, utilizing concepts of computer science with or without the use of computers. In this study, we aimed at specifying a cognitive definition of CT, focusing on the under-investigated population of primary school children. Since validated assessment tools for this age group were not available, we adapted a validated CT test, which was initially designed for middle school students. In our study participated 192 third and fourth graders. The analyses revealed promising results on the reliability of the adapted CT assessment for primary school students. Moreover, findings indicated CT's positive associations with i. complex numerical abilities, ii. verbal reasoning abilities, and iii. non-verbal visuospatial abilities. Our results indicate similarities but also differences in associations of CT with other cognitive abilities in primary school children compared to other age groups. In summary: i. numerical abilities seem to associate with CT at the primary school level, whereas this seems not the case later on in education, ii. verbal abilities seem to associate with CT both along primary and secondary education levels, and iii. non-verbal reasoning abilities seem to associate with CT from primary education level to the university level and beyond. These differences imply that several basic cognitive abilities support CT abilities and CT development differentially across ages.",,Katerina Tsarava and Korbinian Moeller and Marcos Román-González and Jessika Golle and Luzia Leifheit and Martin V. Butz and Manuel Ninaus,,https://doi.org/10.1016/j.compedu.2021.104425,,,,0360-1315,Computers & Education,"21st century abilities, Elementary education",,104425,,A cognitive definition of computational thinking in primary education,https://www.sciencedirect.com/science/article/pii/S036013152100302X,179.0,2022,,
article,MARTINNUNEZ2023100128,"The concept of Artificial Intelligence (AI), born as the possibility of simulating the human brain's learning capabilities, quickly evolves into one of the educational technology concepts that provide tools for students to better themselves in a plethora of areas. Unlike the previous educational technology iterations, which are limited to instrumental use for providing platforms to build learning applications, AI has proposed a unique education laboratory by enabling students to explore an instrument that functions as a dynamic system of computational concepts. However, the extent of the implications of AI adaptation in modern education is yet to be explored. Motivated to fill the literature gap and to consider the emerging significance of AI in education, this paper aims to analyze the possible intertwined relationship between students’ intrinsic motivation for learning Artificial Intelligence during the COVID-19 pandemic; the relationship between students’ computational thinking and understanding of AI concepts; and the underlying dynamic relation, if existing, between AI and computational thinking building efforts. To investigate the mentioned relationships, the present empirical study employs mediation analysis based upon collected 137 survey data from Universidad Politécnica de Madrid students in the Institute for Educational Science and the School of Naval Architecture and Marine Engineering during the first quarter of 2022. Findings show that intrinsic motivation mediates the relationship between perceived Artificial Intelligence learning and computational thinking. Also, the research indicates that intrinsic motivation has a significant relationship with computational thinking and perceived Artificial Intelligence learning.",,José Luis Martín-Núñez and Anil Yasin Ar and Rodrigo Pérez Fernández and Asad Abbas and Danica Radovanović,,https://doi.org/10.1016/j.caeai.2023.100128,,,,2666-920X,Computers and Education: Artificial Intelligence,"Artificial intelligence, Computational thinking, COVID-19, Educational innovation, E-learning, Higher education, SDG 4, Soft skills",,100128,,Does intrinsic motivation mediate perceived artificial intelligence (AI) learning and computational thinking of students during the COVID-19 pandemic?,https://www.sciencedirect.com/science/article/pii/S2666920X23000073,4.0,2023,,
article,YANG2024104962,"Computational thinking is widely recognized as an essential skill for adapting to the current era, with programming learning being the most effective means to develop it. It is recommended that computational thinking and learning programming be introduced as early as elementary school. However, elementary school students often possess limited prior knowledge of programming, posing challenges in their learning process. The graphic organizers (GOs) may serve as a bridge between students’ existing knowledge and new learning, facilitating a deeper processing of the overall information and thereby enhancing the learning process. This can be particularly advantageous for early-stage learners when grappling with difficult subjects. Consequently, this study employed GOs to assist elementary school students in their computational thinking and programming learning, employing a quasi-experiment design to evaluate their effectiveness. The results showed that although all students demonstrated awareness of applying computational thinking to solve problems, those exposed to GO-based instruction exhibited higher levels of computational thinking, programming skills, and flow experiences.",,Tzu-Chi Yang and Zhi-Shen Lin,,https://doi.org/10.1016/j.compedu.2023.104962,,,,0360-1315,Computers & Education,"Elementary education, 21st century abilities, Teaching/learning strategies, Computational thinking, Graphic organizer",,104962,,Enhancing elementary school students' computational thinking and programming learning with graphic organizers,https://www.sciencedirect.com/science/article/pii/S0360131523002397,209.0,2024,,
article,ARSLANYILMAZ2023100414,"There is no agreed-upon assessment to evaluate learning of computational thinking concepts (CTCs), and none of the previous ones analyzed students’ eye-gaze measures over CTCs. This study investigates use of eye-gaze data over various CTCs, and tests the validity of eye-gaze data as an effective assessment instrument to measure learning of CTCs. Students’ eye-gaze data (FD: Fixation Duration, SA: Saccade Amplitude, RF: Regression Frequency) over CTCs were collected and correlated over seven sessions. The eye-gaze data were also correlated with quiz scores to test its validity in evaluating learning of CTCs. There was a statistically significant correlation between RFs on conditionals CTC and sessions showing increased frequency of regression in attention to conditionals, and between FDs and quizzes indicating FDs’ validity in measuring the learning of CTCs. These results implicate that FDs are effective in assessing the learning of CTCs and students are revisiting conditionals more often as compared to other CTCs.",,Abdurrahman Arslanyilmaz and John Sullins,,https://doi.org/10.1016/j.ijcci.2021.100414,,,,2212-8689,International Journal of Child-Computer Interaction,"Eye-gaze, Attention, Assessment, Learning, Computational thinking concepts",,100414,,Eye-gaze data to measure students’ attention to and comprehension of computational thinking concepts,https://www.sciencedirect.com/science/article/pii/S2212868921000982,38.0,2023,,
