Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Proposal of a conceptual modeling learning environment with task/model management functions,R. Maruyama; M. Kayama; T. Nagai; K. Otaku; N. Taguchi,"Graduate School of Science & Technology, Shinshu University, Nagano, JAPAN; Dep.of Engineering Shinshu, University Nagano, JAPAN; Dep.of Manuf. Technologists, Institute of Technologists, Gyoda, JAPAN; Graduate School of Science & Technology, Shinshu University, Nagano, JAPAN; Minowa Junior High School, Minowa, JAPAN",2022 International Conference on Advanced Learning Technologies (ICALT),17 Aug 2022,2022,,,196,198,"This study aims to explore an educational learning environment that supports students to learn conceptual modeling with UML. In this study, we call the describing models “UML programming.” In this paper, we show an educational UML programming environment for STEAM-related subjects (for example, Technology or Engineering) in schools. The features of the proposed learning environment are 1) educational task management function and 2) models, which are created by students, management function.",2161-377X,978-1-6654-9519-6,10.1109/ICALT55010.2022.00064,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9853822,computational thinking;conceptual modeling;unified modeling language;program;model driven development,Computational modeling;Unified modeling language;Proposals;Task analysis;Programming profession;Creativity;Programming environments,,,,9.0,IEEE,17 Aug 2022,,,IEEE,IEEE Conferences
Game-Based Learning for Young Children: A Case Study,N. Pombo; D. Lamas,"Universidade da Beira Interior, Covilhã, Portugal; Universidade da Beira Interior, Covilhã, Portugal",2022 IEEE Global Engineering Education Conference (EDUCON),11 May 2022,2022,,,133,138,"The adoption of technologies such as tablets or smartphones for children at home or at school is one of the most recent trends in today’s world. This challenges for suitable teaching methodologies and practices, along with oriented learning contents for such devices. On the one hand, teachers and tutors may acquire skills and competences to cope with gadgets and its technologies. On the other hand, learners must be versatile onto a complementary and complex environment in which the virtual meets the traditional lectures. Moreover, when the learning ecosystem includes children and younger newbies with technologies and gadgets is promising the adoption of targeted approaches such as gamification, playful activities and/or high interactive and supportive learning. This study presents the introduction of game-based learning techniques for young children at Cape Verde, with 17 students aged from 4 to 11 years, using the Code Karts app. Pre- and post-assessments measured familiarity with technology, appeal of the coding app, ability to play Code Karts, conceptual understanding of coding, and in-class behaviours. Results revealed that children prefer haptic interfaces to interact with technological devices. Congruently, the adoption of mobile phones and tablets was easier at the expense of the use of laptops. In addition, the proposed learning methodology, based on gamification principles, was determinant to promote in-class interaction and tutor-children interaction. In addition, gamification was crucial for the learning outcomes and to provide insight on programming. Complementary studies must be addressed aiming at to evaluate the long term effect on children due to the adoption of programming activities in the classroom.",2165-9567,978-1-6654-4434-7,10.1109/EDUCON52537.2022.9766723,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766723,Coding;Computational thinking;Game-based learning;Educational technology;STEM,Sequential analysis;Codes;Portable computers;Games;Market research;Encoding;Haptic interfaces,,,,30.0,IEEE,11 May 2022,,,IEEE,IEEE Conferences
A Method of Modifying a ScratchJr Project by Resorting to JSON Stored Project Data,A. J. Spasic; D. S. Jankovic; A. I. Djordjevic,"Pirot Department, Academy of Technical and Educational Vocational Studies Ni&#x0161;, Pirot, Serbia; Faculty of Electronic Engineering, University of Ni&#x0161;, Ni&#x0161;, Serbia; Faculty of Electronic Engineering, University of Ni&#x0161;, Ni&#x0161;, Serbia","2021 15th International Conference on Advanced Technologies, Systems and Services in Telecommunications (TELSIKS)",22 Nov 2021,2021,,,257,260,"ScratchJr, a programming tool developmentally appropriate for preschoolers (children age 5 to 7) is intentionally designed without the possibility of externally adding image and sound files. It can create difficulties for adults (teachers and parents alike) involved in pre-school activities with ScratchJr. This paper presents the structure of ScratchJr projects and a manner in which they can be modified by adding external images and sounds. It also presents the JSON project information code needed for the proper functioning of the programme with added files.",,978-1-6654-4442-2,10.1109/TELSIKS52058.2021.9606418,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9606418,ScratchJr;JSON;Computational Thinking;Early Childhood Programming,Codes;Education;Tools;Media;Telecommunications;Multimedia communication;Sprites (computer),,,,15.0,IEEE,22 Nov 2021,,,IEEE,IEEE Conferences
Exploration and practice of online and offline mixed teaching mode based on PBL in basic computer courses,H. Liu; S. Li; Y. Xiao,"College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, Sichuan, China; College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, Sichuan, China; College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, Sichuan, China","2021 International Symposium on Advances in Informatics, Electronics and Education (ISAIEE)",9 Mar 2022,2021,,,101,105,"The epidemic situation in 2020 has promoted the development of online education. After the epidemic, in order to make full use of various online education resources, we began to explore online and offline hybrid teaching. In order to improve students' learning interest and enthusiasm, PBL is combined with online and offline teaching mode, and the implementation of teaching mode and teaching effect are introduced.",,978-1-6654-7874-8,10.1109/ISAIEE55071.2021.00032,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9726960,PBL;Online and Offline Hybrid Teaching;Computational Thinking,Epidemics;Computer aided instruction;Electronic learning;Distance learning;Education;Transforms;Market research,,,,10.0,IEEE,9 Mar 2022,,,IEEE,IEEE Conferences
Digital Legacies on Paper: Reading Punchcards with Computer Vision,G. Jansen,"College of Information Studies, University of Maryland, College Park, USA",2019 IEEE International Conference on Big Data (Big Data),24 Feb 2020,2019,,,3103,3108,We describe the development of a computer visionbased workflow for normalizing images of the legacy punchcard data format (IBM 029 - 80 column punchcard standard) and then reading the encoded data. We show the role of a newly developed Punchcard Extractor Tool within the Brown Dog service API. We also point to our showcase of these same computer vision techniques in a Jupyter notebook system.,,978-1-7281-0858-2,10.1109/BigData47090.2019.9005709,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005709,Computational Thinking;Digital Curation;Computational Archival Science (CAS);PII;Privacy,Big Data;Conferences,,,,11.0,IEEE,24 Feb 2020,,,IEEE,IEEE Conferences
Assessing the Impact of Gamification in Higher Education: An Experimental Study using Kahoot! and Nearpod During COVID-19 Pandemic,A. Al Redhaei; M. Awad; K. Salameh,"Department of Computer Science and Engineering, American University of Ras Al Khaimah, Ras Al Khaimah, UAE; Department of Computer Science and Engineering, American University of Ras Al Khaimah, Ras Al Khaimah, UAE; Department of Computer Science and Engineering, American University of Ras Al Khaimah, Ras Al Khaimah, UAE",2022 Advances in Science and Engineering Technology International Conferences (ASET),18 Mar 2022,2022,,,1,6,"The COVID-19 pandemic has imposed rapid and significant changes upon education systems. Most educational institutions transferred abruptly from traditional face-to-face delivery to distance learning formats through virtual classrooms. As a result of this shift, many faculty members have faced challenges in keeping their students engaged during lectures. Gamification is often proposed as a promising solution to enhance student motivation, engagement, and learning outcomes attainment. This study investigates the effectiveness of the gamification mechanism on undergraduate students in a computer programming course using Kahoot! and Nearpod during distance learning. The findings of the study show that there is some correlation between student engagement, learning motivation, academic performance, and the use of gamification.",,978-1-6654-1801-0,10.1109/ASET53988.2022.9734892,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9734892,distance learning;gamification;ICT education;computational thinking;educational technology,COVID-19;Knowledge engineering;Computer aided instruction;Correlation;Pandemics;Education;Games,,,,16.0,IEEE,18 Mar 2022,,,IEEE,IEEE Conferences
Supporting End-to-End Coding and Use of Arduinos in a Formal Classroom Environment,D. Magda; C. Gardner-McCune; A. Kulkarni; Y. Jimenez; S. Chu,University of Florida; University of Florida; University of Florida; University of Florida; University of Florida,2023 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),7 Nov 2023,2023,,,184,188,"This paper presents the design of a browser-based Arduino programming tool and learning management system (LMS), CASMM, that offers end-to-end support for learners utilizing Chromebooks in a classroom environment. This tool aims to support learners through the entire process of coding and using Arduinos in group projects at scale in formal classrooms. The novelty of this tool and its discussion for the VL/HCC community lies in the design and customization of this tool to meet real world constraints of formal classrooms. In addition, it encourages expansion of who we consider users and requires inclusion of where and how learning takes place to truly support human-centered development of programming tools. In this paper, we shift the focus from individual users to multiple groups of student users and 1–3 teachers/mentors in a classroom environment. In particular, this paper aims to make explicit the unique needs of teachers and students who may have limited technology expertise both in coding and using Arduinos in formal classroom environments, the human and technological constraints of a formal classroom and features we've designed into CASMM to address these needs. Through this paper, we aim to spark discussion about the human-centered requirements of these users and how tools that support learners end-to-end in the development process may be necessary to truly provide accessible programming languages and environments for a wide range of novices (i.e., students, classroom teachers, and college mentors/volunteers).",1943-6106,979-8-3503-2946-9,10.1109/VL-HCC57772.2023.00030,NSF(grant numbers:1934113); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305639,K-12 Education;physical computing;Arduino;computational thinking;design;block-based programming,Visualization;Learning management systems;Computer languages;Encoding;Sparks;Programming profession,,,,22.0,IEEE,7 Nov 2023,,,IEEE,IEEE Conferences
Voting Item: Story-work in human-centric software engineering,A. Rainer; C. Menon,"Queen's University Belfast, Belfast, Northern Ireland; University of Hertfordshire, Hatfield, England",2022 IEEE/ACM 15th International Workshop on Cooperative and Human Aspects of Software Engineering (CHASE),21 Jun 2022,2022,,,109,110,"Background: Stories and story-work (in the fuller sense of those words) are recognised as a legitimate focus of study in other scientific disciplines. Information, Idea, Arguments: We are considering forming an inter-disciplinary research programme to explore how story-work can contribute to human-centric software engineering. Vote: What should we focus on to help ensure the proposed programme produces scientifically-valid, impactful research?",2574-1837,978-1-4503-9342-3,10.1145/3528579.3529170,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796171,human-centred software engineering;story;computational thinking;algorithm,Conferences;Software;Software engineering,,,,16.0,,21 Jun 2022,,,IEEE,IEEE Conferences
Collaborative teaching of globally distributed software development: community building workshop (CTGDSD 2011),S. Faulk; M. Young; D. Weiss; L. Yu,"University of Oregon, Eugene, OR, USA; University of Oregon, Eugene, OR, USA; Iowa State University, Ames, IA, USA; Software and Microelectronics, Peking University, Beijing, China",2011 33rd International Conference on Software Engineering (ICSE),10 Oct 2011,2011,,,1208,1209,"Software engineering project courses where student teams are geographically distributed can effectively simulate the problems of globally distributed software development (DSD). However, this pedagogical model has proven difficult to adopt or sustain. It requires significant pedagogical resources and collaboration infrastructure. Institutionalizing such courses also requires compatible and reliable teaching partners. The purpose of this workshop is to foster a community of international faculty and institutions committed to developing, supporting, and teaching DSD. Foundational materials presented will include pedagogical materials and infrastructure developed and used in teaching DSD courses along with results and lessons learned. Long-range goals include: lowering adoption barriers by providing common pedagogical materials, validated collaboration infrastructure, and a pool of potential teaching partners from around the globe.",1558-1225,978-1-4503-0445-0,10.1145/1985793.1986049,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6032639,computational thinking;distributed software development,Educational institutions;Communities;Conferences;Collaboration;Programming;Software engineering,,,,6.0,,10 Oct 2011,,,IEEE,IEEE Conferences
A Teacher-Focused Impact Assessment in Scratch4All Project,V. Vasconcelos; E. Bigotte; L. Marques; R. Almeida,"Polytechnic Institute of Coimbra, Coimbra Institute of Engineering, Coimbra, Portugal INESC TEC - Porto; Polytechnic Institute of Coimbra, Coimbra Institute of Engineering, Coimbra, Portugal CASPAE; Polytechnic Institute of Coimbra, Coimbra Institute of Engineering, Coimbra, Portugal; CASPAE",2023 18th Iberian Conference on Information Systems and Technologies (CISTI),15 Aug 2023,2023,,,1,5,"The “Scratch4All” project aims to reduce school dropout rates by encouraging and motivating students in the 1st, 2nd, and 3rd cycles of elementary schools to achieve academic success. In addition, the project promotes true equality of opportunity in terms of educational resources. A learning environment that contributes positively to the improvement of educational results is created through the use of new technologies, specifically programming in the Scratch language and robotics. Impact indicators were developed and used as project evaluation tools based on Theory of Change. This paper presents and analyzes the changes observed from the perspective of the project’s teachers’ stakeholders during the 2020/2021 school year. This group of beneficiaries is critical to the project’s success and continuation, not only because of the special relationship they have with the students, but also with their families and the school. The assessment of impact is very positive in terms of indicators such as school success and motivation, particularly in Mathematics and Portuguese Language, as well as in the reduction of inequalities, access to new technologies, and contribution to gender equality.",2166-0727,978-989-33-4792-8,10.23919/CISTI58278.2023.10211374,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211374,Computational Thinking;Scratch;Change Theory,Technological innovation;Roads;Mathematics;Stakeholders;Informatics;Robots;Programming profession,,,,23.0,,15 Aug 2023,,,IEEE,IEEE Conferences
Applications of Machine Learning to Form-giving in Industrial Design,H. -H. Wang,"Department of Industrial Design, National Taipei University of Technology, Taipei, Taiwan",2022 IEEE 5th Eurasian Conference on Educational Innovation (ECEI),20 Jul 2022,2022,,,110,113,"Machine learning is a key technology to design and develop products, systems, and even services. In particular, image classification using deep learning has been successfully applied to many fields. Although industrial designers might learn this is an opportunity for their best practice, studies demonstrating how to integrate the technology into the design process are rare. Thus, we discussed the need to introduce ML to industrial design by presenting examples and ML tools with lower scientific thresholds such as Weka that is preferable for industrial design students and practitioners. A five-stage process of applying ML to product form-giving is presented to illustrate the bridging of ML to the design process. Further technical details and industry case studies are needed to demonstrate evidence of the advantages of ML in form-giving. The implication is not only in sharpening the tools of product form-giving but also in rethinking the theories of industrial design.",,978-1-6654-3318-1,10.1109/ECEI53102.2022.9829452,Ministry of Science and Technology; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829452,industrial design;product design;learning motivation;computational thinking,Industries;Deep learning;Technological innovation;Conferences;Best practices;Image classification,,,,21.0,IEEE,20 Jul 2022,,,IEEE,IEEE Conferences
Bridge to Computing: An outreach program for at-risk young men,V. Cateté; D. Bell; A. Isvik; N. Lytle; Y. Dong; T. Barnes,"NC State University, Raleigh, NC, USA; NC State University, Raleigh, NC, USA; NC State University, Raleigh, NC, USA; NC State University, Raleigh, NC, USA; NC State University, Raleigh, NC, USA; NC State University, Raleigh, NC, USA","2020 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)",4 Dec 2020,2020,1.0,,1,2,"In 2017, our police department and the Give Back Organization (GBO), a local non-profit, contacted our university about hosting a game development summer camp. The camp was proposed to keep boys ages 12-15 living in a community with high levels of gang enrollment off the streets while providing an opportunity to learn about college and computing careers. The police also wanted to improve officer-youth r elations. Our lab provided camp counselors, space, and content for the camp. Each camp supported a total of twelve African-American boys. Over three years, we refactored the curricula and organization of the camp and present our lessons learned from the experience.",,978-1-7281-7172-2,10.1109/RESPECT49803.2020.9272475,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272475,at-risk youth;K-12 outreach;computer science education;computational thinking;community,Games;Law enforcement;Industries;Engineering profession;Bridges;Training;Tools,,,,9.0,IEEE,4 Dec 2020,,,IEEE,IEEE Conferences
Teaching Machine Learning in K–12 Classroom: Pedagogical and Technological Trajectories for Artificial Intelligence Education,M. Tedre; T. Toivonen; J. Kahila; H. Vartiainen; T. Valtonen; I. Jormanainen; A. Pears,"School of Computing, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland; School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland; School of Applied Educational Science and Teacher Education, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Industrial Engineering and Management, KTH Royal Institute of Technology, Stockholm, Sweden",IEEE Access,12 Aug 2021,2021,9.0,,110558,110572,"Over the past decades, numerous practical applications of machine learning techniques have shown the potential of AI-driven and data-driven approaches in a large number of computing fields. Machine learning is increasingly included in computing curricula in higher education, and a quickly growing number of initiatives are expanding it in K-12 computing education, too. As machine learning enters K-12 computing education, understanding how intuition and agency in the context of such systems is developed becomes a key research area. But as schools and teachers are already struggling with integrating traditional computational thinking and traditional artificial intelligence into school curricula, understanding the challenges behind teaching machine learning in K-12 is an even more daunting challenge for computing education research. Despite the central position of machine learning and AI in the field of modern computing, the computing education research body of literature contains remarkably few studies of how people learn to train, test, improve, and deploy machine learning systems. This is especially true of the K-12 curriculum space. This article charts the emerging trajectories in educational practice, theory, and technology related to teaching machine learning in K-12 education. The article situates the existing work in the context of computing education in general, and describes some differences that K-12 computing educators should take into account when facing this challenge. The article focuses on key aspects of the paradigm shift that will be required in order to successfully integrate machine learning into the broader K-12 computing curricula. A crucial step is abandoning the belief that rule-based “traditional” programming is a central aspect and building block in developing next generation computational thinking.",2169-3536,,10.1109/ACCESS.2021.3097962,January Collective; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9490241,Machine learning;artificial intelligence;K-12;school;computing education;computational thinking;pedagogy,Education;Machine learning;Programming profession;Automation;Task analysis;Terminology;Technological innovation,,73.0,,126.0,CCBY,19 Jul 2021,,,IEEE,IEEE Journals
"Applying Game Learning Analytics to a Voluntary Video Game: Intrinsic Motivation, Persistence, and Rewards in Learning to Program at an Early Age",M. Zapata-Cáceres; E. Martín-Barroso,"Computer Science Department, Universidad Rey Juan Carlos (URJC), Madrid, Móstoles, Spain; Computer Science Department, Universidad Rey Juan Carlos (URJC), Madrid, Móstoles, Spain",IEEE Access,14 Sep 2021,2021,9.0,,123588,123602,"Learning to program at an early age has been shown to be a vehicle for the development of Computational Thinking. Game-based environments are often used to develop these skills, but they lack sufficient voluntariness to assess aspects related to intrinsic motivation, such as interests, skills, persistence in solving a problem and behavior in response to rewards. These aspects directly affect achievement and academic performance, so it is necessary to analyze possible age and gender differences in order to adjust Computational Thinking curricula. With this aim, we deployed a voluntary video game which addresses basic computational concepts, based on intrinsic motivation, and aimed at early ages. Data were collected and analyzed using game learning analytics for 15 months, during which 4124 users played more than 28187 games. The analysis shows significant age and gender differences in relation to interests, skills, achievement, and progression through attempts. It was observed that the concepts addressed were achievable between the ages of 3 and 6 years and full mastery was possible by the age of 4 years, regardless of gender, as children persist with the challenge, intrinsically motivated, until it is overcome. In terms of persistence, significantly different behaviors were observed in the face of the challenge, which can help us to adjust the different learning methodologies to each age group and gender, adapting the way we provide reinforcement and rewards, especially for boys in the more complex challenges and for girls from the age of 5 years onwards.",2169-3536,,10.1109/ACCESS.2021.3110475,"Madrid Regional Government through the Project e-Madrid-CM(grant numbers:S2018/TCS-4307); European Structural and Investment Funds, namely the European Social Fund (FSE) and the European Regional Development Fund (FEDER); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529183,Computational thinking;early ages;game learning analytics;interests;intrinsic motivation;learn to program;persistence;rewards;skills;video games,Games;Education;Programming profession;Data mining;Problem-solving;Tools,,14.0,,65.0,CCBY,3 Sep 2021,,,IEEE,IEEE Journals
Teaching and Learning Computer Science for Primary School Teachers: an Argentine Experience,A. Casali; D. Zanarini; N. Monjelat; P. San Martín,"Universidad Nacional de Rosario, Rosario, AR; Universidad Nacional de Rosario, Rosario, AR; Instituto Rosario de Investigaciones en Ciencias de la Educación – (IRICE:CONICET-UNR); Instituto Rosario de Investigaciones en Ciencias de la Educación – (IRICE:CONICET-UNR)",2018 XIII Latin American Conference on Learning Technologies (LACLO),1 Aug 2019,2018,,,349,355,"In this work, we present a line of research focus on the didactics of teaching and learning of Computer Science for primary school. Our approach combines the training of teachers in Computational Thinking with Unplugged activities (without the use of computer) and Plugged ones, involving programming of computers and other devices. As a first instance of training, we presents the design and implementation of the ""Higher Level Teaching Specialization in Didactics of Computer Science"", approved by the Educational Ministry of Santa Fe, Argentine. The objective of this specialization is that the primary teachers can appropriate of Computational Thinking skills and the potential of programming, to include them in their educational practices in a contextualized, interdisciplinary and inclusive way. As results, an opinion poll is presented on a first stage of this training, from which it is possible to extract positive opinions of the teachers regarding the contents and didactics of the specialization that they are carrying out.",,978-1-7281-0382-2,10.1109/LACLO.2018.00067,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783523,"Computational thinking, Programming, Teacher professional development, Primary education.",Training;Programming profession;Instruments;Computational modeling,,5.0,,,IEEE,1 Aug 2019,,,IEEE,IEEE Conferences
Do Structured Flowcharts Outperform Pseudocode? Evidence From Eye Movements,M. Andrzejewska; A. Stolińska,"Institute of Security and Computer Science, Pedagogical University of Krakow, Krakow, Poland; College of Economics and Computer Science of Krakow, Krakow, Poland",IEEE Access,26 Dec 2022,2022,10.0,,132965,132975,"Computational thinking is a key universal competence, often taught using methods specific to computer science. One step towards achieving it is learning to analyse and create algorithms. Researchers have long been trying to establish how the form of representation of algorithms (pseudocode versus flowchart) affects its understanding and have reached varying, sometimes conflicting results. This article presents findings that provide objective new data on this topic. In our experiment, we used two different types of algorithmic tasks with three levels of complexity and a group of 114 research participants with varying programming skills. In addition, we used an eye tracking technique that allowed us to collect detailed information about the subjects’ attention distribution during analysis of algorithms. Our results show that subjects took significantly less time to analyse flowcharts (than they did with pseudocode), made much fewer errors, and had higher confidence in the correctness of their solution. Based on eye tracking data, a reduced number of both re-analyses of the algorithm and input data re-referencing was observed for graphically presented tasks. The difference in favour of flowcharts was revealed (with few exceptions) for all levels of algorithm complexity (simple, medium, complex), while regarding the duration of analysis the advantage of flowcharts increased with the growing complexity of algorithms. For complex algorithms, a significant relationship was observed between algorithm presentation and level of programming skills versus the duration of task solving and confidence level. Our study strongly supports the idea of using graphic representation of algorithms both when learning to code and in acquiring computational thinking skills.",2169-3536,,10.1109/ACCESS.2022.3230981,Scientific Research Fund of the Pedagogical University of Krakow; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9994685,Coding;computational thinking;eye tracking;flowchart;pseudocode;solving algorithmic problems,Flowcharts;Codes;Gaze tracking;Task analysis;Computer languages;Education;Programming profession,,3.0,,40.0,CCBY,20 Dec 2022,,,IEEE,IEEE Journals
Analyzing the Learning Process in Online Educational Game Design: A Case Study,N. Ahmadi; M. Jazayeri,"Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland",2014 23rd Australian Software Engineering Conference,5 Jun 2014,2014,,,84,93,"Educational game design environments are used for teaching computational thinking and software engineering concepts to novices. In software engineering education, there has recently been calls for ""innovative methods for software teaching and training in online courses"" (http://2014.icse-conferences.org/seet). However, to date, learning these concepts is tied to a formal learning environment and the presence of a teacher. In line with the new educational opportunities provided by the Web such as massive open online courses (MOOCs) and e-learning 2.0 platforms, we have created an online educational game design environment with integrated learning resources including video tutorials, showcases, and communication tools. To understand the effect of online educational game design environments with integrated support for learning on novices' use of the system and their learning, we conducted a mixed-method study with nine participants. While the learning goals were achieved to a high degree, the analysis of participants' interaction with the system reveals interesting phenomena about user preferences, such as the fact that during the given computational thinking tasks, the participants preferred the synchronous communication channel to other forms of commonly provided learning resources such as forums.",2377-5408,978-1-4799-3149-1,10.1109/ASWEC.2014.34,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6824112,computer science education;computational thinking;educational game design;end-user programming;cyberlearning;MOOC;learning analytics,Games;Software engineering;Programming profession;Education;Software;Communities,,3.0,,29.0,IEEE,5 Jun 2014,,,IEEE,IEEE Conferences
Effects of Professional Development on Programming Knowledge and Self-Efficacy,Y. J. Reimer; M. Coe; L. M. Blank; J. Braun,"Dept of Computer Science, University of Montana, Missoula, USA; Cedar Lake Research Group, Portland, USA; PJW College of Education and Human Sciences, University of Montana, Missoula, USA; Dept of Computer Science Montana Tech, Butte, USA",2018 IEEE Frontiers in Education Conference (FIE),7 Mar 2019,2018,,,1,8,"This Research Full Paper presents the effects of our weeklong Professional Development class on the programming skills of nineteen high school teachers, their confidence in programming, and their confidence for teaching programming. A primary objective of the CS10K and CS For All initiatives is the education of K-12 teachers in aspects of computer science and computational thinking so they can teach CS courses in their schools. Many of these educators have degrees in disciplines other than computer science, such as math, science, and business, so preparing them to teach CS is a challenge, particularly since most K-12 teachers have limited time to devote to learning new curriculum. This study describes how we managed a short course in computational thinking and programming to a group of high school teachers. We illustrate through survey data assessment and evaluation that significant gains in skill level and self-efficacy can be realized within a short but intensive week of face-to-face training. Five months later we follow-up with the same cohort to see if earlier achievements remain evident over time. Discussion throughout the paper identifies strengths and weaknesses of the training week, which is useful to others planning to undertake similar PD offerings.",2377-634X,978-1-5386-1174-6,10.1109/FIE.2018.8659041,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8659041,Professional development;CS10K;CS For All;computational thinking;programming skill;K-12 instruction,Programming profession;Python;Education;Schedules;Business,,2.0,,14.0,IEEE,7 Mar 2019,,,IEEE,IEEE Conferences
Teaching reform of programming basic course based on SPOC blended teaching method,X. Li; C. Gu,"College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China",2020 15th International Conference on Computer Science & Education (ICCSE),22 Sep 2020,2020,,,411,415,"As an important course in computer education in higher education, the programming basic course has problems in teaching and learning. The role of teachers is knowledge imparters. And the teaching methods despise students' development. Students often have fears and difficulties in their study, which is not conducive to build their computer application ability and computational thinking. In view of the teaching status quo and existing problems of the programming basic course, this paper proposes to use SPOC blended teaching mode to clarify the role of teachers and students, to develop an interactive teaching mode, to adopt case teaching, to enrich SPOC resources. And we provide students with timely feedback, and change the evaluation methods and other aspects. Through these reforms, we found that students' ability to read and write programs have been improved. The quality of teaching, and the cultivation of computational thinking are improved.",2473-9464,978-1-7281-7267-5,10.1109/ICCSE49874.2020.9201802,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9201802,programming basic course;SPOC;blended teaching mode;teaching reform;computational thinking;teaching quality,Programming profession;Grammar;Training;Videos,,1.0,,8.0,IEEE,22 Sep 2020,,,IEEE,IEEE Conferences
Production of Scratch Learning Objects by Elementary School Students,M. R. Kaminski; C. Boscarioli,"Universidade Estadual do Oeste do Parana, Cascavel, PR, BR; Universidade Estadual do Oeste do Parana, Cascavel, PR, BR",2018 XIII Latin American Conference on Learning Technologies (LACLO),1 Aug 2019,2018,,,299,306,"The development of Computational Thinking through visual programming using resources such as Scratch has been used frequently in teaching and learning contexts due to the important contributions to these processes. In order to integrate the work of Development of Computational Thinking into the curricular pedagogical content and the protagonism of the students, this paper presents practical suggestions for using Scratch as a tool for Learning Objects production by students for students. The suggestions are the result of the experience developed in a school of the public school of Cascavel/PR whose results show that this integration promotes interest in the content and commitment of the students, making learning meaningful.",,978-1-7281-0382-2,10.1109/LACLO.2018.00060,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8783592,Computational Thinking;Scratch;Learning Objects Production,Visualization;Software;Production;Programming;Education;Tools;Tornadoes,,1.0,,,IEEE,1 Aug 2019,,,IEEE,IEEE Conferences
