ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year,note,editor
article,doi:10.1080/08993408.2018.1525233,Sue Sentance and Simon Humphreys,10.1080/08993408.2018.1525233," 

https://doi.org/10.1080/08993408.2018.1525233


",Computer Science Education,4,345--370,Routledge,Understanding professional learning for Computing teachers from the perspective of situated learning," 

https://doi.org/10.1080/08993408.2018.1525233


",28,2018,,
article,doi:10.1080/08993408.2018.1547564,"Chen Chen, Paulina Haduong, Karen Brennan, Gerhard Sonnert and Philip Sadler",10.1080/08993408.2018.1547564," 

https://doi.org/10.1080/08993408.2018.1547564


",Computer Science Education,1,23--48,Routledge,The effects of first programming language on college students’ computing attitude and achievement: a comparison of graphical and textual languages," 

https://doi.org/10.1080/08993408.2018.1547564


",29,2019,,
article,doi:10.1080/00220272.2024.2404047,"Elizabeth-Guadalupe Rojas-Estrada, Ignacio Aguaded and Rosa García-Ruiz",10.1080/00220272.2024.2404047," 

https://doi.org/10.1080/00220272.2024.2404047


",Journal of Curriculum Studies,0,1--18,Routledge,"Media competence in the early, primary and secondary education curriculum: presence and progression in Latin America"," 

https://doi.org/10.1080/00220272.2024.2404047


",0,2024,,
article,doi:10.1080/10714413.2017.1344508,"Negin Dahya, Jennifer Jenson and Katrina Fong",10.1080/10714413.2017.1344508," 

https://doi.org/10.1080/10714413.2017.1344508


","Review of Education, Pedagogy, and Cultural Studies",4,367--390,Routledge,"(En)gendering videogame development: A feminist approach to gender, education, and game studies"," 

https://doi.org/10.1080/10714413.2017.1344508


",39,2017,,
article,doi:10.1080/13803611.2021.2022319,Christian Bokhove,10.1080/13803611.2021.2022319," 

https://doi.org/10.1080/13803611.2021.2022319


",Educational Research and Evaluation,1-2,141--163,Routledge,The role of analytical variability in secondary data replications: a replication of Kim et al. (2014)," 

https://doi.org/10.1080/13803611.2021.2022319


",27,2022,,
article,doi:10.1080/15391523.2024.2363205,"Jeremy Zelkowski, Rebecca Odom-Bartel and Jeff Gray",10.1080/15391523.2024.2363205," 

https://doi.org/10.1080/15391523.2024.2363205


",Journal of Research on Technology in Education,0,1--21,Routledge,Examining the impact on TPACK and knowledge subcomponents in dually certifying secondary mathematics teacher candidates with a Computer Science add-on endorsement," 

https://doi.org/10.1080/15391523.2024.2363205


",0,2024,,
article,doi:10.1080/17518253.2023.2183781,"Mengqi Zhang, Elizabeth L. Day, Hunter McFall-Boegeman, Steven J. Petritis and Melanie M. Cooper",10.1080/17518253.2023.2183781," 

https://doi.org/10.1080/17518253.2023.2183781


",Green Chemistry Letters and Reviews,1,2183781,Taylor \& Francis,Incorporation of green chemistry into undergraduate organic laboratory using cooperative project-based experiments and case studies," 

https://doi.org/10.1080/17518253.2023.2183781


",16,2023,,
article,doi:10.1080/00368148.2021.12291637,"Christopher Bowen, Sarah Carlson, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Melissa Parks, Amy Leigh Rogers and Claudia Walker",10.1080/00368148.2021.12291637," 

https://doi.org/10.1080/00368148.2021.12291637


",Science and Children,3,50--57,Routledge,Outstanding Science Tradebooks for Students K-12: 2021," 

https://doi.org/10.1080/00368148.2021.12291637


",58,2021,,
article,doi:10.1080/00221341.2021.2000010,Yusik Choi,10.1080/00221341.2021.2000010," 

https://doi.org/10.1080/00221341.2021.2000010


",Journal of Geography,6,232--238,Routledge,Geography Achievement and Opportunity to Learn: A Focus on Computer and Educational Technology," 

https://doi.org/10.1080/00221341.2021.2000010


",120,2021,,
article,doi:10.1080/00368121.2013.792763,Adrienne Steele and Sophie Warny,10.1080/00368121.2013.792763," 

https://doi.org/10.1080/00368121.2013.792763


",Science Activities,2,62--71,Routledge,Reconstructing Earth's Past Climates: The Hidden Secrets of Pollen," 

https://doi.org/10.1080/00368121.2013.792763


",50,2013,,
article,doi:10.1080/00368121.2018.1564729,Hakan Isik and Muhammet Mustafa Alpaslan,10.1080/00368121.2018.1564729," 

https://doi.org/10.1080/00368121.2018.1564729


",Science Activities,3-4,149--155,Routledge,Planning a lab lesson on the law of thermal conduction with learning by preparing to teach design," 

https://doi.org/10.1080/00368121.2018.1564729


",55,2018,,
article,doi:10.1080/21670811.2014.976399,Seth C. Lewis,10.1080/21670811.2014.976399," 

https://doi.org/10.1080/21670811.2014.976399


",Digital Journalism,3,321--330,Routledge,Journalism In An Era Of Big Data," 

https://doi.org/10.1080/21670811.2014.976399


",3,2015,,
article,doi:10.1080/24758779.2016.12420454,Julie H. Yu and Sara C. Heredia,10.1080/24758779.2016.12420454," 

https://doi.org/10.1080/24758779.2016.12420454


",Connected Science Learning,2,12420454,Routledge,A Hub for STEM Learning," 

https://doi.org/10.1080/24758779.2016.12420454


",1,2016,,
article,doi:10.5408/14-004.1,"Christopher Lant, Blanca Pérez-Lapeña, Weidong Xiong, Steven Kraft, Rhonda Kowalchuk and Michael Blair",10.5408/14-004.1," 

https://doi.org/10.5408/14-004.1


",Journal of Geoscience Education,2,115--124,Routledge,"Environmental Systems Simulations for Carbon, Energy, Nitrogen, Water, and Watersheds: Design Principles and Pilot Testing"," 

https://doi.org/10.5408/14-004.1


",64,2016,,
article,doi:10.1080/00131725.2016.1242678,Aaron D. Isabelle,10.1080/00131725.2016.1242678," 

https://doi.org/10.1080/00131725.2016.1242678


",The Educational Forum,1,83--91,Routledge,STEM Is Elementary: Challenges Faced by Elementary Teachers in the Era of the Next Generation Science Standards," 

https://doi.org/10.1080/00131725.2016.1242678


",81,2017,,
article,doi:10.1080/08872376.2021.12291392,"Christopher Bowen, Sarah Carlson, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Melissa Parks, Amy Leigh Rogers and Claudia Walker",10.1080/08872376.2021.12291392," 

https://doi.org/10.1080/08872376.2021.12291392


",Science Scope,3,83--90,Routledge,Outstanding Science Trade Books for Students K-12: 2021," 

https://doi.org/10.1080/08872376.2021.12291392


",44,2021,,
article,doi:10.1080/13528165.2022.2198885,,10.1080/13528165.2022.2198885," 

https://doi.org/10.1080/13528165.2022.2198885


",Performance Research,6-7,266--270,Routledge,Notes on Contributors," 

https://doi.org/10.1080/13528165.2022.2198885


",27,2022,,
article,doi:10.1080/00368121.2023.2236037,"Emmanuel Ahr, Patrice Potvin, Patrick Charland, Pierre Chastenay, Lorie-Marlène Brault Foisy, Marie-Hélène Bruyère, Bénédicte Boissard and Guillaume Cyr",10.1080/00368121.2023.2236037," 

https://doi.org/10.1080/00368121.2023.2236037


",Science Activities,4,147--156,Routledge,"The Paper Towels Challenge: an open-ended scientific inquiry activity to promote science understanding, scientific skills and 21st century skills"," 

https://doi.org/10.1080/00368121.2023.2236037


",60,2023,,
article,doi:10.1080/0047231X.2023.12315890,Alex T. St. Louis and Hayat Hokayem,10.1080/0047231X.2023.12315890," 

https://doi.org/10.1080/0047231X.2023.12315890


",Journal of College Science Teaching,7,145--152,Routledge,Comparing Undergraduate Nature of Science Views in Traditional Versus Inquiry-Taught Science Courses," 

https://doi.org/10.1080/0047231X.2023.12315890


",52,2023,,
article,doi:10.1080/20004508.2021.1976454,"Anders D. Olofsson, J. Ola Lindberg, Alex Young Pedersen, Ann-Thérèse Arstorp, Christian Dalsgaard, Even Einum, Francesco Caviglia, Liisa Ilomäki, Marjaana Veermans, Päivi Häkkinen and Sara Willermark",10.1080/20004508.2021.1976454," 

https://doi.org/10.1080/20004508.2021.1976454


",Education Inquiry,4,317--328,Routledge,Digital competence across boundaries - beyond a common Nordic model of the digitalisation of K-12 schools?," 

https://doi.org/10.1080/20004508.2021.1976454


",12,2021,,
article,doi:10.1080/00220973.2022.2141175,"Silvia Di Battista, Monica Pivetti and Gilda Bozzi",10.1080/00220973.2022.2141175," 

https://doi.org/10.1080/00220973.2022.2141175


",The Journal of Experimental Education,1,120--129,Routledge,Brief Research Report: Teachers’ Gender-Differentiated Attributions," 

https://doi.org/10.1080/00220973.2022.2141175


",92,2024,,
article,doi:10.1080/00368121.2017.1398130,"Serkan Kapucu, Mertkan Şimşek and Mehmet Fatih Öçal",10.1080/00368121.2017.1398130," 

https://doi.org/10.1080/00368121.2017.1398130


",Science Activities,3-4,96--103,Routledge,Calculating the areas of polygons with a smartphone light sensor," 

https://doi.org/10.1080/00368121.2017.1398130


",54,2017,,
article,doi:10.1080/00368555.2021.12293587,"Christopher Bowen, Sarah Carlson, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Melissa Parks, Laura Peraza, Amy Leigh Rogers and Claudia Walker",10.1080/00368555.2021.12293587," 

https://doi.org/10.1080/00368555.2021.12293587


",The Science Teacher,3,59--66,Routledge,Outstanding Science Trade Books for Students 2020," 

https://doi.org/10.1080/00368555.2021.12293587


",88,2021,,
article,doi:10.1080/08872376.2021.12291384,"Maria Gonzalez-Howard, Sage Andersen and Karina Mendez Perez",10.1080/08872376.2021.12291384," 

https://doi.org/10.1080/08872376.2021.12291384


",Science Scope,3,24--31,Routledge,Enhancing Science Lessons to Support Multilingual Students’ Engagement in Science and Engineering Practices," 

https://doi.org/10.1080/08872376.2021.12291384


",44,2021,,
article,doi:10.1080/19434812.2019.12292380,Christine Anne Royce,10.1080/19434812.2019.12292380," 

https://doi.org/10.1080/19434812.2019.12292380


",Science and Children,1,20--27,Routledge,"Teaching Through Trade Books: Water, Water Everywhere!"," 

https://doi.org/10.1080/19434812.2019.12292380


",57,2019,,
article,doi:10.1080/24758779.2020.12318738,"Meggie Harvey, Jan Mokros, Jacob Sagrans and Christine Voyer",10.1080/24758779.2020.12318738," 

https://doi.org/10.1080/24758779.2020.12318738


",Connected Science Learning,3,12318738,Routledge,What Makes Them Tick? Middle School Data Science Explorations of Ticks and Lyme Disease," 

https://doi.org/10.1080/24758779.2020.12318738


",2,2020,,
article,doi:10.1080/14606925.2016.1130405,Spyros Bofylatos and Thomas Spyrou,10.1080/14606925.2016.1130405," 

https://doi.org/10.1080/14606925.2016.1130405


",The Design Journal,2,269--282,Routledge,Supporting Design Dialogue through a Communication Framework Using Four Layers of Abstraction," 

https://doi.org/10.1080/14606925.2016.1130405


",19,2016,,
article,doi:10.1080/00098655.2023.2205627,"S. V. Poor, B. C. Herman and B. A. Janney",10.1080/00098655.2023.2205627," 

https://doi.org/10.1080/00098655.2023.2205627


","The Clearing House: A Journal of Educational Strategies, Issues and Ideas",4,122--129,Routledge,Using Video Media to Teach Physics and the Nature of Science," 

https://doi.org/10.1080/00098655.2023.2205627


",96,2023,,
article,doi:10.1080/24758779.2022.12318648,"Stephen Kortenkamp, Jinseok Park, Tasnim Alshuli, Garrison Tsinajinie, Sanlyn Buxner, Irene Topor and Sunggye Hong",10.1080/24758779.2022.12318648," 

https://doi.org/10.1080/24758779.2022.12318648


",Connected Science Learning,4,12318648,Routledge,Touching the Solar System: A Project-Based Learning Astronomy Program for Students with Visual Impairments," 

https://doi.org/10.1080/24758779.2022.12318648


",4,2022,,
article,doi:10.1080/08993408.2018.1486624,"Matti Tedre, Simon and Lauri Malmi",10.1080/08993408.2018.1486624," 

https://doi.org/10.1080/08993408.2018.1486624


",Computer Science Education,2,158--186,Routledge,Changing aims of computing education: a historical survey," 

https://doi.org/10.1080/08993408.2018.1486624


",28,2018,,
article,doi:10.1080/08993408.2018.1562145,"Lauren Margulieux, Tuba Ayer Ketenci and Adrienne Decker",10.1080/08993408.2018.1562145," 

https://doi.org/10.1080/08993408.2018.1562145


",Computer Science Education,1,49--78,Routledge,Review of measurements used in computing education research and suggestions for increasing standardization," 

https://doi.org/10.1080/08993408.2018.1562145


",29,2019,,
article,doi:10.1080/09500693.2016.1249531,"Ahmed Ibrahim, Mark W. Aulls and Bruce M. Shore",10.1080/09500693.2016.1249531," 

https://doi.org/10.1080/09500693.2016.1249531


",International Journal of Science Education,16,2450--2476,Routledge,"Development, validation, and factorial comparison of the McGill Self-Efficacy of Learners For Inquiry Engagement (McSELFIE) survey in natural science disciplines"," 

https://doi.org/10.1080/09500693.2016.1249531


",38,2016,,
article,doi:10.1080/08993408.2023.2237366,"Leiny Garcia, Miranda Parker and Mark Warschauer",10.1080/08993408.2023.2237366," 

https://doi.org/10.1080/08993408.2023.2237366


",Computer Science Education,0,1--39,Routledge,Coding attitudes of fourth-grade latinx students during distance learning," 

https://doi.org/10.1080/08993408.2023.2237366


",0,2023,,
article,doi:10.1080/2331186X.2023.2272994,Maria Lindfors and Anders D. Olofsson,10.1080/2331186X.2023.2272994," 

https://doi.org/10.1080/2331186X.2023.2272994


",Cogent Education,2,2272994,Cogent OA,The search for professional digital competence in Swedish teacher education policy—A content analysis of the prerequisites for teacher educators’ dual didactic task," 

https://doi.org/10.1080/2331186X.2023.2272994


",10,2023,,
article,doi:10.1080/08993408.2012.727713,Katrina Falkner and Nickolas J.G. Falkner,10.1080/08993408.2012.727713," 

https://doi.org/10.1080/08993408.2012.727713


",Computer Science Education,4,413--443,Routledge,Supporting and structuring “contributing student pedagogy” in Computer Science curricula," 

https://doi.org/10.1080/08993408.2012.727713


",22,2012,,
article,doi:10.1080/13614568.2021.1908436,"Christos Troussas, Akrivi Krouska, Efthimios Alepis and Maria Virvou",10.1080/13614568.2021.1908436," 

https://doi.org/10.1080/13614568.2021.1908436


",New Review of Hypermedia and Multimedia,3-4,138--167,Taylor \& Francis,Intelligent and adaptive tutoring through a social network for higher education," 

https://doi.org/10.1080/13614568.2021.1908436


",26,2020,,
article,doi:10.1080/14759551.2022.2028148,"Daniel Ericsson, Robert Stasinski and Emma Stenström",10.1080/14759551.2022.2028148," 

https://doi.org/10.1080/14759551.2022.2028148


",Culture and Organization,3-4,313--329,Routledge,"Body, mind, and soul principles for designing management education: an ethnography from the future"," 

https://doi.org/10.1080/14759551.2022.2028148


",28,2022,,
article,doi:10.1080/17457823.2023.2232500,"Rena Anriana, Gustimal Witri, Zetra Hainul Putra, Muhammad Fendrik, Dahnilsyah and Ayman Aljarrah",10.1080/17457823.2023.2232500," 

https://doi.org/10.1080/17457823.2023.2232500


",Ethnography and Education,3,299--322,Routledge,Ethnomathematics study in measurement of Bengkalis Malay community as mathematics resources for elementary school," 

https://doi.org/10.1080/17457823.2023.2232500


",18,2023,,
article,doi:10.1080/23311886.2023.2282507,John Kwame Boateng,10.1080/23311886.2023.2282507," 

https://doi.org/10.1080/23311886.2023.2282507


",Cogent Social Sciences,2,2282507,Cogent OA,Managing learning outcomes with technology in Ghanaian higher education," 

https://doi.org/10.1080/23311886.2023.2282507


",9,2023,,
article,doi:10.1080/00131911.2022.2159933,"Anastasia Gouseti, Minna Lakkala, Juliana Raffaghelli, Maria Ranieri, Alice Roffi and Liisa Ilomäki",10.1080/00131911.2022.2159933," 

https://doi.org/10.1080/00131911.2022.2159933


",Educational Review,0,1--35,Routledge,Exploring teachers’ perceptions of critical digital literacies and how these are manifested in their teaching practices," 

https://doi.org/10.1080/00131911.2022.2159933


",0,2023,,
article,doi:10.1080/1046560X.2021.1961973,"Tom Bielik, Kellie Finnie, Deborah Peek-Brown, Chris Klager, Israel Touitou, Barbara Schneider and Joseph Krajcik",10.1080/1046560X.2021.1961973," 

https://doi.org/10.1080/1046560X.2021.1961973


",Journal of Science Teacher Education,4,413--434,Routledge,High School Teachers’ Perspectives on Shifting towards Teaching NGSS-Aligned Project Based Learning Curricular Units," 

https://doi.org/10.1080/1046560X.2021.1961973


",33,2022,,
article,doi:10.1080/08993408.2023.2290410,Kristina Litherland and Anders Kluge,10.1080/08993408.2023.2290410," 

https://doi.org/10.1080/08993408.2023.2290410


",Computer Science Education,3,495--519,Routledge,Learning to program as empirical inquiry: using a conversation perspective to explore student programming processes," 

https://doi.org/10.1080/08993408.2023.2290410


",34,2024,,
article,doi:10.1080/02635143.2019.1600490,"Burkhard Priemer, Katja Eilerts, Andreas Filler, Niels Pinkwart, Bettina Rösken-Winter, Rüdiger Tiemann and Annette Upmeier Zu Belzen",10.1080/02635143.2019.1600490," 

https://doi.org/10.1080/02635143.2019.1600490


",Research in Science \& Technological Education,1,105--130,Routledge,A framework to foster problem-solving in STEM and computing education," 

https://doi.org/10.1080/02635143.2019.1600490


",38,2020,,
article,doi:10.1080/00368148.2020.12291547,,10.1080/00368148.2020.12291547," 

https://doi.org/10.1080/00368148.2020.12291547


",Science and Children,6,70--77,Routledge,Outstanding Science Trade Books for Students K–12: 2020," 

https://doi.org/10.1080/00368148.2020.12291547


",57,2020,,
article,doi:10.1080/00368555.2021.12293652,Rachelle Haroldson,10.1080/00368555.2021.12293652," 

https://doi.org/10.1080/00368555.2021.12293652


",The Science Teacher,2,37--43,Routledge,Picture This!," 

https://doi.org/10.1080/00368555.2021.12293652


",89,2021,,
article,doi:10.1080/02619768.2015.1113252,Armağan Ateşkan and Jennie F. Lane,10.1080/02619768.2015.1113252," 

https://doi.org/10.1080/02619768.2015.1113252


",European Journal of Teacher Education,2,190--201,Routledge,Promoting field trip confidence: teachers providing insights for pre-service education," 

https://doi.org/10.1080/02619768.2015.1113252


",39,2016,,
article,doi:10.1080/00219266.2019.1682639,Miraç Aydin,10.1080/00219266.2019.1682639," 

https://doi.org/10.1080/00219266.2019.1682639


",Journal of Biological Education,3,276--292,Routledge,Investigating pre-service science teachers’ mobile augmented reality integration into worksheets," 

https://doi.org/10.1080/00219266.2019.1682639


",55,2021,,
article,doi:10.1080/00368121.2020.1814193,Ayse Buber and Gul Unal Coban,10.1080/00368121.2020.1814193," 

https://doi.org/10.1080/00368121.2020.1814193


",Science Activities,3,111--121,Routledge,From modeling to STEM: a predictor activity of volcanic eruption," 

https://doi.org/10.1080/00368121.2020.1814193


",57,2020,,
article,doi:10.1080/00368121.2020.1828794,Sevgi Aydın-Günbatar,10.1080/00368121.2020.1828794," 

https://doi.org/10.1080/00368121.2020.1828794


",Science Activities,3,132--141,Routledge,Making homemade indicator and strips: a STEM + activity for acid-base chemistry with entrepreneurship applications," 

https://doi.org/10.1080/00368121.2020.1828794


",57,2020,,
article,doi:10.1080/24758779.2020.12318717,"Quyen Aoh, Cheyenne L. Barger and Maile Chang",10.1080/24758779.2020.12318717," 

https://doi.org/10.1080/24758779.2020.12318717


",Connected Science Learning,4,12318717,Routledge,The Feeding Minds and Families Afterschool STEM Program," 

https://doi.org/10.1080/24758779.2020.12318717


",2,2020,,
article,doi:10.1080/15398285.2019.1608499,Bob Gann,10.1080/15398285.2019.1608499," 

https://doi.org/10.1080/15398285.2019.1608499


",Journal of Consumer Health on the Internet,2,146--160,Routledge,Digital Inclusion and Health in Wales," 

https://doi.org/10.1080/15398285.2019.1608499


",23,2019,,
article,doi:10.1080/10986065.2021.2012631,"Stanislaw Schukajlow, Gabriele Kaiser and Gloria Stillman",10.1080/10986065.2021.2012631," 

https://doi.org/10.1080/10986065.2021.2012631


",Mathematical Thinking and Learning,3,259--269,Routledge,Modeling from a cognitive perspective: theoretical considerations and empirical contributions," 

https://doi.org/10.1080/10986065.2021.2012631


",25,2023,,
article,doi:10.1080/00405841.2015.1010834,Danielle Herro,10.1080/00405841.2015.1010834," 

https://doi.org/10.1080/00405841.2015.1010834


",Theory Into Practice,2,117--127,Routledge,Sustainable Innovations: Bringing Digital Media and Emerging Technologies to the Classroom," 

https://doi.org/10.1080/00405841.2015.1010834


",54,2015,,
article,doi:10.1080/10494820.2022.2061007,Beatriz Ortega-Ruipérez and Miguel Lázaro Alcalde,10.1080/10494820.2022.2061007," 

https://doi.org/10.1080/10494820.2022.2061007


",Interactive Learning Environments,10,7074--7085,Routledge,Teachers’ perception about the difficulty and use of programming and robotics in the classroom," 

https://doi.org/10.1080/10494820.2022.2061007


",31,2023,,
article,doi:10.1080/00368555.2020.12293506,"Patricia Bricker, James Ewing, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Katherine Anna Mangione, Melissa Parks and Amy Leigh Rogers",10.1080/00368555.2020.12293506," 

https://doi.org/10.1080/00368555.2020.12293506


",The Science Teacher,6,44--51,Routledge,Outstanding Science Trade Books for Students 2020," 

https://doi.org/10.1080/00368555.2020.12293506


",87,2020,,
article,doi:10.1080/08872376.2020.12291323,"Patricia Bricker, James Ewing, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Katherine Anna Mangione, Melissa Parks and Amy Leigh Rogers",10.1080/08872376.2020.12291323," 

https://doi.org/10.1080/08872376.2020.12291323


",Science Scope,6,68--75,Routledge,Outstanding Science Trade Books for Students K–12," 

https://doi.org/10.1080/08872376.2020.12291323


",43,2020,,
article,doi:10.1198/tas.2009.0024,Deborah Nolan and Duncan Temple Lang,10.1198/tas.2009.0024," 

https://doi.org/10.1198/tas.2009.0024


",The American Statistician,2,117--121,ASA Website,Comment," 

https://doi.org/10.1198/tas.2009.0024


",63,2009,,
article,doi:10.1080/00368121.2013.803011,Clare Valerie Bell and Arthur Louis Odom,10.1080/00368121.2013.803011," 

https://doi.org/10.1080/00368121.2013.803011


",Science Activities,3,73--83,Routledge,Understanding Current and Potential Consequences of Population Growth," 

https://doi.org/10.1080/00368121.2013.803011


",50,2013,,
article,doi:10.1080/10494820.2021.1919146,Hagit Meishar-Tal and Avital Kesler,10.1080/10494820.2021.1919146," 

https://doi.org/10.1080/10494820.2021.1919146


",Interactive Learning Environments,5,3071--3082,Routledge,“If I create a game I'll learn”: online game creation as a tool to promote learning skills of students with learning difficulties," 

https://doi.org/10.1080/10494820.2021.1919146


",31,2023,,
article,doi:10.1080/24758779.2017.12420471,Peggy Harris Willcuts and Cathleen Kennedy,10.1080/24758779.2017.12420471," 

https://doi.org/10.1080/24758779.2017.12420471


",Connected Science Learning,3,12420471,Routledge,Collaboratory = Collaborate + Laboratory," 

https://doi.org/10.1080/24758779.2017.12420471


",1,2017,,
article,doi:10.1080/08993408.2020.1788862,"Merijke Coenraad, Connor Hopcraft, Jane Jozefowicz, Diana Franklin, Jen Palmer and David Weintrop",10.1080/08993408.2020.1788862," 

https://doi.org/10.1080/08993408.2020.1788862


",Computer Science Education,3,400--429,Routledge,Helping teachers make equitable decisions: effects of the TEC Rubric on teachers’ evaluations of a computing curriculum," 

https://doi.org/10.1080/08993408.2020.1788862


",31,2021,,
article,doi:10.1080/10691898.2018.1541653,Allan J. Rossman and Nicholas J. Horton,10.1080/10691898.2018.1541653," 

https://doi.org/10.1080/10691898.2018.1541653


",Journal of Statistics Education,3,234--245,Taylor \& Francis,Interview With Nicholas J. Horton," 

https://doi.org/10.1080/10691898.2018.1541653


",26,2018,,
article,doi:10.1080/08993408.2022.2044672,"Jessica Vandenberg, Collin Lynch, Kristy Elizabeth Boyer and Eric Wiebe",10.1080/08993408.2022.2044672," 

https://doi.org/10.1080/08993408.2022.2044672


",Computer Science Education,3,429--457,Routledge,“I remember how to do it”: exploring upper elementary students’ collaborative regulation while pair programming using epistemic network analysis," 

https://doi.org/10.1080/08993408.2022.2044672


",33,2023,,
article,doi:10.1080/2331186X.2024.2332863,"Alexandra Vuyk, Maureen Montania, Liz Barrios and Montserrat Lobo",10.1080/2331186X.2024.2332863," 

https://doi.org/10.1080/2331186X.2024.2332863


",Cogent Education,1,2332863,Cogent OA,Gifted education in Paraguay: analyses from a learning-resource perspective," 

https://doi.org/10.1080/2331186X.2024.2332863


",11,2024,,
article,doi:10.1080/15391523.2023.2232058,"Xinli Zhang, Yuchen Chen, Yiwei Bao and Lailin Hu",10.1080/15391523.2023.2232058," 

https://doi.org/10.1080/15391523.2023.2232058


",Journal of Research on Technology in Education,0,1--26,Routledge,Robot illustrated: Exploring elementary students’ perceptions of robots via the draw-a-robot test," 

https://doi.org/10.1080/15391523.2023.2232058


",0,2023,,
article,doi:10.1080/23796529.2015.11674723,Kevin D. Finson and Jon E. Pedersen,10.1080/23796529.2015.11674723," 

https://doi.org/10.1080/23796529.2015.11674723


",Journal of Visual Literacy,1,57--88,Routledge,Testing a Conceptual Change Model Framework for Visual Data," 

https://doi.org/10.1080/23796529.2015.11674723


",34,2015,,
article,doi:10.1080/0161956X.2024.2357010,"Lori A. Caudle, Margaret F. Quinn, Frances K. Harper, Hannah R. Thompson, Tabatha R. Rainwater and Charles E. Flowers Jr.",10.1080/0161956X.2024.2357010," 

https://doi.org/10.1080/0161956X.2024.2357010


",Peabody Journal of Education,3,274--294,Routledge,“Any Other Thoughts?”: Establishing Third Space in a Family-School-University STEM Partnership to Center Voices of Parents and Teachers," 

https://doi.org/10.1080/0161956X.2024.2357010


",99,2024,,
article,doi:10.1080/03054985.2017.1305045,Marte Blikstad-Balas and Chris Davies,10.1080/03054985.2017.1305045," 

https://doi.org/10.1080/03054985.2017.1305045


",Oxford Review of Education,3,311--331,Routledge,Assessing the educational value of one-to-one devices: have we been asking the right questions?," 

https://doi.org/10.1080/03054985.2017.1305045


",43,2017,,
article,doi:10.1080/02680939.2017.1380232,"Catarina Player-Koro, Annika Bergviken Rensfeldt and Neil Selwyn",10.1080/02680939.2017.1380232," 

https://doi.org/10.1080/02680939.2017.1380232


",Journal of Education Policy,5,682--703,Routledge,Selling tech to teachers: education trade shows as policy events," 

https://doi.org/10.1080/02680939.2017.1380232


",33,2018,,
article,doi:10.1080/07370008.2022.2044330,Brian Danielak,10.1080/07370008.2022.2044330," 

https://doi.org/10.1080/07370008.2022.2044330


",Cognition and Instruction,2,266--303,Routledge,How Code Takes Shape: Studying a Student’s Program Evolution," 

https://doi.org/10.1080/07370008.2022.2044330


",40,2022,,
article,doi:10.1080/07370008.2024.2334697,"Debora Lui, Deborah A. Fields and Yasmin B. Kafai",10.1080/07370008.2024.2334697," 

https://doi.org/10.1080/07370008.2024.2334697


",Cognition and Instruction,3,359--398,Routledge,"Collaborative Troubleshooting in STEM: A Case Study of High School Students Finding and Fixing Code, Circuit and Craft Challenges in Electronic Textiles"," 

https://doi.org/10.1080/07370008.2024.2334697


",42,2024,,
article,doi:10.1080/07380569.2023.2244940,Sebastian Borowicz,10.1080/07380569.2023.2244940," 

https://doi.org/10.1080/07380569.2023.2244940


",Computers in the Schools,4,356--369,Routledge,Technopaideia in Literary Education," 

https://doi.org/10.1080/07380569.2023.2244940


",40,2023,,
article,doi:10.1080/13540602.2021.1933416,"Katarina Pajchel, Kirsti Marie Jegstad, Gunilla Eklund, Siv G Aalbergsjø and PerØyvind Sollid",10.1080/13540602.2021.1933416," 

https://doi.org/10.1080/13540602.2021.1933416


",Teachers and Teaching,1-4,193--205,Routledge,The role of school placement within research-based teacher education–through the eyes of science mentors," 

https://doi.org/10.1080/13540602.2021.1933416


",27,2021,,
article,doi:10.1080/18117295.2016.1189215,"Sukie van Zyl, Elsa Mentz and Marietjie Havenga",10.1080/18117295.2016.1189215," 

https://doi.org/10.1080/18117295.2016.1189215


","African Journal of Research in Mathematics, Science and Technology Education",2,131--141,Routledge,Lessons Learned from Teaching Scratch as an Introduction to Object-oriented Programming in Delphi," 

https://doi.org/10.1080/18117295.2016.1189215


",20,2016,,
article,doi:10.1080/03004430.2023.2299389,Nesrin Işıkoğlu and Müzeyyen Güzen,10.1080/03004430.2023.2299389," 

https://doi.org/10.1080/03004430.2023.2299389


",Early Child Development and Care,2,195--207,Routledge,The promise of digital storytelling for kindergarteners: language and technology skills," 

https://doi.org/10.1080/03004430.2023.2299389


",194,2024,,
article,doi:10.1080/14626268.2024.2334027,"Damián Keller, Victor Lazzarini, Luca Turchet and Anthony L. Brooks",10.1080/14626268.2024.2334027," 

https://doi.org/10.1080/14626268.2024.2334027


",Digital Creativity,1,1--12,CAA Website,Ubimus contributions to digital creative practices (Editorial)," 

https://doi.org/10.1080/14626268.2024.2334027


",35,2024,,
