"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Using App inventor & history as a gateway to engage African American students in computer science","Y. Jimenez; C. Gardner-McCune","Department of Computer and Information Science and Engineering, University of Florida, Gainesville, Florida; Department of Computer and Information Science and Engineering, University of Florida, Gainesville, Florida","2015 Research in Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","12 Oct 2015","2015","","","1","2","Unlike enrollment in undergraduate computer science degree programs, there are no gender or ethnic imbalances in K-12 enrollment. While such disparities are seen at particular schools, such disparities do not exist in disciplinary courses such as history, math, or science where all students are required to take these courses. This paper discusses an approach to broaden minority participation in computing through the integration of Computer Science (CS) into a history course. This poster proposes an alignment between computational thinking and historical thinking that makes history courses an attractive fit for CS integration. It also presents results from the pilot study of a project-based cross-disciplinary curriculum using MIT App inventor that leverages students' interests in mobile technology to facilitate the creation of historical mobile apps. This curricular approach is built on a theoretical framework rooted in Constructivist and Constructionist learning where students construct and produce knowledge, artifacts, and technology rather than consume them. Our initial results suggest that students were engaged in the material and were enthusiastic about the creation of their mobile app.","","978-1-5090-0151-4","10.1109/RESPECT.2015.7296512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7296512","App Inventor;Broadening Participation;African American Student;computational thinking","History;Mobile applications;Education;Programming profession;Information science;Computer science education;Surveys","","2","","","IEEE","12 Oct 2015","","","IEEE","IEEE Conferences"
"Pictoch: A Block-based Programming Learning Environment through Pictogram Content Creation","K. Ito","School of Social Informatics, Aoyama Gakuin University, Kanagawa, Japan",2022 IEEE Global Engineering Education Conference (EDUCON),"11 May 2022","2022","","","73","78","This paper proposes a block-based programming learning environment through animated pictogram content creation named “Pictoch”. Pictograms are constructed objects at a high level of abstraction. Abstraction, decomposition, and pattern recognition, which are all core concepts of computational thinking, are also essential ability for pictogram content creation. And if the structure of pictograms can be described as a procedural program, then it is based on algorithmic thinking. Pictoch especially focuses on human pictogram. This effect of the human pictogram can be familiar with “syntonic learning.” advocated by Papert. Pictoch has the instructions for posing and motion of human pictogram, and some more essential functions for making pictograms that drawing various objects and attaching safety signs. This paper introduces this application and describes its various basic functions and additional functions for class use.","2165-9567","978-1-6654-4434-7","10.1109/EDUCON52537.2022.9766570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766570","Computer Science Education;K-12 Education;Pictogram;Computational Thinking;Information Design;Programming;Block-typed","Conferences;Safety;Pattern recognition;Engineering education;Programming profession","","2","","26","IEEE","11 May 2022","","","IEEE","IEEE Conferences"
"Taking Database Design as Trunk Line of Database Courses","R. Juxiang; N. Zhihong","School of Information, Business College of Shanxi University, Taiyuan, China; School of Information Management, Shanxi University of Finance and Economics, Taiyuan, China",2012 Fourth International Conference on Computational and Information Sciences,"13 Sep 2012","2012","","","767","769","This paper puts forward that organizing teaching of database course should take database design as trunk line to cultivate ability of Computational Thinking. The teaching organization starts from application scenarios, and combines database theoretical knowledge with the process from analysis, modeling to establishing database application. Using this method to organize teaching, the students learn to know the how and the why, not only to understand what database is, but also understand and grasp how to use, how to better use of database, thus their ability on analyzing and solving concrete problem is improved.","","978-1-4673-2406-9","10.1109/ICCIS.2012.310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6300734","database design;teaching mainlin;Computational Thinking","Databases;Data models;Educational institutions;Business;Analytical models;Design methodology","","1","","3","IEEE","13 Sep 2012","","","IEEE","IEEE Conferences"
"RPP for Geocomputation: Partnering on Curriculum in Geography and Computer Science","C. C. Dony; A. Magdy; S. Rey; A. Nara; T. Herman; M. Solem","American Association of Geographers, Washington, DC; University of California, Riverside, Riverside, CA; University of California, Riverside, Riverside, CA; San Diego State University, San Diego, CA; San Diego State University, San Diego, CA; Texas State University, San Marcos, TX","2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","10 Feb 2020","2019","","","1","2","The growth of the geospatial services industry is increasing the demand for graduates with training in both geography and computational thinking (geocomputational thinking). The limited availability of learning pathways towards geocomputationally intensive jobs requires employers across the public and private sectors to choose between hiring a geographer or a computer science graduate. This collaboration of authors will initiate the formation of a researcher-practitioner partnership (RPP) in Southern California, as a new strategy to addresses the lack of geocomputational learning pathways.","","978-1-7281-0821-6","10.1109/RESPECT46404.2019.8985934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8985934","geography;computational thinking;learning pathways;researcher-practitioner partnership","Geography;Computer science;Training;Industries;Collaboration;Geospatial analysis","","1","","13","IEEE","10 Feb 2020","","","IEEE","IEEE Conferences"
"YouTube aware Personalized Ranking System for Future ICT Education","J. Lee; H. Oh","Department of English Language and Literature, Ajou University, Suwon, Korea; DASAN University College, Ajou University, Suwon, Korea",2018 International Conference on Information and Communication Technology Convergence (ICTC),"18 Nov 2018","2018","","","776","779","With the various social services such as Facebook, Twitter and YouTube, many kind of bit data types are exponentially increasing. Therefore, people have difficulties to find the sub-optimal service among the overflow data in Internet. In education area, new trend with various ICT tools such as YouTube, STEAM (Science, Technology, Engineering, the Arts and Mathematics) supportive computational thinking software is famous. In this paper, we propose YouTube aware personalized recommender system for future ICT education. It is a technique to automatically rank high - visibility channels and videos in YouTube based on the personalized learning topic. To do this, we analyze the relevance of statistics such as views, likes, subscribers, and comments in YouTube, and use the R programming language with the rvest, ggplot2, stringr packages and the Chrome extension called SelectorGadget for direct data crawling. Initial experiments confirmed the possibility of the proposed technique and confirmed the possibility of extension.","2162-1233","978-1-5386-5041-7","10.1109/ICTC.2018.8539559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8539559","YouTube aware Recommender System (RS);computational thinking (CT);STEAM;future ICT Education","YouTube;Videos;STEM;Art;Mathematics;Facebook","","1","","3","IEEE","18 Nov 2018","","","IEEE","IEEE Conferences"
"Measuring understanding, recognition and construction of computational rules in elementary school using Microsoft's Kodu Game Lab","A. Aggarwal; C. Gardner-McCune","University of Florida, Gainesville, FL, US; University of Florida, Gainesville, FL, US","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","2 Feb 2017","2016","","","1","3","Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Computational thinking is central to recent approaches aimed at engaging K-12 students in computer science. Many strategies and metrics have been proposed to foster and measure such skills. The poster presents an empirical study which measures the understanding, recognition and rule construction ability of rising 3rd to 5th grade students from underrepresented communities. This poster also focuses on strategies for engaging students and reflects the importance of a coherent computer science curriculum which includes collaboration and individual activities supported by a graphical tool like Microsoft's Kodu Game Lab.","","978-1-5090-3419-2","10.1109/RESPECT.2016.7836182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836182","Computational Thinking;Kodu Game Lab;K-12 Curriculum;CS Education","Games;Computers;Computer science;Measurement;Collaboration","","1","","","IEEE","2 Feb 2017","","","IEEE","IEEE Conferences"
"MiDroid: An open mobile platform for learning focused on microcontrollers' education","J. Á. Ariza","Uniminuto, Dept of electronic technology, Bogotá, Colombia",2017 IEEE Frontiers in Education Conference (FIE),"14 Dec 2017","2017","","","1","5","This WIP exposes the design and implementation of Midroid, an open mobile platform focused on microcontrollers' education. The platform has been designed with the aim to address both the problems detected as the educational gaps associated to the acquisition of the algorithmic thinking needed in the conceptualization and structuring of a program or algorithm determined. To technical level, the platform consists in two elements: a mobile application for Android operating system and a development board which the students can debugging their algorithms. Thereby, the educational concept of the platform takes into account the challenges related to the mobility of technology, learning and the learner. As educational framework, it has selected the concept of Computational Thinking (CT) in the stages of design of the platform. The CT is a kind of process that allows solve a problem through procedures such as abstraction, modeling, arguing and algorithmic processing. Furthermore, the CT allows the use of computers or tools such as mobile devices or both computational and mathematical programs as way to resolve the formulated problems in a knowledge area. These aspects were needed in the design and implementation of the platform in the areas of hardware and software respectively. It is expected with this research, the design and implementation of a mobile platform related to microcontrollers; area which addresses the problems mentioned and also enhances the learning process in the students. The educational and technical validation of the platform will be developed through qualitative study between different groups of students in the subjects of the curriculum concerning the microcontrollers' area, thus, validating the impact of the platform.","","978-1-5090-5920-1","10.1109/FIE.2017.8190717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190717","Platform;mobile;computational thinking;microcontrollers;education methodology;algorithmic thinking;programming","Microcontrollers;Software;Hardware;Mobile communication;Algorithm design and analysis;Bluetooth;Pins","","1","","14","IEEE","14 Dec 2017","","","IEEE","IEEE Conferences"
"BingBee @ RaglanRoad - A field trial with unattended educational kiosks","P. Wentworth","Department of Computer Science, Rhodes University, Grahamstown, South Africa",2010 IST-Africa,"21 Apr 2011","2010","","","1","8","A pod of ten unattended “behind-the-glass” computer kiosks has been running at the Raglan Road Multipurpose Centre in Grahamstown for more than three years. The goal is to enhance computational thinking skills, and to provide logic, mathematical, reading and computer literacy skills via edutainment and fun. The technology is explicitly engineered so that usage is not dependent on having willing teachers as supervisors. Initially targeted at 7-13 year old children, we've had to make adaptations for younger children from the on-site pre-primary school. We describe the innovative mechanism that allows unattended access while securing and protecting our systems. We give a brief overview of the technology and content on the kiosks, the implementation, and some observations about usage. Unusually, the project was conceived and initiated from a technical perspective, and we discuss some issues that have arisen around maintenance and division of responsibilities between the parties involved.","","978-1-905824-19-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5753025","Edutainment;computational thinking;computer kiosks","Educational institutions;Computers;Software;Fingers;Games;Buildings;Cameras","","1","","15","","21 Apr 2011","","","IEEE","IEEE Conferences"
"Map-Blocks: Playing with Online Data and Infuse to Think in a Computational Way","R. Vinayakumar; K. Soman; P. Menon","Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","18 Oct 2018","2018","","","1","6","This paper introduces a new teaching tool for K-12 schools with the aid to transfigure the way young peoples use of online data. The tool involves participators who don't have prior programming knowledge and wish to learn computational concepts as part of playing with online data. Computational thinking provides a way for solving many real-world problems that are not learned easily by using many existing tools. Map-Blocks is a software suite that combines the easy to use visual programming environment with easy to get started block shaped programming environment.","","978-1-5386-4430-0","10.1109/ICCCNT.2018.8493700","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493700","online data;Computational thinking;Map-Blocks;K-12 education;block based programming;21st century learning skills","Programming profession;Programming environments;Tools;Education;Computer languages;Visualization","","1","","18","IEEE","18 Oct 2018","","","IEEE","IEEE Conferences"
"An instructional framework, model lessons, and professional learning program for science standards-aligned computing in 4th-12th grade classrooms","K. V. Lehmkuhl-Dakhwe","College of Science, San José State University, San José, USA",2018 IEEE Frontiers in Education Conference (FIE),"7 Mar 2019","2018","","","1","5","This Innovative Practice, Work in Progress paper outlines an Instructional Framework for integrating computing into science instruction in 4th-12th grade classrooms. It presents a model lesson example and results from two years of implementing a Professional Learning (PL) program for teachers developed and offered by the STEM Education Office of the College of Science at San José State University and teachers from eight high need school districts. The program model focuses on increasing teachers' skills and improving practices related to Scientific Computational Modeling as the Next Generation Science Standards and Science and Engineering Practices 2 (develop and use models), 4 (analyze and interpret data), and 5 (use math and computational thinking) are implemented.","2377-634X","978-1-5386-1174-6","10.1109/FIE.2018.8658580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658580","science;computer programming;modeling;computational thinking;Next Generation Science Standards","Computational modeling;Programming profession;Adaptation models;Education;Data models;Standards","","1","","6","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"Social Robot to teach coding in primary school","R. Lanzilotti; A. Piccinno; V. Rossano; T. Roselli","Dept of Computer Science, University of Bari, Bari, Italy; Dept of Computer Science, University of Bari, Bari, Italy; Dept of Computer Science, University of Bari, Bari, Italy; Dept of Computer Science, University of Bari, Bari, Italy",2021 International Conference on Advanced Learning Technologies (ICALT),"2 Aug 2021","2021","","","102","104","Computational Thinking (CT) education is spreading all over the world involving all levels of schools. Software and hardware solutions have been designed and developed to introduce CT at school. In this paper, the first trial of coding activities has been realized using Pepper Social Robot. The idea is to allow pupils to program Pepper; the mission is to guide the robot through a path on a grid sketched on the floor to reach a predefined target. A user test was conducted to evaluate the experience of pupils, in terms of effectiveness, engagement, and cognitive workload in a learning coding activity that involves the social robot Pepper. Pupils appreciated the use of the robot which can interact with them, they were very engaged in the activity and improve their knowledge about coding.","2161-377X","978-1-6654-4106-3","10.1109/ICALT52272.2021.00038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499862","Coding;Computational Thinking;Social Robot","Education;Encoding;Software;Hardware;Pupils;Robots;Floors","","1","","16","IEEE","2 Aug 2021","","","IEEE","IEEE Conferences"
"Application of Contextual Teaching and Learning model through Interdisciplinary Student Projects – An approach to enhancing Accounting and IT skills","R. Banerjee; J. Tarazi; M. J. A. Ahli","Dubai Women’s College, Higher Colleges of Technology; Dubai Women’s College, Higher Colleges of Technology; Dubai Women’s College, Higher Colleges of Technology",2019 Advances in Science and Engineering Technology International Conferences (ASET),"16 May 2019","2019","","","1","8","Effective application of contextual learning can be facilitated by providing opportunity to students to use the knowledge in concept learnt, to solve certain problems within a `context'. To improve student engagement in quantitative based course like Math, Accounting or Science; it is of supreme importance that students are able to make connections between knowledge and its application to a real world context. Two such cases of Contextual Learning have been presented in this paper which was modeled in implementation of interdisciplinary projects across Accounting and IT disciplines, with Business students enrolled in Managerial Accounting and Cost Accounting courses and CIS students in Mobile Application course and ICT. This study aims at presenting a contextual strategy used to enhance Accounting and IT skills in Undergraduate students at Dubai Women's College, Higher Colleges of Technology. We posited that through this contextualized approach, students would see Accounting, Computational thinking and app development as tools for solving work-related problems. Using Constructivist teaching and REACT (relating, experience, application, collaboration and transfer) strategy; we initiated curriculum integration of both Accounting and IT, which deviates from traditional teaching model where learning of a subjects is isolated from any context. We conclude that the interdisciplinary projects implemented were a robust technique for application of contextual learning. The most important outcome was achieving the highest level in bloom's taxonomy and that is to `create'.","","978-1-5386-8271-5","10.1109/ICASET.2019.8714444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8714444","Contextual Learning;REACT;Computational Thinking;Cost Volume Profit;Team Based Learning;Peer Led Team Learning","Education;Companies;Context modeling;Cost accounting;Manufacturing;Programming","","1","","16","IEEE","16 May 2019","","","IEEE","IEEE Conferences"
"Smart City Kids Lab: Creative Computing in Primary School","C. A. Gomes; H. Gomes; B. Rego; B. Sousa; M. Loureiro; P. Rocha","Escola Superior de Educação, Instituto Politécnico de Viseu/CI&DEI, Viseu, Portugal; Escola Superior de Educação, Instituto Politécnico de Viseu/CIDMA, Viseu, Portugal; Escola Superior de Educação, Instituto Politécnico de Viseu/CI&DEI, Viseu, Portugal; Divisao de Educação, Câmara Municipal de Viseu; Divisao de Educação, Câmara Municipal de Viseu; Divisao de Educação, Câmara Municipal de Viseu",2019 International Symposium on Computers in Education (SIIE),"28 Jan 2020","2019","","","1","6","In recent years there is a growing interest in including programming activities in education, emphasizing the importance of children developing computer thinking since early ages. Block-based programming environments scaffold children to explore and learn programming in an easier way. In this paper we present a project supported by a theoretical framework that mobilizes constructionism, the maker movement, tinkering, and project-based learning, and a practical framework based on workshops with primary teachers. Primary school children developed computational thinking and creative computing skills, while they design and present ideas to turn their city a smart city. Results show the quality of the products developed using programming and robots and the impact that this approach can have in authentic learning.","","978-1-7281-3182-5","10.1109/SIIE48397.2019.8970130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970130","Computational Thinking;Creative Computing Robotic;Project-Based Learning;Primary Schools","","","1","","13","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"Robotics rule-based formalism to specify behaviors in a visual programming environment","D. Marghitu; S. Coy","Computer Science and Software Engineering, Auburn University, Auburn, USA; FUSELABS Microsoft Redmond, USA",2015 IEEE Blocks and Beyond Workshop (Blocks and Beyond),"4 Jan 2016","2015","","","45","47","Microsoft's Kodu is a visual programming environment for children inspired by robotics rule-based formalism to specify behaviors. The reactive nature of this approach means that systems just react to what they are currently sensing, they do not need to have a perfect model of the world, and they can easily respond to external changes in the world. This resilience makes behavior-based systems perfect for real world robotics use. When developers chose this approach for Kodu, the hope was that this resilience would help minimize the potential frustration of young users. This paper introduces the Kodu developers' strategy, results and future plans in developing a user-friendly programming environment that successfully introduces children in a fun and easy way to the fundamental concepts of computer science and computational thinking.","","978-1-4673-8367-7","10.1109/BLOCKS.2015.7368999","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7368999","Kodu;rule-based formalism;computational thinking","Robot sensing systems;Programming;Graphical user interfaces;Games;Programming environments","","1","","14","IEEE","4 Jan 2016","","","IEEE","IEEE Conferences"
"Conversational programming in action","A. Repenning","AgentSheets, Inc., Boulder, CO, USA",2011 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2011","2011","","","263","264","Accelerated by the Do-It-Yourself mindset of the Web 2.0 culture, end-user programming, which is programming by end users with limited, if any, formal programming background, is growing rapidly. Especially in educational settings, children are exposed to computational thinking by making games, building scientific simulations and creating stories. Early educational programming languages such as Logo have made programming substantially more accessible to end users. More recent approaches include visual programming with drag-and-drop style of programming making it nearly impossible to compose syntactically incorrect programs. However, as the syntactic challenges of end-user programming are gradually fading into the past, the new frontier of semantic programming support emerges. This demonstration introduces Future Trace, a system to make programming more conversational. A conversational programming agent runs programs one step into the future in order to visualize discrepancies between the programs users intended to write and the actual programs.","1943-6106","978-1-4577-1247-0","10.1109/VLHCC.2011.6070423","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070423","Game design;computational thinking;debugging;end-user programming;visual programming","Programming profession;Games;Debugging;Programming environments;Visualization;Educational institutions","","1","","3","IEEE","10 Nov 2011","","","IEEE","IEEE Conferences"
"Logic Programming in Primary School: Facing Computer Science at an Early Age","J. P. Rodríguez; L. A. Cecchi","Grupo de Investigación en Lenguajes e IA, Universidad Nacional del Comahue, Neuquén, Argentina; Grupo de Investigación en Lenguajes e IA, Universidad Nacional del Comahue, Neuquén, Argentina",2024 L Latin American Computer Conference (CLEI),"8 Oct 2024","2024","","","1","9","Logic Programming allows for the exploration and development of Computational Thinking skills. Those being abstraction, decomposition, pattern recognition, and generalisation, among others, which are fundamental for problem-solving. What is more, Logic Programming helps building up Logical Thinking skills, also distinguishing valid arguments from fallacies and contradictions, as well as establishing connections between arguments through reasoning, to name some. These practices are not only essential for the development of knowledge in STEM, but also in Computer Science disciplines. Recently, arguments have been standing in favour of the early integration of programming within compulsory education. The international scientific community is looking forward to researching and initiatives being deployed towards this direction. This article introduces Metagame -Metajuego-, a methodological proposal which integrates key aspects to facilitate the effective integration of Logic Programming in primary education through collaborative and gamifying strategies. Furthermore, concrete cases of games are presented which have been formulated thanks to applying the proposed methodological approach to different educational contexts. The narratives upon which these games are based, incorporate learning cores presented in the curricular school designs where they were implemented.","2771-5752","979-8-3315-4097-5","10.1109/CLEI64178.2024.10700103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10700103","Logic Programming Education;Prolog;Computational Thinking;Logical Thinking;Elementary School;Gamebased approaches","Logic programming;Education;Collaboration;Games;Cognition;Pattern recognition;Proposals;Problem-solving;Programming profession;STEM","","","","0","IEEE","8 Oct 2024","","","IEEE","IEEE Conferences"
"Teaching Strategy of Programming Course Guided by Neuroeducation","J. Zhang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China",2019 14th International Conference on Computer Science & Education (ICCSE),"23 Sep 2019","2019","","","406","409","For a long time, pedagogy has been a social practice based on direct experiences, and many traditional teaching methods have formed. These methods were not supported by a scientific theoretical system and could not meet the fast-changing social needs. Neuroeducation is an empirical science, and an interdisciplinary subject that applies the latest theoretical advances in human brain and psychology to pedagogy. This paper explores the connection between neuroeducation and the teaching practice through the study of the latest theoretical achievements in neuroscience, cognitive neurology and psychology. Guided by theory of neuroeducation, the course content, the teaching strategy and new learning methods are proposed to improve the teaching quality of computer programming courses, while improving students' computational thinking ability.","2473-9464","978-1-7281-1846-8","10.1109/ICCSE.2019.8845519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8845519","neuroeducation;programming course;teaching strategy;computational thinking","Programming profession;Psychology;Computer languages;Grammar;Training","","","","5","IEEE","23 Sep 2019","","","IEEE","IEEE Conferences"
"Blending Entrepreneurial Education in Senior and Graduate-level Electrical Engineering Courses","S. Tabassum; P. Sundaravadivel","Department of Electrical Engineering, The University of Texas at Tyler, Tyler, Texas; Department of Electrical Engineering, The University of Texas at Tyler, Tyler, Texas",2023 IEEE 16th Dallas Circuits and Systems Conference (DCAS),"25 May 2023","2023","","","1","5","This work reports an innovative product-based pedagogy that was developed by incorporating entrepreneurial education into the upper-level undergraduate and graduate courses in the Electrical Engineering department at the University of Texas (UT) at Tyler. Several aspects make this work different from existing research. We adopted an iterative challenge-based STAR cycle and investigated the effectiveness of computational thinking in our course projects. In addition, entrepreneurial components were incorporated into a series of senior and graduate-level courses with the goal of creating student entrepreneurs. The entrepreneurship-focused curriculum encouraged students to participate in regional pitch competitions and conference presentations. The findings from this work suggest a positive impact of entrepreneurial learning on student learning outcomes.","","979-8-3503-9918-9","10.1109/DCAS57389.2023.10130181","National Science Foundation(grant numbers:ECCS 2138701); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130181","Entrepreneurship;STAR cycle;Sensors;Semiconductor Devices;Internet-of-Things;Computational thinking;Engineering courses","Electrical engineering;Circuits and systems;Education;Entrepreneurship;Stars;Iterative methods","","","","22","IEEE","25 May 2023","","","IEEE","IEEE Conferences"
"How Can We Teach Computational Literacy to All Levels of Students?","S. Kim; S. Han; H. Kim","Dept. Computer education, Korea University, Seoul, Korea; Dept. Computer education, Gyeong-in National University of Education, Incheon, Korea; Dept. Computer education, Korea University, Seoul, Korea","2009 Fifth International Joint Conference on INC, IMS and IDC","13 Nov 2009","2009","","","1395","1400","In this paper, we discuss how to teach and learn computational literacy to all levels of students. Computational literacy is an important ability to understand and communicate information in current digital age and ubiquitous age. The digital has been used as a tool of communication along with language. Therefore, we would need to have ability to express our idea and understand an other's presentation with language and digital, which is just computational Literacy. However, most educators focus on using computer and internet, not computational literacy. Therefore, we define the operational definition about computational literacy suited for the present age by analyzing existing computational Literacy. In addition, we extract educational factors from the relation with computational thinking that is the purpose of computational literacy. Finally, we discuss teaching-learning strategy of computational literacy for all level s of students.","","978-1-4244-5209-5","10.1109/NCM.2009.192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5331425","Computational Literacy Education;Computational Thinking","Pervasive computing;Computer science education;Internet;Arithmetic;Writing;Communications technology;Computer network management;Knowledge management;Technology management;Information analysis","","","","17","IEEE","13 Nov 2009","","","IEEE","IEEE Conferences"
"Damo's Quest: A Gamified Environment for Learning Programming","E. Ormeño; S. F. Ochoa; C. A. Alessio; C. Ferrarini","Instituto de Informática, Facultad de Ciencias Exactas, Fisicas y Naturales, UNSJ, San Juan, Argentina; Departamento de Ciencias de la Computación, Universidad de Chile, Santiago, Chile; Instituto de Informática, Facultad de Ciencias Exactas, Fisicas y Naturales, UNSJ, San Juan, Argentina; NA",2024 L Latin American Computer Conference (CLEI),"8 Oct 2024","2024","","","1","4","The teaching of programming in primary and secondary education has once again revealed the heterogeneity of the ways in which students learn and instructors teach such a capability. Language barriers and technological skills of the involved people are some of the factors that affect the usability and usefulness of educational programming environments. This article presents a gamified programming environment, called Damo's Quest, that supports middle school instructors while they teach programming to students who have little access to computer technology and proficiency in English language. The platform offers a gamified-educational experience, in which students must deal with challenges in fantasy stories (in virtual worlds) by programming various solutions. The usability and perceived usefulness of the first version of this tool have been evaluated by two researchers, who are experts in computational thinking. Although preliminary, the results are highly encouraging.","2771-5752","979-8-3315-4097-5","10.1109/CLEI64178.2024.10700402","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10700402","Introduction to programming;computational thinking;educational programming environment;secondary education;gamified environment","Programming profession;Education;Robots;Programming environments;Media;Visualization;Usability;Encoding;Software;Silicon","","","","","IEEE","8 Oct 2024","","","IEEE","IEEE Conferences"
"Sucre4Stem: Internet of things in classrooms","S. Trilles; A. Monfort-Muriach; E. Cueto-Rubio; C. Granell; P. Juan","Institute of New Imaging Technologies, Universitat Jaume I, Castello, Spain; Institute of New Imaging Technologies, Universitat Jaume I, Castello, Spain; Institute of New Imaging Technologies, Universitat Jaume I, Castello, Spain; Institute of New Imaging Technologies, Universitat Jaume I, Castello, Spain; IMAC, Universitat Jaume I, Castelló, Spain","2022 Congreso de Tecnología, Aprendizaje y Enseñanza de la Electrónica (XV Technologies Applied to Electronics Teaching Conference)","9 Aug 2022","2022","","","1","4","We demonstrate Sucre4Stem, a training and informative resource for promoting computational thinking aimed at pre-university students, including visual programming through blocks, assembly of sensors and actuators in microcontrollers, network connectivity, and remote data sharing. Through the components of Sucre4Stem, students design, create and program collaborative sensorization projects that recreate real situations of the Internet of Things.","2766-2616","978-1-6654-2161-4","10.1109/TAEE54169.2022.9840703","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9840703","Computational thinking;STEM;Sucre4Stem;sensorization;Internet of Things (IoT)","Training;Visualization;Codes;Three-dimensional displays;Microcontrollers;Surveillance;Collaboration","","","","7","IEEE","9 Aug 2022","","","IEEE","IEEE Conferences"
"Work in progress: SCRATCHTON","D. Palma; D. P. Flores; J. Miraval; A. Rodríguez; D. Espinoza; J. Díaz León","UTEC - University of Engineering and Technology, Lima, Perú; UTEC - University of Engineering and Technology, Lima, Perú; UTEC - University of Engineering and Technology, Lima, Perú; UTEC - University of Engineering and Technology, Lima, Perú; UTEC - University of Engineering and Technology, Lima, Perú; UTEC - University of Engineering and Technology, Lima, Perú",2019 IEEE World Conference on Engineering Education (EDUNINE),"21 Oct 2019","2019","","","1","3","There are problems in Peruvian education such as lack of state support, absence of trained teachers, and lack of technological resources. These are factors that limit the teaching of computing in the education of children. As a solution to this problem, the project called “SCRATCHTON” is created, which looks forward to bringing technology to children in an efficiently and easy way. This consists in a programming contest where kids develop a game based on a given theme, where participants need to complete the challenge with the help of Scratch tools that were previously taught through video tutorials. With this, the goal is to encourage children to have better analytical skills, to awake computational thinking, and to increase interest in programming through incentives and recognition.","","978-1-7281-1666-2","10.1109/EDUNINE.2019.8875834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8875834","computational thinking;education and development;challenge;recognition;Scratch-ton","Programming profession;Games;Tools;Tutorials;Portable computers","","","","7","IEEE","21 Oct 2019","","","IEEE","IEEE Conferences"
"An Expression-Oriented Approach to Programming Education","E. Alda; J. Baralt-Torrijos","Universidad Simón Bolívar, Venezuela; Universidad Simón Bolívar, Venezuela",2023 IEEE Integrated STEM Education Conference (ISEC),"23 Jan 2024","2023","","","282","285","Learning programming language syntax is considered an obstacle in programming education. However, we believe it is an overlooked opportunity to exploit obvious synergies with Math. As evidenced around the world, middle and high school students know the syntax required to compute simple expressions, without previous exposure to programming languages. We make the case for an “expressions first” approach to facilitate the development of computational thinking. Our approach has the benefit of integrating directly with Math, which in turn reinforces the teaching of other STEM subjects as well as non-STEM ones. We report early results of an ongoing trial using a visual computing environment that supports this approach.","2473-7623","979-8-3503-0001-7","10.1109/ISEC57711.2023.10402150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10402150","Programming Education;Computational Thinking;Expression-Oriented Programming;Spreadsheets","Computer languages;Visualization;Education;Syntactics;Programming profession;STEM","","","","8","IEEE","23 Jan 2024","","","IEEE","IEEE Conferences"
