"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Computational Thinking Skills for Today and Tomorrow’s Talent","H. Saleh","Ministry of Communications and Information Technology, Chairwoman - Information Technology Institute, Egypt",2017 27th International Conference on Computer Theory and Applications (ICCTA),"30 Jul 2021","2017","","","1","1","Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Computational thinking (CT) is a term invented by “J.M. Wing, 2006” to describe a set of thinking skills, behaviors, and approaches that are integral to solving complex challenges using a computer and widely applicable in the information society. CT is a must for today’s and tomorrow’s talent. The added-value of this early exposure to CT is that it will help juniors to shape a solid basis of algorithmic and data structures, which form the basic nuts and bolts of the mechanics of computer programming. The added value of developing professionals has its clear impact on the economy perspective, in light of the forecasted demand for today and tomorrow. (World economic forum, 2017) Computer programming is an outstanding way to develop computational thinking skills. It has been taken programming as a useful way for juniors to learn problem solving and computational thinking with an affirmative and quantifiable effect on juniors’ achievement, not only in areas such as math and science, but also in language skills, creativity, interpersonal skills and social emotional interaction.","","978-1-5386-3794-4","10.1109/ICCTA43079.2017.9497195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9497195","","Programming profession;Buildings;Information and communication technology;Shape;Qualifications;Problem-solving;Government","","","","","IEEE","30 Jul 2021","","","IEEE","IEEE Conferences"
"NOTES","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","227","229","","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709380.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"SERIES FOREWORD","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","vii","vii","The MIT Press Essential Knowledge series offers accessible, concise, beautifully produced pocket-size books on topics of current interest. Written by leading thinkers, the books in this series deliver expert overviews of subjects that range from the cultural and the historical to the scientific and the technical.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709359.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D","A. Repenning; D. C. Webb; C. Brand; F. Gluck; R. Grover; S. Miller; H. Nickerson; M. Song",University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder,IEEE Computer Graphics and Applications,"12 May 2014","2014","34","3","68","71","Visual programming in 3D sounds much more appealing than programming in 2D, but what are its benefits? Here, University of Colorado Boulder educators discuss the differences between 2D and 3D regarding three concepts connecting computer graphics to computer science education: ownership, spatial thinking, and syntonicity.","1558-1756","","10.1109/MCG.2014.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6813968","Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions;conversational programming;Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions;graphics;3D programming;AgentSheets;AgentCubes;computational thinking;computer science education;computer graphics;3D design;computer programming;spatial thinking;syntonicity","Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions","","29","","4","IEEE","12 May 2014","","","IEEE","IEEE Magazines"
"Automated Personalized Assessment of Computational Thinking MOOC Assignments","H. M. Jamil","Department of Computer Science, University of Idaho, USA",2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT),"7 Aug 2017","2017","","","261","263","One of the major hurdles toward automatic semantic understanding of computer programs is the lack of knowledge about what constitutes functional equivalence of code segments. We postulate that a sound knowledgebase can be used to deductively understand code segments in a hierarchical fashion by first de-constructing a code and then reconstructing it from elementary knowledge and equivalence rules of elementary code segments. The approach can also be engineered to produce computable programs from conceptual and abstract algorithms as an inverse function. In this paper, we introduce the core idea behind the MindReader online assessment system that is able to understand a wide variety of elementary algorithms students learn in their entry level programming classes such as Java, C++ and Python. The MindReader system is able to assess student assignments and guide them how to develop correct and better code in real time without human assistance.","2161-377X","978-1-5386-3870-5","10.1109/ICALT.2017.147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8001776","Authentic assessment;computational thinking;automated assessment;computer programming;program equivalence","Programming profession;Pattern matching;Radiation detectors;Education;Peer-to-peer computing;Semantics","","14","","23","IEEE","7 Aug 2017","","","IEEE","IEEE Conferences"
"Developing community-based engagement in smart cities: A design-computational thinking approach","C. -S. Lee; K. D. Wong","Department of Computing and Information Systems, Sunway University, Malaysia; Daniel Wireless Software Pte. Ltd., Singapore",2017 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM),"12 Feb 2018","2017","","","832","836","Smart Cities development has progressed rapidly with Internet of Things (IoT), ambient intelligence and increasingly, crowdsourcing. Engaging the community thus plays a key role in developing meaningful communal growth along with other stakeholders. This paper briefly presents a pilot study on developing computational perspectives for community-based engagement and innovations in Smart Cities for the young and thereafter, to explore possibilities of engaging seniors in self and community development, and the young and old in community-based engagement and possibly in the future, the development of viable values-based innovations in information systems.","2157-362X","978-1-5386-0948-4","10.1109/IEEM.2017.8290008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8290008","community engagement;service innovation and management;design thinking;computational thinking;Smart Cities","Technological innovation;Dementia;Games;Smart cities;Media;Information systems;STEM","","10","","25","IEEE","12 Feb 2018","","","IEEE","IEEE Conferences"
"Computational thinking leads to computational learning: Flipped class room experiments in linear algebra","S. Se; Ashwini B; A. Chandran; Soman K.P","Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore","2015 International Conference on Innovations in Information, Embedded and Communication Systems (ICIIECS)","13 Aug 2015","2015","","","1","6","The latest concept evolving in pedagogy is flipped class room where class room is utilized for active learning by students with their peers and faculty. This necessitates development of new syllabus and pedagogy for each subject for class room activities. This paper attempt to propose spreadsheet based experiments in linear algebra that can be used to learn many abstract concepts that are very important for mastering many engineering disciplines. There is vast amount of evidence showing that the computational experiments support active learning and develop exploratory and inventive skill of students.","","978-1-4799-6818-3","10.1109/ICIIECS.2015.7193021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7193021","Flipped class room computational thinking;Linear algebra;Spread sheet","Eigenvalues and eigenfunctions;Matrix decomposition;Conferences;Technological innovation;Communication systems;Singular value decomposition","","10","","8","IEEE","13 Aug 2015","","","IEEE","IEEE Conferences"
"Injecting computational thinking into career explorations for middle school girls","H. C. Webb","College of Information Sciences and Technology, Pennsylvania State University, State College, PA, USA",2011 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2011","2011","","","237","238","Advances in technology are leading high schools to update computer science curricula; however there has been little analogous attention to technology-related education in middle schools. Middle school students are at a critical phase in life, when they are exploring more custom education options and starting to wonder “What do I want to be when I grow up?” My research is investigating whether and how computing skills can be integrated with career exploration to provide middle school girls a positive learning experience.","1943-6106","978-1-4577-1247-0","10.1109/VLHCC.2011.6070410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070410","middle school;Computational Thinking;career exploration","Educational institutions;Engineering profession;Computers;Programming;Conferences","","5","","6","IEEE","10 Nov 2011","","","IEEE","IEEE Conferences"
"On Computational Tools, Computational Thinking and Computational Methods","X. Zhang; H. Zou","Sch. of Comput. Sci. & Technol., Ludong Univ., Yantai; Sch. of Comput. Sci. & Technol., Ludong Univ., Yantai",2009 First International Workshop on Education Technology and Computer Science,"26 May 2009","2009","1","","503","507","The appearance and innovation of computational tools depends on human thinking and initiative, and on the other hand, human thinking is affected by computational tools. The strong function of computational tools in some aspect is superior to that of human brains. It is the application of such strong function that changes the face of human society. At the same time, it presents new methods for scientific research and new perspective for solving problems, promotes human thinking to a higher level, and presents new means for people to understand and change the world. The advantage of computational tools over human brains is the speed, while the initiative ability of human brains is not owned by computational tools. Perfect combination of thinking and computing gives birth to a series of achievements, and lays the foundation of science.","","978-1-4244-3581-4","10.1109/ETCS.2009.120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4958823","computational tools;computational thinking;computational methods","Humans;Computer science;Biology computing;Computer science education;Educational technology;Technological innovation;History;Evolution (biology);Computational intelligence;Face","","3","","6","IEEE","26 May 2009","","","IEEE","IEEE Conferences"
"Automated Feedback and Authentic Assessment for Online Computational Thinking Tutoring Systems","H. M. Jamil; X. Mou","Department of Computer Science, University of Idaho, USA; Department of Computer Science, University of Idaho, USA",2022 International Conference on Advanced Learning Technologies (ICALT),"17 Aug 2022","2022","","","53","55","More than one third of computer science students either switch disciplines or fail the first programming class due to test/performance anxiety or learning difficulties. Personalized feedback can potentially improve both learning outcomes and retention for novice learners of computer programming. Online learning management and assessment systems have the power to allow self-paced, individualized and multi-layered learning that can be easily combined with time tested learning strategies such as pair programming, game based learning or visual programming to positively impact learning outcomes and support free-choice learning. In this paper, we introduce an online automated tutoring and assessment system, called MindReader, for introductory programming in C++. We discuss how MindReader generates personalized feedback fully automatically and prioritizes semantic error messages to avoid overwhelming the learner with a large number of signs of “failures.” We also discuss how MindReader can be used as a flexible teaching tool for introductory programming classes, and how its smart tutoring and assessment systems can improve learning.","2161-377X","978-1-6654-9519-6","10.1109/ICALT55010.2022.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9853841","Novice programmer;block-text transition;learning environment;automated feedback;computational thinking","Visualization;Semantics;Education;Anxiety disorders;Switches;Games;C++ languages","","2","","14","IEEE","17 Aug 2022","","","IEEE","IEEE Conferences"
"How Student Background and Topic Impact the Doer Effect in Computational Thinking MOOCs","J. Maiyuran; A. Bajwa; A. Bell; E. Hemberg; U. -M. O’Reilly",MIT CSAIL; MIT CSAIL; MIT Department of Electrical Engineering and Computer Science; MIT CSAIL; MIT CSAIL,2019 IEEE Learning With MOOCS (LWMOOCS),"27 Dec 2019","2019","","","47","52","The following topics are dealt with: computer aided instruction; educational courses; educational institutions; teaching; further education; distance learning; computer science education; Internet; gender issues; biomedical education.","","978-1-7281-2549-7","10.1109/LWMOOCS47620.2019.8939643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939643","doer effect;learning by doing;computational thinking;Massive Open Online Courses (MOOCs)","Programming;Electronic learning;Computer aided instruction;Encoding;Computational modeling;Linear regression","","2","","6","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
"Creating an Appropriate Computer Science and Computational Thinking Graduate Curriculum for K–12 Teachers: Context and Initial Results","K. G. Herbert-Berger; S. Hagiwara; E. M. Rogacki; T. J. Marlowe","Montclair State University, herbertk; Montclair State University, herbertk; Mount St Dominic Academy, Caldwell, NJ; Seton Hall University",2022 IEEE Integrated STEM Education Conference (ISEC),"31 Jan 2023","2022","","","361","363","K-12 computer science education has challenges related to content and to teacher expertise and comfort. This is further made difficult with inconsistent standards and teacher preparation from state-to-state. We describe a K-12 Computer Science Teaching certificate program, located at Montclair State University, aimed at providing current teachers in northern New Jersey with enhanced understanding of computer science concepts, capabilities, and skills, plus scaffolding of equitable and inclusive teacher practices for applied CS pedagogy. We discuss a brief history of the field, our curriculum and approach and then our first graduating cohort’s experiences and challenges. Finally, we discuss our future work.","2330-331X","978-1-6654-8429-9","10.1109/ISEC54952.2022.10025068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025068","computational thinking;computer science education;computer science K-12 pedagogy;computer science K-12 teacher preparation;computer science education graduate curriculum development","Computer science;Education;Curriculum development;Computer science education;History;Standards;STEM","","2","","9","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"The Role of Basic Psychological Needs Satisfaction in Primary Student’s Computational Thinking Development","S. X. Yin","Wee Kim Wee School of Communication and Information, Nanyang Technological University, Singapore","2022 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)","14 Jun 2023","2022","","","799","801","Large extant studies highlighted the importance of motivation in promoting students’ CT skills. However, few of them focused on basic psychological needs satisfaction (BPNS) and behavioral engagement. Since needs satisfaction could influence intrinsic motivation and lead to better performance. It is critical to understand whether, and to what extent, the learners’ CT skills are influenced by the level of BPNS. In light of this, the work-in-progress study employed a semester-long intervention to explore the role of BPNS in students’ CT skill development. A total of 600 primary students participated in this study. The findings of this study will contribute to a better understanding of primary students’ motivation in programming learning.","2470-6698","978-1-6654-9117-4","10.1109/TALE54877.2022.00147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148486","computational thinking;primary education;basic psychological needs satisfaction;motivation","Education;Psychology;Programming profession","","","","19","IEEE","14 Jun 2023","","","IEEE","IEEE Conferences"
"Artistic Activity Through Computational Thinking","T. S. Deng","Department of Science Communication, Pintung University, Pintung Country, Pingtung City, ROC",2018 1st International Cognitive Cities Conference (IC3),"9 Dec 2018","2018","","","132","134","The purpose of the paper is to review concept of art in STEAM, and to discuss what and how it work in computing thinking. There are various kind of computing technologies to make shapes, pictures and signs for artistic activities, that be generated by algorithmic programme. In series of ideas are made by computing thinking, extending perceive for expression. There are three form of creation, which code as translator between perceive (see, hear...) and performance. The paper conclude that educators could apply artistic activities through computing thinking to extend the range of materials and spirits of inquiry by applying technologies in creation.","","978-1-5386-5059-2","10.1109/IC3.2018.00-44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567182","art;computational thinking;STEAM education","Art;Painting;Software;Visualization;Education;Music","","","","18","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"The Impact of ICT Resources on Chinese Middle School Students' CT Skills: The Mediating Role of ICT Literacy","Y. Zhou; J. Sun; J. Zhang; B. Jing; H. Ma; X. Li; Y. Han","School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of Education, Shaanxi Normal University, Xi'an, Shaanxi, China",2024 6th International Conference on Computer Science and Technologies in Education (CSTE),"18 Jul 2024","2024","","","69","72","Nowadays, the analysis of the relationship between students' ICT literacy and CT skills remains unclear, and less attention is paid to the influence of ICT resources at school on CT skills. To fill these gaps, a survey was performed on 1056 participants between the ages of 11 and 14, attending a secondary school in China. The participants completed one self-reported questionnaire about CT skills, ICT literacy, and ICT resources at school. The study revealed gender differences in CT skills based on the independent samples t-test, with boys having higher CT skills than girls. Additionally, the study found that ICT literacy mediates the relationship between ICT resources at school and CT skills. The research findings provide important insights for improving students' CT skills. Educators should pay attention to the gender differences in CT skills of male and female students and improve the acquired CT skills of female students. In addition, the improvement of students' ICT literacy skills and the improvement of ICT resources at school can also have a positive effect on students' CT skills.","","979-8-3503-5180-4","10.1109/CSTE62025.2024.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10589990","Computational Thinking (CT);Information and Communication Technology (ICT) literacy;gender difference;ICT resources at School","Surveys;Computer science;Education;Information and communication technology","","","","20","IEEE","18 Jul 2024","","","IEEE","IEEE Conferences"
"Teaching programming based on Computational Thinking","Ying Li","School of Computer Science and Engineering, Beihang University, Beijing, China",2016 IEEE Frontiers in Education Conference (FIE),"1 Dec 2016","2016","","","1","7","Computational Thinking was an important way to study computer science and it explained the relationships between human, calculation and computer in terms of thinking. The computer science was raised from the theory of tools to the height of thinking. This paper introduced three levels of Computational Thinking: Computational Thinking in computer science, Computational Thinking in computing science and Computational Thinking in all subjects and analyzed the thinking characteristic of calculation and the calculation attribute of thinking. Through Computational Thinking, human can solve problems by using computer more efficiently. Therefore, the cultivation of Computational Thinking's ability was particularly important in teaching. But Computational Thinking cannot be taught without carrier and the programing course was the best way for they were closely related with each other. The paper took the Maze Problem as an example to express the differences between human and computer in the aspects of storage structure, thinking mode, solving procedure, etc. and it compared the human brain's multi-dimension and multi-forms characteristics with the computer's ne-dimension and one-form characteristics. The paper thought the goal of teaching was not to learn knowledge itself, but to form problem solving thinking.","","978-1-5090-1790-4","10.1109/FIE.2016.7757408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757408","Computational Thinking;Calculation;Human Brain;Programing","Computers;Education;Computational modeling;Algorithm design and analysis;Programming profession","","12","","17","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"Computational Thinking Growth During a First-Year Engineering Course","N. V. Mendoza Diaz; R. Meier; D. A. Trytten; S. Yoon Yoon","Dept. of Educational Administration and Human, Resource Development Texas A&M University, College Station, TX, USA; Dept. of Educational Administration and Human, Resource Development Texas A&M University, College Station, TX, USA; Dept. of Educational Administration and Human, Resource Development Texas A&M University, College Station, TX, USA; Dept. of Educational Administration and Human, Resource Development Texas A&M University, College Station, TX, USA",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","7","This full research-track paper demonstrates growth in computational thinking in a cohort of engineering students completing their first course in engineering at a large Southwestern university in the United States. Computational thinking has been acknowledged as a key aspect of engineering education and an intrinsic part of multiple ABET outcomes. However, computing is an area where some students have more privileges (e.g. access and exposure to meaningful use of computers) than others. Integrating computing into engineering, especially early in the curriculum, may exacerbate existing experiential disadvantages students from excluded social identities experience. Most introductory engineering programs have a component of programming and/or computational thinking. A comprehensive literature review showed that no existing computational thinking framework fully met the needs of students and professors in engineering and computer science. As a result, this team created the Engineering Computational Thinking Diagnostic (ECTD). This diagnostic was assessed and improved during the 2019-2020 academic year. Data was collected from a cohort in a first-year engineering course that included topics in mathematics, engineering problem solving, and computation. Pre- and post-test data analysis with 62 participants documents statistically significant student growth in computational thinking in this course. Significant differences were not found by gender or a limited racially-based analysis. This diagnostic is of interest and relevance to all institutions providing engineering and computing programs. The short-term impact of this research includes an innovative approach to gauge student abilities in computational thinking early in a course in order to add appropriate intervention activities into lesson plans. The long-term impact is the creation of a measurement of student learning of computational thinking in engineering for courses and programs that wish to develop this important skill in their students.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274250","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274250","computational thinking;first-year engineering education;learning and teaching effectiveness;assessment metrics","Programming profession;Organizations;Engineering students;Task analysis;Computational modeling;Tools;Pattern matching","","5","","39","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Computational thinking through modeling in language lessons","B. Sabitzer; H. Demarle-Meusel; M. Jarnig","Department of STEM Education, Johannes Kepler Universität Linz, Linz, Austria; Department of Informatics Didactics, Alpen-Adria-Universität Klagenfurt, Klagenfurt, Austria; Department of English, Alpen-Adria-Universität Klagenfurt, Klagenfurt, Austria",2018 IEEE Global Engineering Education Conference (EDUCON),"24 May 2018","2018","","","1913","1919","In contrast to the field of computer-supported or computer-assisted language learning (CALL), which has been investigated intensively for the last decades since the beginning of e-learning and technology-enhanced learning, computational thinking and computer science concepts are not quite common in the context of language lessons. Computational thinking is a problem solving process that, at first sight, has not much to do with language learning. However, as demanded by Jeannette Wing in 2006, it should be taught to everyone like reading, writing and mathematics. By introducing computational thinking in language lessons e.g. through modeling we could ""kill two birds with one stone"": On the one hand, we can teach computational thinking and basics of computer science at all school levels even if there is no related subject, e.g. in primary schools. On the other hand, computational thinking tools like modeling can support language learning in different ways and help to train text comprehension, to acquire and elaborate vocabulary or to visualize grammar rules etc. This paper describes some creative possibilities of introducing computational thinking through modeling in language lessons in primary and secondary education. Besides best practices, it further presents some experiences and results gained from teacher observation, interviews and informal feedback from students and teachers.","2165-9567","978-1-5386-2957-4","10.1109/EDUCON.2018.8363469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8363469","computational thinking;modeling;education;language learning","Computational modeling;Unified modeling language;Education;Object oriented modeling;Conferences;Problem-solving","","12","","23","IEEE","24 May 2018","","","IEEE","IEEE Conferences"
"Towards an Online Service for Learning Computational Thinking Using Scientific Workflows","A. Mohan; S. Lu; K. Zhang","Wayne State University, Detroit, MI, USA; Wayne State University, Detroit, MI, USA; Wayne State University, Detroit, MI, USA",2015 IEEE International Conference on Services Computing,"20 Aug 2015","2015","","","340","347","Computational thinking has recently been widely recognized as a fundamental skill that should be cultivated for everyone and in every field. Although there is an increasing interest in research in teaching and learning computational thinking in recent years, an engaging, effective online learning system is yet to be built for teaching, learning, and applying computational thinking online. To this end, we have developed DATAVIEW, an online social learning system for learning computational thinking concepts and skills online. The main contributions of this paper are: 1) we developed a new, effective online learning model for computational thinking based on our previous widely-applied R2D2 model. A signature characteristic of this new model is being interactive and learner-centered, thus ""i"" is carried out through the entire learning experiences, which provides teaching facilities to instructors and interactional tools among instructors and learners, 2) we implemented, validated, and refined iR2D2 in our DATAVIEW computational thinking online service, 3) We propose to use the DBR (design-based-research) approach to study the relationship between technology and teaching in the context of computational thinking, generating research results and findings applicable to online teaching in other domains as well.","","978-1-4673-7281-7","10.1109/SCC.2015.54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207372","computational thinking;eLearning;scientific workflow management systems;DATAVIEW","Education;Computational modeling;Computers;Algebra;Learning systems;Computational efficiency;Visualization","","3","","32","IEEE","20 Aug 2015","","","IEEE","IEEE Conferences"
"Application of Concept Map in the Study of Computational Thinking Training","L. Xu; M. -W. Tong; B. Li; J. Meng; C. -Y. Fan","Central China normal University, Wuhan, China; Central China normal University, Wuhan, China; Central China normal University, Wuhan, China; Central China normal University, Wuhan, China; Central China normal University, Wuhan, China",2019 14th International Conference on Computer Science & Education (ICCSE),"23 Sep 2019","2019","","","454","459","The call for innovative talents in the information age is imminent. With the promulgation of the domestic high school information technology curriculum standards in 2017, the formulation and positioning requirements of the core literacy of the disciplines, computational thinking as one of the four core literacy, is the thinking ability that everyone should have. Many foreign educational practice studies have shown that mind mapping can effectively promote students' cognitive development and knowledge construction. However, the domestic educational application research is relatively lacking in this aspect, and there is little research on the comprehensive and in-depth combination of it and the core literacy “computational thinking” of the specific information technology discipline. To this end, based on the research status at home and abroad, this paper attempts to use the concept map tool to represent several important functions of computational thinking, ""definition of problems"", ""abstract function"", ""build model"" and ""Debugging and improvement"". The diagram incorporates the teaching model in the computational thinking development curriculum. This study used quasi-experimental research methods to explore the effect of conceptual map tools on students' computational thinking. The research results show that this teaching method has a significant effect on the development of students' computational thinking.","2473-9464","978-1-7281-1846-8","10.1109/ICCSE.2019.8845505","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8845505","computational thinking;concept map;project-based learning","Education;Tools;Programming;Visualization;Computational modeling;Creativity;Standards","","2","","22","IEEE","23 Sep 2019","","","IEEE","IEEE Conferences"
"A MOOC on Computational Thinking for All: Pedagogical Principles, Challenges, and Their Application","N. Ragonis; O. Hazzan","Computer Science Department, Faculty of Education, Beit Berl College, Beit Berl, Israel; Faculty of Education in Science and Technology Technion, Haifa, Israel",2022 International Conference on Computational Science and Computational Intelligence (CSCI),"25 Aug 2023","2022","","","1943","1949","For the last two decades, the world of pre-academic and academic education has been occupied with ways of developing computational thinking. Responding to the common perception to develop those thinking skills in all learners, and indeed in the entire population, we developed a MOOC on computational thinking. The course advocates the development of computational thinking skills in every human being, at any age, and in any subject matter, emphasizing the common, essential computational thinking skills: problem decomposition, abstraction, and generalization. Based on our belief in the importance of the application of computational thinking skills when using computerized environments, and the importance of its significant application in developing an understanding of any discipline, the course is based on the development of simulations of computational processes in any area of knowledge. We widely discuss the pedagogical challenges of developing a MOOC on thinking skills without teacher-learner interaction, and share how we overcame these challenges by implementing the Four Pedagogies for Developing Computational Thinking (4P4CT) framework, which integrates the pedagogies of active learning, project-based learning, product-based learning, and context-based learning. We present preliminary findings from research we conducted during the first two MOOC cycles with about 1,600 learners. Specifically, quantitative and qualitative data analysis of students' learning processes are discussed, reflecting the students' multi-faceted and deep engagement in the MOOC.","2769-5654","979-8-3503-2028-2","10.1109/CSCI58124.2022.00350","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10216563","computational thinking;teacher education;4P4CT;active learning;project-based learning;product-based learning;context-based learning;MOOC","Computer aided instruction;Electronic learning;Data analysis;Scientific computing;Computational modeling;Sociology;Education","","","","38","IEEE","25 Aug 2023","","","IEEE","IEEE Conferences"
"Training Methods of Computational Thinking for Medical Students in Big Data Age","J. Si; H. Feng; Z. Niu; Y. Bian; Y. Fu; H. Guo; Z. Su; W. Deng; X. Li","School of Basic Medical Sciences, Tianjin Medical University, China; School of Medical Humanities, Tianjin Medical University, China; School of Foreign Studies, Xi’an Jiaotong University, China; School of Medical Humanities, Tianjin Medical University, China; Chinese materia medica, Shenyang pharmaceutical university, China; School of Basic Medical Sciences, Tianjin Medical University, China; School of Medical Humanities, Tianjin Medical University, China; School of Basic Medical Sciences, Tianjin Medical University, China; School of Basic Medical Sciences, Tianjin Medical University, China",2021 16th International Conference on Computer Science & Education (ICCSE),"21 Oct 2021","2021","","","13","20","The era of big data witnesses that ‘computing’ has become an indispensable tool for medical development in many aspects of medicine domain. The ability of computational thinking is of great significance to medical students engaging in basic research and clinical diagnosis and treatment in the future. However, medical students are lack of this strategy in dealing with problems at present. Meanwhile, there is also a problem of ‘insufficient skills and no training’ in computer learning. In this article, we recommend training students’ computational thinking from three aspects. First, students can learn the basic concepts of computational thinking and different thinking modes of computer scientists through computer courses in both theory and practice in order to train their computational thinking. Second, in the process of thinking, students can directly carry out divergent thinking, logical integration, and practice the thinking methods of scientists such as abstraction and simplification through the mind maps produced by IMindMap software. Third, during the practice of modeling and programming, after using mind maps to make the problem abstract and sort out the content of the creation to draw a flowchart, students start modeling and systematic design through Scratch software. At last, under the help of MATLAB, some specific medical cases enable students to apply computational thinking to practice comprehensively. Our practice in class shows that these training methods has positive influence in improving students computational thinking.","2473-9464","978-1-6654-1468-5","10.1109/ICCSE51940.2021.9569311","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569311","Medical students;Computational thinking;mind maps;MATLAB","Training;Flowcharts;Systematics;Computational modeling;Big Data;Tools;Software","","","","30","IEEE","21 Oct 2021","","","IEEE","IEEE Conferences"
"Cultivating Computational Thinking Among Students Of Liberal Art In Basic Computer Courses","L. Chen; J. Xia; J. Tao","Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China; Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China; Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China",2018 5th International Conference on Systems and Informatics (ICSAI),"3 Jan 2019","2018","","","544","548","With the concept of Computational Thinking proposed, how to cultivate students' Computational Thinking in basic computer courses has become the focus of basic computer education reform in recent years. Computational Thinking has gradually been recognized by computer educators and has become an important goal of basic computer education. According to the author's experience, the paper analyzes the reasons why students of literal arts also need to acquire Computational Thinking after summarizing the current research status of Computational Thinking at home and abroad. Regarding the cultivation of Computational Thinking ability as a higher level than knowledge learning and skill training, the paper puts forward some improving suggestions on how to cultivate Computational Thinking among students of liberal arts.","","978-1-7281-0120-0","10.1109/ICSAI.2018.8599435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599435","Computational Thinking;Computer Foundation;Students of Liberal Art;Educational Reform","Art;Computer science;Writing;Software;Economics;Training","","","","8","IEEE","3 Jan 2019","","","IEEE","IEEE Conferences"
