"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Construction and Application of a Computational Thinking Assessment Framework from the Perspective of the Iceberg Model","X. Zhou; W. Zhang; S. Wang; H. Chen","Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; School of Information Technology Application Innovation, Wuhan polytechnic, Wuhan, China",2023 5th International Workshop on Artificial Intelligence and Education (WAIE),"18 Apr 2024","2023","","","96","100","Computational thinking assessment is an important part of testing the effectiveness of computational thinking cultivation. However, the existing computational thinking assessments still suffer from the problem of insufficient examination of non-cognitive factors, leading to the lack of validity of its assessment results. Since the iceberg model can comprehensively and deeply explore individual characteristics, this paper draws on the division idea of the model and divides computational thinking into explicit computational thinking the basic knowledge required to solve problems using computational thinking and implicit computational thinking the internal psychological characteristics of individuals in the process of using computational thinking. A comprehensive assessment framework of computational thinking is constructed, which contains five dimensions: knowledge and skills, self-efficacy, internet attitude, learning motivation, and thinking style. Finally, its application in the hierarchical teaching of computational thinking and suggestions for personalized teaching programs are given in order to promote the development of personalized education in computational thinking.","","979-8-3503-0706-1","10.1109/WAIE60568.2023.00025","National Natural Science Foundation of China(grant numbers:61977031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496944","computational thinking;computational thinking assessment;iceberg model;assessment framework;computational thinking education","Computational modeling;Conferences;Education;Psychology;Icebergs;Artificial intelligence;Testing","","","","15","IEEE","18 Apr 2024","","","IEEE","IEEE Conferences"
"Computational Thinking Test for Beginners: Design and Content Validation","M. Zapata-Cáceres; E. Martín-Barroso; M. Román-González","Computer Science Department, Universidad Rey Juan Carlos, Madrid, Spain; Computer Science Department, Universidad Rey Juan Carlos, Madrid, Spain; Faculty of Education UNED, Madrid, Spain",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","1905","1914","Computational Thinking (CT) is a fundamental skill that is not only confined to computer scientists’ activities but can be widely applied in daily life and is required in order to adapt to the future and, therefore, should be taught at early ages. Within this framework, assessing CT is an indispensable part to consider in order to introduce CT in the school curricula. Nevertheless, efforts involving the formal assessment of computational thinking has primarily focused on middle school grades and above; and are mostly based on the analysis of projects in specific programming environments. A Beginners Computational Thinking Test (BCTt), aimed at early ages, and based on the Computational Thinking Test [1], has been designed including several improvements; submitted to a content validation process through expert´s judgement procedure; and administered to Primary School students. The BCTt design is considered adequate by experts and results show a high reliability for the assessment of CT in Primary School, particularly in first educational stages.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125368","Beginners Computational Thinking Test;Computational Thinking;Computer Science Education;Primary Education;Assessment;Programming;Early Childhood Education","Three-dimensional displays;Statistical analysis;Instruments;Conferences;Sociology;Layout;Focusing","","26","","33","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"The Teaching Mode and Practice Analysis of College Computer Basic Course Based on Computational Thinking","C. Xue; W. Zhun","Department of Computer Science and Engineering, Guangzhou College of Technology and Business, Guangzhou, China; Department of Computer Science and Engineering, Guangzhou College of Technology and Business, Guangzhou, China",2020 13th International Conference on Intelligent Computation Technology and Automation (ICICTA),"13 Sep 2021","2020","","","266","269","This paper mainly adopts the theory with practice, combines the computational thinking method with education and teaching, and constructs the inquiry teaching model based on computational thinking. We adopt the formal teaching model and learning model, incremental expression of computational thinking ability to improve the effect, from the computational thinking of automation, abstract characteristics of the teaching and learning model based on computational thinking formalization. Then, in the case study, the learning support technology scheme of MOOC course platform combining mobile terminal and HTML5 is designed. Through teaching practice and quantitative analysis of experimental behavior, the platform effectively avoids the interference of programming language code, which simplifies the expression and application process of algorithm thinking, and enhances students' interest and operation of programming working ability.","","978-1-7281-8666-5","10.1109/ICICTA51737.2020.00063","Guangdong Province “Research and Practical Exploration on the Reform of Computer Basic Teaching Mode Combined with Innovation Ability and Computational Thinking”(grant numbers:20191206); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9526726","computational thinking;practice analysis;computer basic teaching;HTML;MOOC","Computer languages;Computer aided instruction;Automation;Electronic learning;Codes;Statistical analysis;Computational modeling","","1","","8","IEEE","13 Sep 2021","","","IEEE","IEEE Conferences"
"An Empirical Study on Blended Learning to Promote the Development of Computational Thinking Ability of College Students","L. Liao; J. Liang","School of Information Technology in Education, South China Normal University, Guangzhou, China; School of Information Technology in Education, South China Normal University, Guangzhou, China",2017 International Symposium on Educational Technology (ISET),"10 Aug 2017","2017","","","256","260","Studies have shown that learning approaches are able to promote the developments of computational thinking on students, including cooperative learning, project-based learning, online communication, Academic dialogue etc. Therefore, these learning approaches can combine with the traditional teaching in a more effective way. Blended learning may promote the developments of computational thinking on students. The paper takes the junior College students as the experimental objects, and carries a pretest-posttest study through unequal experimental and control groups. It approved that blended learning has a positive impact on the college student's computational thinking, i.e., they have an obvious progress.","","978-1-5090-3031-6","10.1109/ISET.2017.64","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8005431","Blended learning;Computational thinking;Computational thinking trend;Skills of computational thinking","Education;Programming profession;Information technology;Management information systems;Software","","3","","10","IEEE","10 Aug 2017","","","IEEE","IEEE Conferences"
"1 WHAT IS COMPUTATIONAL THINKING?","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","1","21","An algorithm is a set of rules for getting a specific output from a specific input. Each step must be so precisely defined that it can be translated into computer language and executed by machine.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709358.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"8 TEACHING COMPUTATIONAL THINKING FOR ALL","P. J. Denning; M. Tedre",NA; NA,Computational Thinking,"","2019","","","175","192","My basic idea is that programming is the most powerful medium of developing the sophisticated and rigorous thinking needed for mathematics, for grammar, for physics, for statistics, and all the “hard” subjects. Maybe I would even include philosophy and historical analysis. In short, I believe more than ever that programming should be a key part of the intellectual development of people growing up.","","9780262353410","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709357.pdf&bkn=8709327&pdfType=chapter","","","","","","","","9 May 2019","","","MIT Press","MIT Press eBook Chapters"
"Computational thinking tools","A. Repenning; A. Basawapatna; N. Escherle","University of Colorado, Boulder, Colorado, USA; Dept. of Math and Computer Information Systems, State University of New York College at Old Westbury, Old Westbury, NY; School of Education, FHNW, Brugg-Windisch, Switzerland",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2016","2016","","","218","222","Computational Thinking is an essential skill for all students in the 21st Century. A fundamental question is how can we create computer affordances to empower novice teachers and students, in a variety of STEM and art disciplines, to think computationally while avoiding difficult overhead emerging from traditional coding? Over the last 20 years we have iteratively developed tools that aim to support computational thinking. As these tools evolved a philosophy emerged to support Computational Thinking by joining human abilities with computer affordances. Chief among these findings is that supporting Computational Thinking is much more than making coding accessible. Computational Thinking Tools aim to minimize coding overhead by supporting users through three fundamental stages of the Computational Thinking development cycle: problem formulation, solution expression, and solution execution/evaluation.","1943-6106","978-1-5090-0252-8","10.1109/VLHCC.2016.7739688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739688","computational thinking tools;end-user programming;K-12 education;computational thinking","","","27","","38","IEEE","10 Nov 2016","","","IEEE","IEEE Conferences"
"Computational thinking and computer fundamental education","Lina Wang","Shandong Institute of Business and Technology, Yantai, Shandong, China",2011 International Conference on Computer Science and Service System (CSSS),"4 Aug 2011","2011","","","1158","1159","Computer basic education with computer science, and other subjects crossover study, their status has become unshakable. Current international computer science. Today, an important concept widely concerned over the field of computer science calculation thinking. His definition, characteristics and development and basic computer education inseparable, especially for basic computer course teaching practice in an important role.","","978-1-4244-9763-8","10.1109/CSSS.2011.5974984","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974984","computer fundamental education;Computational Thinking;teaching model","Computers;Education;Computer science;Computational modeling;Business","","1","","","IEEE","4 Aug 2011","","","IEEE","IEEE Conferences"
"An Investigation of Undergraduates’ Computational Thinking in a Sophomore-Level Biomedical Engineering Course","H. Shoaib; M. Cardella; A. Madamanchi; D. Umulis","Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA",2019 IEEE Frontiers in Education Conference (FIE),"12 Mar 2020","2019","","","1","4","This research study presents our work focused on studying the development of introductory computational thinking in undergraduate biomedical engineering students. In response to the growing computational intensity of the healthcare industry, biomedical engineering (BME) undergraduate education is starting to emphasize computation and computational thinking. Computational thinking is a way of thinking that uses concepts and methodologies of computing to solve problems in interdisciplinary and multidisciplinary subjects. In broader terms, computational thinking is not only associated with using computational tools but also with the thought process of solving a problem by data representation, problem decomposition, and algorithm design. Despite being so important, there is little research work or information available on the development of computational thinking in BME undergraduate students. Our research focuses on how BME undergraduate students develop computational thinking skills while performing group activities related to problem-solving. In order to conduct this study, we incorporate a teaching methodology that prompts computational thinking in a thermodynamics course being taught at a public mid-western university to approximately 120 sophomore students. We observe classroom activities involving analytical problem solving followed by pseudo code generation for computational coding. In order to investigate computational thinking, we collect classroom observations of small groups of students as they come up with a solution to an analytical problem with each other. We complement the observation notes of the classroom activities with follow up semi structured interviews with individual students from five groups. Thematic analysis of the student interviews is used in order to analyze student responses towards the incorporation of computation intensive teaching methodology. This Work in Progress helps us expand our understanding of computational thinking development and the challenges involved in performing computational thinking activity in BME undergraduate students.","2377-634X","978-1-7281-1746-1","10.1109/FIE43999.2019.9028503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028503","thermodynamics;computational thinking","Mathematical model;Thermodynamics;Interviews;Problem-solving;Computational modeling;Analytical models;Testing","","2","","11","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Investigating Elementary Teachers' Understanding, Beliefs, and Intentions toward STEM and Computational Thinking in Education","E. Surahman; T. Hua Wang; K. -F. Turner Lam; Sulthoni; U. Nendra Pratama; E. Nur Aisyah","Dept. of Educational Technology, Universitas Negeri Malang, Malang, Indonesia; Dept. of Education and Learning Technology, National Tsing Hua University, Hsinchu, Taiwan; Edu-Aequitas Pte Ltd, National Tsing Hua University, Singapore, Singapore; Dept. of Educational Technology, Universitas Negeri Malang, Malang, Indonesia; Dept. of Performing Arts Education, Institut Seni Indonesia Yogyakarta, Yogyakarta, Indonesia; Dept. of Primary School and Preschool, Universitas Negeri Malang, Malang, Indonesia",2022 2nd International Conference on Information Technology and Education (ICIT&E),"27 Apr 2022","2022","","","175","180","This study attempted to investigate elementary school teachers' understandings, beliefs, and intentions toward STEM and Computational Thinking. We collected data through a survey of 16 teachers at one elementary school in Malang City, Indonesia. They represented a variety of subjects with diverse learning experiences. The survey took place after the respondents received a short training about STEM and Computational Thinking. Quantitative analysis showed that most elementary school teachers positively demonstrated Computational Thinking practices in their schools. Besides, they believed that Computational Thinking could help students think logically, structurally, and creatively, while STEM helped train students to be problem solvers in an analytical, critical, and practical way. In addition, most respondents intended to continue learning and applying STEM and Computational Thinking approaches in their learning design. Added to this, the participants' understanding of STEM and Computational Thinking also improved based on the results of the Wilcoxon test conducted on the pre-test and post-test. This study provides valuable information on the need for elementary teacher development programs, namely improving teachers' teaching skills based on STEM and Computational Thinking for preparing students with 21 st-century learning skills.","","978-1-6654-9433-5","10.1109/ICITE54466.2022.9759837","Institution of Research and Community Service of State University of Malang Indonesia(grant numbers:30.3.10/UN32.1/LT/2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9759837","STEM;computational thinking;elementary teachers;understandings;beliefs;intentions","Training;Statistical analysis;Oceans;Education;Urban areas;Problem-solving","","","","38","IEEE","27 Apr 2022","","","IEEE","IEEE Conferences"
"Exploring Computational Thinking Perspectives in Black Communities with Physiological Computing","M. Lewis; A. Holloman; B. Y. Hernández Cuevas; C. Crawford","Dept. of Computer Science, University of Alabama; Department of Computer and Information Science and Engineering, University of Florida; Dept. of Computer Science, University of Puerto Rico in Arecibo mlewis; Dept. of Computer Science, University of Alabama",2024 Black Issues in Computing Education (BICE),"25 Jul 2024","2024","","","27","32","Physiological computing (PC) technology is becoming increasingly popular as wearable hardware improves. However, little is known regarding potential connections between hands-on experience with physiological computing technology and computation thinking perspectives. This is particularly true for black communities. Applications for physiological computing include systems such as wearable technology (e.g., Apple Watch) capable of mapping students' physiological activity to various outputs. The work discussed in this paper presents our initial steps toward filling these gaps. In particular, we share our observations of computational thinking perspectives that emerged while black high school students constructed simple programs driven by near real-time brain wave information. Our findings suggest interactive physiological data may lead to unique computational perspectives during learning activities.","","979-8-3503-7291-5","10.1109/BICE60192.2024.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10605886","computer science education;physiological computing;data science;k-12","Computer science;Education;Physiology;Real-time systems;Hardware;Filling;Wearable devices","","","","63","IEEE","25 Jul 2024","","","IEEE","IEEE Conferences"
"STEM Education Activities Development to Promote Computational Thinking’s Students","P. Srisangngam; C. Dechsura","Faculty of Science and Technology, Phranakhon Si Ayutthaya Rajabhat University, Ayutthaya, Thailand; Faculty of Education, Phranakhon Si Ayutthaya Rajabhat University, Ayutthaya, Thailand",2020 5th International STEM Education Conference (iSTEM-Ed),"1 Feb 2021","2020","","","103","105","This research aims to develop STEM learning activities for promote student's computational thinking skills and the results of this learning activities toward computational thinking of senior school student in the computing classroom. The study groups were 30 secondary school students in Pranakorn Si Ayutthaya who were studying in Semester 1, Academic Year 2019. They were selected by purposive sampling method. The research instruments were; (1) STEM education lesson plans for computational thinking developments; (2) The student's journals; and (3) Computational thinking test. The research was divided into three phases. The first phase focused on design lesson plans and learning activities for developing student's computational thinking skills. The second phase is implement the lesson plans and learning activities with the study group. The third phase is evaluation of the effectiveness of learning activities on develop student's computational thinking skills. The results shown learning activities can develop student's computational thinking skills, because of these activities were challenged students with real everyday life problems that required to used their computational thinking to solve the problems by decompose problems, find pattern recognition, abstraction thinking and develop algorithm for computer programming. So, these STEM learning activities could be effectively used in Computing course.","","978-1-7281-9570-4","10.1109/iSTEM-Ed50324.2020.9332734","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9332734","Computational thinking;STEM Education.","Instruments;Education;Sampling methods;Silicon;Pattern recognition;Programming profession;STEM","","5","","8","IEEE","1 Feb 2021","","","IEEE","IEEE Conferences"
"Mapping computational thinking mindsets between educational levels with cognitive network science","M. Stella; A. Kapuza; C. Cramer; S. Uzzo; V. Latora","CogNosco Lab, Department of Computer Science, University of Exeter, Stocker Road EX4 4PY, UK and Complex Science Consulting, Via Amilcare Foscarini 2, 73100 Lecce, Italy; m.stella@exeter.ac.uk; National Research University Higher School of Economics, Myasnitskaya 20, 101000 Moscow, Russian Federation; Woods Hole Institute, Woods Hole, MA, USA; New York Hall of Science, Corona, NY, USA; NA",Journal of Complex Networks,"18 Jan 2022","2021","9","6","1","13","A significant aspect of computational thinking is as a way of reasoning about the world in terms of data. This mindset channels number-crunching toward an ambition to discover knowledge through logic, models and simulations. Here we show how computational cognitive science can be used to reconstruct and analyse the structure of computational thinking mindsets (forma mentis in Latin) through complex networks. As a case study, we investigate cognitive networks tied to key concepts of computational thinking provided by (i) 159 high school students enrolled in a science curriculum and (ii) 59 researchers in complex systems and simulations. Researchers' reconstructed knowledge highlighted a positive mindset about scientific modelling, semantically framing data and simulations as ways of discovering nature. Students correctly identified different aspects of logic reasoning but perceived ‘computation’ as a distressing, anxiety-eliciting task, framed with math jargon and lacking links to real-world discovery. Students' mindsets around ‘data’, ‘model’ and ‘simulations’ critically revealed no awareness of numerical modelling as a way for understanding the world. Our findings provide evidence of a crippled computational thinking mindset in students, who acquire mathematical skills that are not channelled toward real-world discovery through coding. This unlinked knowledge ends up being perceived as distressing number-crunching expertise with no relevant outcome. The virtuous mindset of researchers reported here indicates that computational thinking can be restored by training students specifically in coding, modelling and simulations in relation to discovering nature. Our approach opens innovative ways for quantifying computational thinking and enhancing its development through mindset reconstruction.","2051-1329","","10.1093/comnet/cnab020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684795","computational thinking;cognitive network science;mindset reconstruction;education","","","","","","","18 Jan 2022","","","OUP","OUP Journals"
"Development of Computational Thinking in High School Students: A Case Study in Chile","F. González; C. López; C. Castro","Departamento de Informática, UTFSM, Santiago, Chile; Departamento de Informática, UTFSM, Valparaíso, Chile; Departamento de Informática, UTFSM, Valparaíso, Chile",2018 37th International Conference of the Chilean Computer Science Society (SCCC),"6 May 2019","2018","","","1","8","Most efforts to incorporate computational thinking in K-12 education use visual tools (e.g., Scratch) and focus on students in their first grades. Fewer projects investigate the development of computational thinking in students in the last years of school, who usually have not had early formal preparation to acquire these skills. This study provides evidence of the effectiveness of teaching C++ (a low-level programming language) to develop computational thinking in high school students in Chile. By applying a test before and after a voluntary C++ workshop, the results reveal a significant improvement in computational thinking after the workshop. However, we observe that there was a tendency to drop out of the workshop among students with lower levels of initial computational thinking. Besides, tenth-grade students obtained lower final scores than eleventh and twelfth-grade students. These results indicate that teaching a low-level programming language is useful, but it has high entry-barriers.","1522-4902","978-1-5386-9233-2","10.1109/SCCC.2018.8705239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8705239","Computational Thinking Test;C++;Programming in High School","C++ languages;Visualization;Media;Education;Conferences;Silicon compounds","","3","","30","IEEE","6 May 2019","","","IEEE","IEEE Conferences"
"Collaboration and Computational Thinking: A classroom structure","B. Worrell; C. Brand; A. Repenning","Carson Middle School Colorado, Springs, US; Science Discovery Program University of Colorado, Boulder, Boulder, USA; Department of Computer Science, University of Colorado, Boulder, Boulder, USA",2015 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"17 Dec 2015","2015","","","183","187","Building a classroom environment based on student-led, meaningful collaboration is an ideal being promoted by educators and administrators seeking to equip students with 21st century workforce skills. More and more often, teachers are challenged to design lessons that utilize students' innate desire to communicate with one another rather than more traditional direct instruction. With a heavy focus on student-driven instruction and a reduced role for direct instruction, Carson Middle School's Game Design I course is able to utilize collaboration as a means for allowing students to not only learn but master and retain Computational Thinking Patterns and apply them in formal summative assessments. Through the collection of these data points throughout the course of a semester of learning, an educator can fully appreciate the learning of Computational Thinking skills that occurs as students build a sequence of games and simulations.","","978-1-4673-7457-6","10.1109/VLHCC.2015.7357215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7357215","computational thinking;computational thinking patterns;assessment;collaborative programming;middle school computer education;game design","Programming","","8","","9","IEEE","17 Dec 2015","","","IEEE","IEEE Conferences"
"Research of VB programming teaching mode based on the core of computational thinking ability training","C. Zhang; X. Chen; J. Li","College of Science, Hebei United University, Tangshan, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China",2011 6th International Conference on Computer Science & Education (ICCSE),"26 Sep 2011","2011","","","1260","1263","In this paper, the existing problems and teaching characteristics of VB programming are first analyzed. Then the specific measures to reform the teaching and examination modes are proposed in accordance with the requirements of computational thinking ability training. After that, how to train the students' “computational thinking” in the VB program curriculum is elaborated on, in the hope of enabling the students to analyze and solve problems and to innovate with computers.","","978-1-4244-9718-8","10.1109/ICCSE.2011.6028861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6028861","computational thinking;computational thinking ability;VB programming","Programming profession;Computers;Educational institutions;Visual BASIC;Training","","2","","5","IEEE","26 Sep 2011","","","IEEE","IEEE Conferences"
"Exploring the Relationship Between Computational Thinking and Personality Traits","W. Zhang; L. Song; X. Zeng; P. Li","Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China",2023 5th International Workshop on Artificial Intelligence and Education (WAIE),"18 Apr 2024","2023","","","101","105","To better understand the impact of students' personality on their computational thinking (CT), this paper develops a CT evaluation tool for college students. Correlation analysis is used to explore the relationship between students' computational thinking skills (CTS) and their five personality traits: extraversion, agreeableness, conscientiousness, neuroticism, and openness. 219 college students completed the CT Assessment Test and the Big Five Personality Inventory. The results showed that there were statistically significant correlations between CTS and extraversion, conscientiousness, and openness, among which openness had the greatest impact on CTS, and extraversion and conscientiousness had moderate effects on CTS. These results are consistent with the conclusions of most related literatures, confirming the existence of non-cognitive influencing factors of CT. Based on these findings, this paper recommends that teachers can pay attention to the individual differences of students from the perspective of personality, and provide them with suitable education to comprehensively improve students' CTS.","","979-8-3503-0706-1","10.1109/WAIE60568.2023.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496968","computational thinking;personality traits;Big Five model;computational thinking evaluation","Correlation;Conferences;Computational modeling;Education;Artificial intelligence","","","","15","IEEE","18 Apr 2024","","","IEEE","IEEE Conferences"
"Can computational thinking predict academic performance?","R. J. Haddad; Y. Kalaani",Georgia Southern University; Georgia Southern University,2015 IEEE Integrated STEM Education Conference,"11 Jun 2015","2015","","","225","229","This paper introduces the notion of predicting academic performance based on Computational Thinking. The integral role that Computational Thinking modalities play in engineering disciplines can serve as an accurate indicator of the student future academic success. Therefore, this study investigated the students' performance in a Computational Thinking course offered at the freshman level to predict student academic success. To achieve this goal, a two-year study of the correlation between the students' accumulative grade point averages and their grades obtained in this course was conducted. The performance of nine hundred and eighty two students in forty sections was assessed over the two-year period. It was concluded that the students' future academic performance is strongly correlated to their Computational Thinking skills assessed at the freshman level. This clearly suggests the viability of using Computational Thinking skills as a fairly accurate predictor of students' academic success. These results have also implied that the assessment of Computational Thinking can be used as an early intervention tool to improve the students' retention, progression, and graduation rates in STEM related disciplines.","","978-1-4799-1829-4","10.1109/ISECon.2015.7119929","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7119929","Academic performance;Computational Thinking;Prediction of performance","Education;Computational modeling;Computers;Programming;Electrical engineering;Conferences;Correlation","","20","","17","IEEE","11 Jun 2015","","","IEEE","IEEE Conferences"
"The Development and Challenges of Computational Thinking Board Games","S. -Y. Wu","Department of Science Communication, National Pingtung University, Pingtung, Taiwan",2018 1st International Cognitive Cities Conference (IC3),"9 Dec 2018","2018","","","129","131","The promotion of computational thinking education has become a worldwide trend. To cultivate the computational thinking ability of children at young age, many computational thinking board games have appeared recently. This article introduces five computational thinking board games, including Robot Turtles, King of Pirates, Doggy Code, ROBOT WARS Coding Board Game, and Code master, and then to analyze its characteristics respectively. Additionally, this article also points out the current limitations and challenges of computational thinking board games. We hope more schools or operators will join the development of computational thinking education in the future.","","978-1-5386-5059-2","10.1109/IC3.2018.00-45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567181","computational thinking, board game, coding, game-based learning","Games;Education;Programming profession;Robots;Encoding","","6","","11","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"The Development of Students' Computational Thinking Practices in AI Course Using the Game-Based Learning: A Case Study","J. Ma; Y. Zhang; H. Bin; K. Wang; J. Liu; H. Gao","Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China",2022 International Symposium on Educational Technology (ISET),"29 Aug 2022","2022","","","273","277","Promoting the computational thinking of the K12 students through artificial intelligence education is reflected in curriculum standards and academic research. Game-based learning promotes the learning interest and motivation, helps students reinforce computational thinking practices. Based on the input-process-result (IPO) game-based learning model, this study integrated the artificial intelligence instructional content, game-based learning, and the core elements of computational thinking practice to design game-based learning activities that was suitable for promoting computational thinking practices in artificial intelligence courses. In this research, the artificial intelligence course “Challenging Tic-Tac-Toe” was conduct in senior high school. The results showed that the game-based learning in artificial intelligence courses could help students to master artificial intelligence subject knowledge, significantly improved the computational thinking practices, enhanced learning interest, motivation, self-confidence, and reduce cognitive load. Thus, this study provides additional evidence that using the game-based learning strategies is an effective learning method that improves both learning performance and computational thinking practices.","2766-2144","978-1-6654-8467-1","10.1109/ISET55194.2022.00065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9867127","Computational thinking practices;Artificial intelligence course;Game-based learning;IPO game-based learning model","Learning systems;Computational modeling;Learning (artificial intelligence);Educational technology;Artificial intelligence;Standards","","5","","33","IEEE","29 Aug 2022","","","IEEE","IEEE Conferences"
"Teaching Reform of Software Engineering Course Based on Computational Thinking","X. Dong; J. Jia","Special Education College Beijing Union University, Beijing, China; Special Education College Beijing Union University, Beijing, China",2020 International Conference on Artificial Intelligence and Computer Engineering (ICAICE),"1 Mar 2021","2020","","","399","402","For students majored in computer science, the ability to have computational thinking is an essential skill. Facilitating computational thinking cannot only help students understand the professional knowledge and principles of computer, but also bring new ideas to addressing complex problems, therefore, many colleges and universities have carried out computer professional curriculum reform based on computational thinking. Due to the high degree of abstraction of computational thinking, traditional teaching methods will cause students to understand computational thinking only at the conceptual level, and cannot realize the flexible use of computational thinking concepts. This study takes the software engineering course as an example to explain how to integrate the concepts of computational thinking into the original courses. The goal is to enable students to understand software engineering contents problems from the perspective of problem-solving.","","978-1-7281-9146-1","10.1109/ICAICE51518.2020.00084","Beijing Union University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361128","Computational Thinking;Problem Solving;Software Engineering;Teaching Reform","Computer science;Software design;Education;Software;Problem-solving;Artificial intelligence;Software engineering","","1","","8","IEEE","1 Mar 2021","","","IEEE","IEEE Conferences"
"Fractal Geometry: Enhancing Computational Thinking with MIT Scratch","R. Vinayakumar; K. Soman; P. Menon","Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","18 Oct 2018","2018","","","1","6","Recent developments in pedagogy have focused upon computational thinking. Computational thinking provides a way to solve the problem and it is a key practice of science education. The importance of computational thinking is rarely found in K-12 education. Computational thinking is a an important skill everyone needs and it is correlated with many other concepts. These factors have made the development of new tools and syllabus. In this paper, we aim to show the experiments of fractal geometry using MIT Scratch. These computational exercises facilitate to learn many of computational thinking skills that are very important for the people in the near future. Based on our experience with students, we claim that the concept of fractal and its implementation in MIT Scratch is the best practices to improve computational thinking in K-12 school level students.","","978-1-5386-4430-0","10.1109/ICCCNT.2018.8494172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8494172","Computational thinking;fractal geometry;Scratch;K-12 education;block based programming;21st century learning skills","Fractals;Programming profession;Education;Visualization;Games","","1","","19","IEEE","18 Oct 2018","","","IEEE","IEEE Conferences"
